Order_ID,Customer_ID,Ship_Date,Freight_Cost
O0004633,C00002,2026-02-03,237.77
O0004634,C00001,2026-02-27,177.21
O0004635,C00048,2026-02-05,115.0
O0004636,C00001,2026-02-04,231.67
O0004637,C00001,2026-02-03,61.77
O0004638,C00005,2026-02-02,204.54
O0004639,C00058,2026-02-09,25.68
O0004640,C00055,2026-02-15,1.0
O0004641,C00108,2026-02-01,1.57
O0004642,C00001,2026-02-12,241.23
O0004643,C00003,2026-02-14,348.67
O0004644,C00034,2026-02-19,24.05
O0004645,C00004,2026-02-23,230.87
O0004646,C00002,2026-02-18,453.33
O0004647,C00003,2026-02-28,137.65
O0004648,C00003,2026-02-08,361.82
O0004649,C00048,2026-02-22,323.84
O0004650,C00105,2026-02-03,46.35
O0004651,C00020,2026-02-17,93.75
O0004652,C00104,2026-02-20,1.07
O0004653,C00051,2026-02-03,11.37
O0004654,C00013,2026-02-22,504.67
O0004655,C00023,2026-02-16,88.4
O0004656,C00001,2026-02-18,416.01
O0004657,C00017,2026-02-18,71.32
O0004658,C00006,2026-02-26,136.15
O0004659,C00102,2026-02-01,0.75
O0004660,C00092,2026-02-03,34.97
O0004661,C00101,2026-02-16,42.37
O0004662,C00001,2026-02-10,241.55
O0004663,C00012,2026-02-10,367.58
O0004664,C00001,2026-02-04,79.48
O0004665,C00001,2026-02-01,315.46
O0004666,C00109,2026-02-18,50.91
O0004667,C00010,2026-02-03,319.61
O0004668,C00113,2026-02-15,51.04
O0004669,C00102,2026-02-19,27.77
O0004670,C00001,2026-02-16,175.6
O0004671,C00095,2026-02-21,2.23
O0004672,C00001,2026-02-18,852.25
O0004673,C00004,2026-02-06,701.56
O0004674,C00032,2026-02-01,84.38
O0004675,C00026,2026-02-15,86.57
O0004676,C00037,2026-02-22,91.05
O0004677,C00001,2026-02-01,56.44
O0004678,C00022,2026-02-23,120.74
O0004679,C00006,2026-02-01,7.93
O0004680,C00002,2026-02-13,440.86
O0004681,C00001,2026-03-07,613.26
O0004682,C00004,2026-03-08,281.45
O0004683,C00082,2026-03-14,64.79
O0004684,C00002,2026-03-12,383.91
O0004685,C00002,2026-03-20,310.53
O0004686,C00019,2026-03-09,9.05
O0004687,C00117,2026-03-09,21.57
O0004688,C00104,2026-03-18,41.76
O0004689,C00004,2026-03-01,348.9
O0004690,C00004,2026-03-02,542.97
O0004691,C00005,2026-03-09,136.55
O0004692,C00031,2026-03-15,121.93
O0004693,C00073,2026-03-02,39.54
O0004694,C00021,2026-03-22,118.8
O0004695,C00006,2026-03-17,433.96
O0004696,C00018,2026-03-24,22.97
O0004697,C00031,2026-03-09,136.49
O0004698,C00025,2026-03-10,54.02
O0004699,C00011,2026-03-23,146.92
O0004700,C00012,2026-03-13,106.25
O0004701,C00116,2026-03-28,4.33
O0004702,C00001,2026-03-27,6.93
O0004703,C00001,2026-03-16,510.35
O0004704,C00010,2026-03-27,674.17
O0004705,C00002,2026-03-21,113.87
O0004706,C00001,2026-03-17,401.82
O0004707,C00001,2026-03-08,59.44
O0004708,C00001,2026-03-08,396.06
O0004709,C00001,2026-03-06,371.19
O0004710,C00018,2026-03-06,94.55
O0004711,C00001,2026-03-01,211.91
O0004712,C00023,2026-03-17,90.92
O0004713,C00019,2026-03-20,187.21
O0004714,C00003,2026-03-24,155.24
O0004715,C00001,2026-03-16,318.25
O0004716,C00014,2026-03-05,193.64
O0004717,C00007,2026-03-03,515.32
O0004718,C00001,2026-03-18,102.65
O0004719,C00007,2026-03-28,600.69
O0004720,C00003,2026-03-20,557.68
O0004721,C00055,2026-03-28,54.75
O0004722,C00001,2026-03-04,469.22
O0004723,C00021,2026-03-04,167.19
O0004724,C00046,2026-03-15,2.33
O0004725,C00001,2026-03-12,6.5
O0004726,C00051,2026-03-18,60.44
O0004727,C00011,2026-03-09,152.75
O0004728,C00001,2026-03-06,560.26
O0004729,C00021,2026-03-27,6.11
O0004730,C00001,2026-03-27,672.03
O0004731,C00020,2026-03-10,95.56
O0004732,C00026,2026-03-07,52.66
O0004733,C00006,2026-03-25,283.46
O0004734,C00001,2026-03-12,26.37
O0004735,C00001,2026-03-10,520.3
O0004736,C00004,2026-03-15,254.68
O0004737,C00058,2026-03-10,59.04
O0004738,C00005,2026-03-14,197.85
O0004739,C00021,2026-03-04,190.09
O0004740,C00002,2026-03-09,155.86
O0004741,C00039,2026-03-03,166.05
O0004742,C00046,2026-03-17,37.83
O0004743,C00001,2026-03-15,218.14
O0004744,C00034,2026-03-15,106.63
O0004745,C00001,2026-03-08,9.9
O0004746,C00006,2026-03-12,132.47
O0004747,C00039,2026-03-25,92.81
O0004748,C00047,2026-03-05,99.18
O0004749,C00001,2026-03-22,372.69
O0004750,C00025,2026-03-28,159.5
O0004751,C00018,2026-03-20,5.05
O0004752,C00004,2026-03-18,222.87
O0004753,C00024,2026-03-19,29.8
O0004754,C00049,2026-03-15,189.08
O0004755,C00010,2026-03-24,392.91
O0004756,C00030,2026-03-25,262.03
O0004757,C00053,2026-03-26,3.23
O0004758,C00054,2026-03-04,30.75
O0004759,C00001,2026-03-26,374.67
O0004760,C00023,2026-03-14,152.71
O0004761,C00001,2026-03-08,247.7
O0004762,C00001,2026-03-27,326.78
O0004763,C00030,2026-03-07,107.15
O0004764,C00007,2026-03-09,238.19
O0004765,C00088,2026-03-14,21.37
O0004766,C00034,2026-03-28,139.99
O0004767,C00074,2026-03-20,31.41
O0004768,C00069,2026-03-12,13.23
O0004769,C00002,2026-03-03,121.49
O0004770,C00026,2026-03-27,43.54
O0004771,C00001,2026-03-01,15.91
O0004772,C00032,2026-03-16,56.72
O0004773,C00001,2026-03-24,465.32
O0004774,C00009,2026-03-15,894.26
O0004775,C00031,2026-03-02,70.98
O0004776,C00004,2026-03-12,332.52
O0004777,C00001,2026-03-05,8.69
O0004778,C00020,2026-03-21,135.47
O0004779,C00028,2026-03-23,90.55
O0004780,C00001,2026-03-09,312.98
O0004781,C00027,2026-03-24,94.36
O0004782,C00005,2026-03-01,313.96
O0004783,C00090,2026-03-24,52.02
O0004784,C00001,2026-03-12,109.44
O0004785,C00001,2026-03-13,209.48
O0004786,C00001,2026-03-28,193.57
O0004787,C00001,2026-03-02,523.91
O0004788,C00009,2026-03-06,712.79
O0004789,C00001,2026-03-14,116.88
O0004790,C00051,2026-03-06,14.69
O0004791,C00002,2026-03-27,300.16
O0004792,C00070,2026-03-05,25.36
O0004793,C00002,2026-03-02,327.66
O0004794,C00001,2026-03-25,510.09
O0004795,C00004,2026-03-14,25.46
O0004796,C00001,2026-03-07,117.93
O0004797,C00001,2026-03-04,316.09
O0004798,C00025,2026-03-10,8.18
O0004799,C00001,2026-03-14,261.68
O0004800,C00001,2026-03-02,315.27
O0004801,C00083,2026-03-18,46.13
O0004802,C00016,2026-03-26,99.75
O0004803,C00022,2026-03-20,47.06
O0004804,C00007,2026-03-14,200.33
O0004805,C00047,2026-03-22,84.61
O0004806,C00051,2026-03-26,8.38
O0004807,C00001,2026-03-19,187.2
O0004808,C00001,2026-03-10,295.42
O0004809,C00048,2026-03-13,210.38
O0004810,C00004,2026-03-14,355.35
O0004811,C00001,2026-03-05,162.94
O0004812,C00093,2026-03-26,47.13
O0004813,C00001,2026-03-21,221.3
O0004814,C00028,2026-03-25,112.03
O0004815,C00001,2026-03-02,11.71
O0004816,C00001,2026-03-07,147.49
O0004817,C00040,2026-03-09,50.92
O0004818,C00002,2026-03-26,143.25
O0004819,C00094,2026-03-28,13.8
O0004820,C00012,2026-03-22,198.96
O0004821,C00086,2026-03-13,75.16
O0004822,C00001,2026-03-05,396.86
O0004823,C00001,2026-03-16,19.6
O0004824,C00008,2026-03-02,497.67
O0004825,C00039,2026-03-18,25.38
O0004826,C00030,2026-03-02,99.66
O0004827,C00031,2026-03-03,143.25
O0004828,C00008,2026-03-01,233.13
O0004829,C00006,2026-03-15,434.31
O0004830,C00049,2026-03-09,78.48
O0004831,C00031,2026-03-07,146.57
O0004832,C00018,2026-03-14,38.53
O0004833,C00005,2026-03-02,289.36
O0004834,C00035,2026-03-25,41.79
O0004835,C00022,2026-03-09,143.87
O0004836,C00001,2026-03-07,339.94
O0004837,C00004,2026-03-27,163.34
O0004838,C00001,2026-03-03,221.25
O0004839,C00028,2026-03-19,25.16
O0004840,C00007,2026-03-11,150.19
O0004841,C00001,2026-03-17,275.98
O0004842,C00015,2026-03-08,245.5
O0004843,C00085,2026-03-20,23.44
O0004844,C00119,2026-03-02,31.79
O0004845,C00001,2026-03-22,347.93
O0004846,C00003,2026-03-09,731.26
O0004847,C00007,2026-03-22,156.82
O0004848,C00044,2026-03-22,71.72
O0004849,C00041,2026-03-01,64.77
O0004850,C00095,2026-03-11,51.27
O0004851,C00027,2026-03-08,68.03
O0004852,C00001,2026-03-10,205.16
O0004853,C00033,2026-03-11,17.31
O0004854,C00016,2026-03-09,67.37
O0004855,C00037,2026-03-15,133.93
O0004856,C00010,2026-03-23,9.1
O0004857,C00038,2026-03-20,51.5
O0004858,C00018,2026-03-17,204.33
O0004859,C00013,2026-03-01,119.69
O0004860,C00066,2026-03-19,57.9
O0004861,C00069,2026-03-14,30.3
O0004862,C00052,2026-03-16,188.79
O0004863,C00025,2026-03-18,110.82
O0004864,C00116,2026-03-06,52.17
O0004865,C00026,2026-03-23,8.97
O0004866,C00001,2026-03-23,236.45
O0004867,C00012,2026-03-18,209.04
O0004868,C00002,2026-03-11,374.14
O0004869,C00007,2026-03-08,182.08
O0004870,C00001,2026-03-27,433.34
O0004871,C00009,2026-03-25,251.38
O0004872,C00019,2026-03-03,17.33
O0004873,C00002,2026-03-15,344.18
O0004874,C00019,2026-03-18,52.48
O0004875,C00065,2026-03-06,74.06
O0004876,C00004,2026-03-05,30.44
O0004877,C00036,2026-03-18,40.98
O0004878,C00020,2026-03-25,100.08
O0004879,C00015,2026-03-01,352.18
O0004880,C00084,2026-03-17,79.69
O0004881,C00001,2026-03-02,337.68
O0004882,C00001,2026-03-26,642.14
O0004883,C00001,2026-03-18,496.97
O0004884,C00003,2026-03-15,176.46
O0004885,C00002,2026-03-04,435.42
O0004886,C00026,2026-03-22,93.9
O0004887,C00002,2026-03-20,4.52
O0004888,C00031,2026-03-10,169.14
O0004889,C00001,2026-03-12,24.58
O0004890,C00013,2026-03-03,310.39
O0004891,C00114,2026-03-08,4.76
O0004892,C00020,2026-03-26,1.83
O0004893,C00067,2026-03-15,25.11
O0004894,C00007,2026-03-11,339.2
O0004895,C00001,2026-03-12,213.53
O0004896,C00011,2026-03-03,496.24
O0004897,C00017,2026-03-13,173.96
O0004898,C00001,2026-03-14,4.06
O0004899,C00001,2026-03-14,141.07
O0004900,C00005,2026-03-09,254.19
O0004901,C00004,2026-03-02,5.74
O0004902,C00015,2026-03-21,36.39
O0004903,C00038,2026-03-16,45.83
O0004904,C00001,2026-03-04,373.38
O0004905,C00001,2026-03-25,885.25
O0004906,C00001,2026-03-13,315.25
O0004907,C00014,2026-03-21,340.56
O0004908,C00001,2026-03-05,406.18
O0004909,C00013,2026-03-27,573.98
O0004910,C00001,2026-03-13,52.47
O0004911,C00001,2026-03-12,4.98
O0004912,C00016,2026-03-15,173.64
O0004913,C00018,2026-03-12,104.09
O0004914,C00002,2026-03-01,450.28
O0004915,C00003,2026-03-14,327.39
O0004916,C00002,2026-03-28,759.5
O0004917,C00094,2026-03-19,38.55
O0004918,C00003,2026-03-07,398.58
O0004919,C00096,2026-03-21,5.43
O0004920,C00001,2026-03-17,439.83
O0004921,C00001,2026-03-20,492.92
O0004922,C00118,2026-03-22,16.93
O0004923,C00071,2026-03-12,46.85
O0004924,C00028,2026-03-11,125.23
O0004925,C00010,2026-03-04,226.4
O0004926,C00021,2026-03-02,23.51
O0004927,C00025,2026-03-06,10.0
O0004928,C00012,2026-03-28,173.94
O0004929,C00011,2026-03-10,331.55
O0004930,C00001,2026-03-18,582.04
O0004931,C00015,2026-03-11,10.25
O0004932,C00028,2026-03-25,62.22
O0004933,C00057,2026-03-12,15.68
O0004934,C00002,2026-03-20,195.02
O0004935,C00002,2026-03-27,257.96
O0004936,C00003,2026-03-21,346.9
O0004937,C00070,2026-03-10,57.29
O0004938,C00009,2026-03-22,437.38
O0004939,C00043,2026-03-11,250.24
O0004940,C00043,2026-03-06,102.55
O0004941,C00012,2026-04-15,40.99
O0004942,C00001,2026-04-23,244.89
O0004943,C00008,2026-04-25,610.51
O0004944,C00018,2026-04-12,16.44
O0004945,C00006,2026-04-17,38.11
O0004946,C00004,2026-04-08,173.86
O0004947,C00001,2026-04-21,125.61
O0004948,C00003,2026-04-09,231.05
O0004949,C00036,2026-04-06,70.26
O0004950,C00001,2026-04-06,328.48
O0004951,C00036,2026-04-24,76.01
O0004952,C00088,2026-04-05,39.42
O0004953,C00002,2026-04-25,300.58
O0004954,C00117,2026-04-12,17.51
O0004955,C00050,2026-04-01,167.67
O0004956,C00014,2026-04-07,469.16
O0004957,C00001,2026-04-14,349.35
O0004958,C00007,2026-04-07,453.53
O0004959,C00118,2026-04-27,81.89
O0004960,C00008,2026-04-01,232.22
O0004961,C00014,2026-04-24,134.29
O0004962,C00016,2026-04-27,203.28
O0004963,C00003,2026-04-25,208.78
O0004964,C00037,2026-04-23,89.24
O0004965,C00009,2026-04-15,395.75
O0004966,C00016,2026-04-20,80.54
O0004967,C00054,2026-04-07,11.18
O0004968,C00001,2026-04-10,338.35
O0004969,C00020,2026-04-15,14.17
O0004970,C00001,2026-04-13,51.18
O0004971,C00032,2026-04-07,58.34
O0004972,C00090,2026-04-25,42.93
O0004973,C00001,2026-04-08,693.91
O0004974,C00009,2026-04-26,277.59
O0004975,C00015,2026-04-05,348.45
O0004976,C00056,2026-04-03,66.85
O0004977,C00007,2026-04-20,41.5
O0004978,C00028,2026-04-28,69.41
O0004979,C00118,2026-04-09,63.13
O0004980,C00003,2026-04-17,100.18
O0004981,C00009,2026-04-17,300.98
O0004982,C00103,2026-04-05,33.11
O0004983,C00008,2026-04-25,644.56
O0004984,C00001,2026-04-24,150.43
O0004985,C00011,2026-04-05,331.85
O0004986,C00046,2026-04-24,20.18
O0004987,C00002,2026-04-13,226.64
O0004988,C00008,2026-04-12,460.92
O0004989,C00002,2026-04-15,8.88
O0004990,C00005,2026-04-10,273.79
O0004991,C00007,2026-04-23,14.93
O0004992,C00001,2026-04-01,335.41
O0004993,C00001,2026-04-28,415.8
O0004994,C00001,2026-04-15,278.86
O0004995,C00005,2026-04-16,716.37
O0004996,C00001,2026-04-03,539.43
O0004997,C00016,2026-04-07,146.21
O0004998,C00085,2026-04-20,28.9
O0004999,C00004,2026-04-01,251.36
O0005000,C00001,2026-04-05,250.18
O0005001,C00003,2026-04-09,238.02
O0005002,C00002,2026-04-12,319.71
O0005003,C00101,2026-04-11,16.47
O0005004,C00064,2026-04-18,0.95
O0005005,C00001,2026-04-16,178.74
O0005006,C00109,2026-04-16,48.74
O0005007,C00045,2026-04-13,218.08
O0005008,C00001,2026-04-13,32.45
O0005009,C00014,2026-04-13,541.72
O0005010,C00072,2026-04-01,68.9
O0005011,C00026,2026-04-01,17.49
O0005012,C00002,2026-04-18,391.64
O0005013,C00093,2026-04-11,25.1
O0005014,C00014,2026-04-16,461.65
O0005015,C00001,2026-04-21,215.3
O0005016,C00084,2026-04-22,59.21
O0005017,C00077,2026-04-03,39.21
O0005018,C00013,2026-04-09,402.88
O0005019,C00013,2026-04-05,366.85
O0005020,C00037,2026-04-28,11.33
O0005021,C00111,2026-04-15,61.37
O0005022,C00026,2026-04-10,115.34
O0005023,C00002,2026-04-11,150.95
O0005024,C00001,2026-04-18,836.97
O0005025,C00002,2026-04-10,158.32
O0005026,C00052,2026-04-13,46.19
O0005027,C00001,2026-04-14,298.85
O0005028,C00103,2026-04-11,26.94
O0005029,C00015,2026-04-20,315.28
O0005030,C00008,2026-04-13,157.14
O0005031,C00001,2026-04-23,174.33
O0005032,C00005,2026-04-25,442.16
O0005033,C00014,2026-04-02,513.68
O0005034,C00034,2026-04-07,100.16
O0005035,C00085,2026-04-25,41.6
O0005036,C00001,2026-04-06,161.85
O0005037,C00027,2026-04-12,167.15
O0005038,C00001,2026-04-25,7.23
O0005039,C00097,2026-04-14,22.67
O0005040,C00002,2026-04-04,172.33
O0005041,C00001,2026-04-04,46.66
O0005042,C00088,2026-04-05,0.57
O0005043,C00005,2026-04-08,259.31
O0005044,C00050,2026-04-27,76.25
O0005045,C00007,2026-04-12,188.92
O0005046,C00001,2026-04-27,70.34
O0005047,C00041,2026-04-14,66.17
O0005048,C00001,2026-04-04,94.72
O0005049,C00003,2026-04-24,598.96
O0005050,C00010,2026-04-24,493.49
O0005051,C00073,2026-04-18,46.81
O0005052,C00031,2026-04-23,52.87
O0005053,C00020,2026-04-16,4.51
O0005054,C00008,2026-04-28,268.84
O0005055,C00049,2026-04-20,76.82
O0005056,C00013,2026-04-18,165.28
O0005057,C00047,2026-04-05,31.3
O0005058,C00017,2026-04-21,106.84
O0005059,C00011,2026-04-27,473.57
O0005060,C00021,2026-04-09,40.91
O0005061,C00118,2026-04-01,46.76
O0005062,C00001,2026-04-07,35.56
O0005063,C00001,2026-04-04,569.5
O0005064,C00016,2026-04-03,65.75
O0005065,C00015,2026-04-15,617.73
O0005066,C00001,2026-04-08,333.3
O0005067,C00001,2026-04-02,57.55
O0005068,C00003,2026-04-08,363.63
O0005069,C00054,2026-04-25,70.87
O0005070,C00040,2026-04-08,241.22
O0005071,C00087,2026-04-12,56.45
O0005072,C00012,2026-04-17,34.87
O0005073,C00117,2026-04-07,15.44
O0005074,C00057,2026-04-15,8.46
O0005075,C00086,2026-04-15,40.75
O0005076,C00005,2026-04-21,594.05
O0005077,C00040,2026-04-26,2.49
O0005078,C00010,2026-04-12,20.36
O0005079,C00001,2026-04-15,167.37
O0005080,C00024,2026-04-07,343.03
O0005081,C00001,2026-04-01,523.88
O0005082,C00041,2026-04-22,92.08
O0005083,C00011,2026-04-26,188.57
O0005084,C00043,2026-04-16,13.23
O0005085,C00008,2026-04-22,306.54
O0005086,C00011,2026-04-11,58.94
O0005087,C00020,2026-04-18,3.37
O0005088,C00096,2026-04-12,6.53
O0005089,C00004,2026-04-12,459.54
O0005090,C00002,2026-04-10,51.9
O0005091,C00005,2026-04-07,171.21
O0005092,C00047,2026-04-03,192.21
O0005093,C00116,2026-04-11,18.95
O0005094,C00013,2026-04-11,830.45
O0005095,C00005,2026-04-05,329.22
O0005096,C00016,2026-04-17,188.61
O0005097,C00013,2026-04-27,379.33
O0005098,C00002,2026-04-17,57.01
O0005099,C00008,2026-04-25,11.96
O0005100,C00036,2026-04-02,3.34
O0005101,C00061,2026-04-10,30.75
O0005102,C00052,2026-04-14,2.34
O0005103,C00002,2026-04-01,717.43
O0005104,C00003,2026-04-15,91.21
O0005105,C00030,2026-04-03,55.95
O0005106,C00040,2026-04-27,238.79
O0005107,C00001,2026-04-27,553.78
O0005108,C00044,2026-04-02,3.31
O0005109,C00058,2026-04-11,38.14
O0005110,C00003,2026-04-27,171.95
O0005111,C00026,2026-04-11,66.58
O0005112,C00002,2026-04-19,232.58
O0005113,C00001,2026-04-26,98.16
O0005114,C00083,2026-04-26,50.15
O0005115,C00041,2026-04-09,51.75
O0005116,C00001,2026-04-19,512.84
O0005117,C00037,2026-04-23,154.9
O0005118,C00054,2026-04-03,50.01
O0005119,C00001,2026-04-11,470.32
O0005120,C00001,2026-04-16,76.89
O0005121,C00002,2026-04-06,151.48
O0005122,C00001,2026-04-27,173.32
O0005123,C00033,2026-04-04,109.29
O0005124,C00053,2026-04-09,228.61
O0005125,C00089,2026-04-20,62.89
O0005126,C00001,2026-04-09,275.27
O0005127,C00018,2026-04-18,8.49
O0005128,C00001,2026-04-18,472.9
O0005129,C00001,2026-04-19,426.46
O0005130,C00002,2026-04-22,374.74
O0005131,C00001,2026-04-12,693.1
O0005132,C00001,2026-04-12,232.0
O0005133,C00006,2026-04-14,47.43
O0005134,C00003,2026-04-17,392.85
O0005135,C00034,2026-04-06,64.51
O0005136,C00037,2026-04-11,153.86
O0005137,C00001,2026-04-14,501.46
O0005138,C00026,2026-04-21,71.38
O0005139,C00009,2026-04-27,365.7
O0005140,C00006,2026-04-17,343.86
O0005141,C00001,2026-04-20,191.58
O0005142,C00028,2026-04-21,188.44
O0005143,C00003,2026-04-14,87.14
O0005144,C00112,2026-04-02,48.74
O0005145,C00010,2026-04-08,27.41
O0005146,C00039,2026-04-14,23.24
O0005147,C00099,2026-04-15,43.75
O0005148,C00050,2026-04-05,58.62
O0005149,C00037,2026-04-17,137.48
O0005150,C00092,2026-04-18,0.45
O0005151,C00006,2026-04-15,342.46
O0005152,C00051,2026-04-21,64.15
O0005153,C00017,2026-04-18,5.62
O0005154,C00001,2026-04-25,193.99
O0005155,C00076,2026-04-21,36.32
O0005156,C00038,2026-04-05,50.86
O0005157,C00009,2026-04-26,214.4
O0005158,C00076,2026-04-17,29.28
O0005159,C00094,2026-04-14,37.97
O0005160,C00075,2026-04-19,54.2
O0005161,C00077,2026-04-23,2.53
O0005162,C00001,2026-04-20,315.59
O0005163,C00003,2026-04-04,703.14
O0005164,C00001,2026-04-10,602.74
O0005165,C00081,2026-04-15,67.64
O0005166,C00007,2026-04-28,490.99
O0005167,C00044,2026-04-14,7.83
O0005168,C00038,2026-04-26,88.52
O0005169,C00001,2026-04-19,195.85
O0005170,C00030,2026-04-15,220.78
O0005171,C00099,2026-04-23,25.0
O0005172,C00093,2026-04-15,20.99
O0005173,C00004,2026-04-11,182.66
O0005174,C00074,2026-04-23,29.81
O0005175,C00002,2026-04-08,48.28
O0005176,C00058,2026-04-07,16.03
O0005177,C00041,2026-04-13,100.76
O0005178,C00001,2026-04-24,158.26
O0005179,C00006,2026-04-11,614.62
O0005180,C00003,2026-04-24,425.08
O0005181,C00035,2026-04-01,12.67
O0005182,C00005,2026-04-15,321.0
O0005183,C00005,2026-04-22,119.74
O0005184,C00079,2026-04-11,77.9
O0005185,C00001,2026-04-08,607.0
O0005186,C00081,2026-04-24,61.36
O0005187,C00021,2026-04-02,235.28
O0005188,C00001,2026-04-04,370.36
O0005189,C00027,2026-04-02,74.51
O0005190,C00082,2026-04-03,24.13
O0005191,C00018,2026-04-07,99.37
O0005192,C00004,2026-04-06,483.77
O0005193,C00025,2026-04-18,107.65
O0005194,C00023,2026-04-20,171.58
O0005195,C00041,2026-04-15,1.65
O0005196,C00005,2026-04-01,6.28
O0005197,C00076,2026-04-11,26.5
O0005198,C00047,2026-04-15,48.88
O0005199,C00055,2026-04-18,13.78
O0005200,C00001,2026-04-16,114.8
O0005201,C00089,2026-05-08,28.52
O0005202,C00091,2026-05-04,42.7
O0005203,C00104,2026-05-17,38.86
O0005204,C00007,2026-05-11,799.81
O0005205,C00040,2026-05-24,42.09
O0005206,C00002,2026-05-28,92.65
O0005207,C00001,2026-05-22,217.26
O0005208,C00014,2026-05-16,829.46
O0005209,C00015,2026-05-21,299.8
O0005210,C00072,2026-05-03,59.4
O0005211,C00002,2026-05-07,83.97
O0005212,C00055,2026-05-17,48.02
O0005213,C00001,2026-05-14,195.27
O0005214,C00001,2026-05-17,182.38
O0005215,C00107,2026-05-13,90.92
O0005216,C00047,2026-05-28,81.09
O0005217,C00019,2026-05-18,147.55
O0005218,C00001,2026-05-12,194.84
O0005219,C00059,2026-05-24,42.04
O0005220,C00013,2026-05-15,29.91
O0005221,C00001,2026-05-03,155.06
O0005222,C00023,2026-05-16,134.11
O0005223,C00001,2026-05-25,254.27
O0005224,C00006,2026-05-08,299.5
O0005225,C00022,2026-05-24,149.76
O0005226,C00004,2026-05-02,135.17
O0005227,C00043,2026-05-04,232.65
O0005228,C00042,2026-05-24,9.62
O0005229,C00011,2026-05-20,226.76
O0005230,C00033,2026-05-07,88.82
O0005231,C00020,2026-05-27,110.77
O0005232,C00001,2026-05-04,8.25
O0005233,C00001,2026-05-21,108.31
O0005234,C00002,2026-05-16,56.41
O0005235,C00020,2026-05-07,108.88
O0005236,C00092,2026-05-01,56.44
O0005237,C00076,2026-05-22,3.66
O0005238,C00005,2026-05-24,260.35
O0005239,C00001,2026-05-21,274.47
O0005240,C00003,2026-05-14,77.16
O0005241,C00001,2026-05-23,140.35
O0005242,C00001,2026-05-03,11.29
O0005243,C00117,2026-05-12,32.99
O0005244,C00016,2026-05-18,140.56
O0005245,C00001,2026-05-25,305.23
O0005246,C00005,2026-05-08,142.49
O0005247,C00015,2026-05-28,362.56
O0005248,C00006,2026-05-10,12.12
O0005249,C00001,2026-05-14,501.54
O0005250,C00002,2026-05-22,403.97
O0005251,C00001,2026-05-17,466.22
O0005252,C00015,2026-05-19,163.06
O0005253,C00018,2026-05-23,299.77
O0005254,C00054,2026-05-01,87.78
O0005255,C00001,2026-05-18,262.35
O0005256,C00014,2026-05-27,617.81
O0005257,C00027,2026-05-07,138.01
O0005258,C00001,2026-05-26,11.69
O0005259,C00001,2026-05-24,170.67
O0005260,C00003,2026-05-13,63.32
O0005261,C00075,2026-05-07,30.56
O0005262,C00001,2026-05-01,244.1
O0005263,C00022,2026-05-15,1.85
O0005264,C00003,2026-05-12,42.31
O0005265,C00001,2026-05-13,322.53
O0005266,C00119,2026-05-16,38.23
O0005267,C00106,2026-05-12,24.71
O0005268,C00022,2026-05-08,82.9
O0005269,C00015,2026-05-11,237.1
O0005270,C00001,2026-05-20,18.94
O0005271,C00001,2026-05-23,33.44
O0005272,C00099,2026-05-20,6.86
O0005273,C00050,2026-05-10,138.42
O0005274,C00023,2026-05-08,133.14
O0005275,C00038,2026-05-28,222.82
O0005276,C00010,2026-05-10,203.9
O0005277,C00012,2026-05-20,445.82
O0005278,C00040,2026-05-02,27.45
O0005279,C00097,2026-05-01,10.84
O0005280,C00001,2026-05-23,348.23
O0005281,C00044,2026-05-11,71.81
O0005282,C00008,2026-05-21,384.16
O0005283,C00001,2026-05-22,163.1
O0005284,C00012,2026-05-22,172.3
O0005285,C00035,2026-05-04,28.1
O0005286,C00001,2026-05-07,295.67
O0005287,C00026,2026-05-07,188.69
O0005288,C00028,2026-05-28,4.43
O0005289,C00098,2026-05-18,0.7
O0005290,C00001,2026-05-17,297.77
O0005291,C00042,2026-05-05,135.85
O0005292,C00010,2026-05-19,578.03
O0005293,C00001,2026-05-14,199.61
O0005294,C00001,2026-05-18,41.23
O0005295,C00103,2026-05-21,63.86
O0005296,C00018,2026-05-24,59.31
O0005297,C00005,2026-05-20,636.94
O0005298,C00080,2026-05-16,33.56
O0005299,C00031,2026-05-24,98.55
O0005300,C00001,2026-05-26,97.13
O0005301,C00006,2026-05-11,33.11
O0005302,C00003,2026-05-20,175.07
O0005303,C00002,2026-05-03,422.05
O0005304,C00020,2026-05-21,38.18
O0005305,C00014,2026-05-27,108.34
O0005306,C00025,2026-05-26,45.3
O0005307,C00001,2026-05-21,253.8
O0005308,C00005,2026-05-03,33.44
O0005309,C00001,2026-05-22,107.66
O0005310,C00004,2026-05-09,845.13
O0005311,C00052,2026-05-14,145.69
O0005312,C00009,2026-05-01,222.55
O0005313,C00001,2026-05-28,320.9
O0005314,C00001,2026-05-02,226.65
O0005315,C00043,2026-05-12,276.19
O0005316,C00016,2026-05-13,155.15
O0005317,C00001,2026-05-16,285.16
O0005318,C00001,2026-05-15,327.93
O0005319,C00033,2026-05-19,58.56
O0005320,C00001,2026-05-26,413.21
O0005321,C00002,2026-05-23,698.65
O0005322,C00002,2026-05-19,8.98
O0005323,C00005,2026-05-08,276.8
O0005324,C00004,2026-05-23,198.65
O0005325,C00045,2026-05-24,112.09
O0005326,C00014,2026-05-07,539.5
O0005327,C00005,2026-05-16,10.82
O0005328,C00032,2026-05-26,134.5
O0005329,C00002,2026-05-19,492.58
O0005330,C00001,2026-05-08,92.68
