Transaction_ID,Product_ID,Plant_ID,Material_ID,Production_Date,Units_Produced,Material_KG,Machine_Hours,Material_Cost,Labor_Cost,Scrap_Rate
T0013111,P0076,PLANT-SOUTH,Bagasse,2026-05-13,34350,515.263,0.8179,1097.41,24.39,0.031
T0013112,P0022,PLANT-WEST,Molded Fiber,2026-05-07,1767,41.721,0.068,86.14,2.65,0.048
T0013113,P0038,PLANT-WEST,PLA Paper,2026-05-07,4432,57.534,0.0806,288.5,3.14,0.022
T0013114,P0050,PLANT-WEST,PLA Paper,2026-05-07,3419,18.805,0.0356,94.3,1.39,0.017
T0013115,P0021,PLANT-EAST,Bagasse,2026-05-01,47234,836.046,1.1246,1780.61,38.57,0.031
T0013116,P0003,PLANT-CENTRAL,PLA Paper,2026-05-01,45676,502.446,0.8305,2519.51,26.63,0.022
T0013117,P0060,PLANT-SOUTH,PLA Paper,2026-05-15,5487,40.441,0.0572,202.79,1.7,0.017
T0013118,P0021,PLANT-EAST,Bagasse,2026-05-12,23138,409.548,0.5509,872.25,18.9,0.031
T0013119,P0045,PLANT-EAST,PLA Paper,2026-05-12,21774,160.476,0.2268,804.7,7.78,0.017
T0013120,P0025,PLANT-EAST,PLA Paper,2026-05-12,29423,190.957,0.3065,957.55,10.51,0.017
T0013121,P0064,PLANT-SOUTH,RPET,2026-05-13,41509,1162.266,2.1847,4597.46,65.15,0.052
T0013122,P0020,PLANT-SOUTH,PLA Paper,2026-05-13,25563,140.6,0.2663,705.04,7.94,0.017
T0013123,P0006,PLANT-WEST,Bagasse,2026-05-13,32503,575.314,0.7739,1225.3,30.12,0.031
T0013124,P0070,PLANT-WEST,PLA Paper,2026-05-16,4788,31.077,0.0499,155.83,1.94,0.017
T0013125,P0048,PLANT-SOUTH,PLA Paper,2026-05-16,4602,50.625,0.0837,253.86,2.5,0.022
T0013126,P0073,PLANT-EAST,PLA Paper,2026-05-16,4544,66.993,0.0826,335.94,2.83,0.022
T0013127,P0010,PLANT-WEST,PLA Paper,2026-05-12,4208,27.313,0.0438,136.96,1.71,0.017
T0013128,P0003,PLANT-CENTRAL,PLA Paper,2026-05-12,5914,65.055,0.1075,326.22,3.45,0.022
T0013129,P0070,PLANT-WEST,PLA Paper,2026-05-12,4812,31.235,0.0501,156.63,1.95,0.017
T0013130,P0037,PLANT-EAST,Molded Fiber,2026-05-08,11817,278.887,0.4545,575.82,15.59,0.048
T0013131,P0017,PLANT-EAST,Molded Fiber,2026-05-11,40003,800.063,1.5386,1651.89,52.77,0.048
T0013132,P0030,PLANT-WEST,PLA Paper,2026-05-11,18191,134.07,0.1895,672.29,7.38,0.017
T0013133,P0030,PLANT-WEST,PLA Paper,2026-05-20,30090,221.767,0.3134,1112.05,12.2,0.017
T0013134,P0040,PLANT-SOUTH,PLA Paper,2026-05-20,38006,246.66,0.3959,1236.87,11.81,0.017
T0013135,P0041,PLANT-EAST,Bagasse,2026-05-23,20488,411.811,0.4878,877.08,16.73,0.031
T0013136,P0015,PLANT-CENTRAL,PLA Paper,2026-05-23,21520,158.609,0.2242,795.34,7.19,0.017
T0013137,P0041,PLANT-EAST,Bagasse,2026-05-20,5020,100.915,0.1195,214.93,4.1,0.031
T0013138,P0059,PLANT-CENTRAL,RPET,2026-05-10,9266,347.693,0.4877,1375.34,15.64,0.052
T0013139,P0037,PLANT-EAST,Molded Fiber,2026-05-10,4765,112.472,0.1833,232.22,6.29,0.048
T0013140,P0019,PLANT-CENTRAL,RPET,2026-05-10,5256,147.177,0.2766,582.17,8.87,0.052
T0013141,P0032,PLANT-SOUTH,Molded Fiber,2026-05-08,6471,129.433,0.2489,267.24,7.42,0.048
T0013142,P0060,PLANT-SOUTH,PLA Paper,2026-05-08,11869,87.48,0.1236,438.67,3.69,0.017
T0013143,P0042,PLANT-WEST,Molded Fiber,2026-05-08,12786,342.685,0.4918,707.54,19.14,0.048
T0013144,P0028,PLANT-SOUTH,PLA Paper,2026-05-28,14522,214.062,0.264,1073.41,7.87,0.022
T0013145,P0063,PLANT-CENTRAL,PLA Paper,2026-05-28,18731,206.042,0.3406,1033.2,10.92,0.022
T0013146,P0069,PLANT-EAST,RPET,2026-05-28,9528,314.821,0.5015,1245.31,17.2,0.052
T0013147,P0071,PLANT-CENTRAL,Bagasse,2026-05-28,13519,271.734,0.3219,578.74,10.32,0.031
T0013148,P0053,PLANT-EAST,PLA Paper,2026-05-10,31063,403.203,0.5648,2021.86,19.37,0.022
T0013149,P0016,PLANT-SOUTH,Bagasse,2026-05-10,39896,598.452,0.9499,1274.58,28.33,0.031
T0013150,P0040,PLANT-SOUTH,PLA Paper,2026-05-10,16357,106.157,0.1704,532.33,5.08,0.017
T0013151,P0076,PLANT-SOUTH,Bagasse,2026-05-20,49320,739.814,1.1743,1575.66,35.02,0.031
T0013152,P0060,PLANT-SOUTH,PLA Paper,2026-05-20,21988,162.058,0.2291,812.64,6.83,0.017
T0013153,P0054,PLANT-WEST,RPET,2026-05-20,38570,1274.375,2.03,5040.92,79.01,0.052
T0013154,P0036,PLANT-SOUTH,Bagasse,2026-05-20,31380,555.44,0.7472,1182.98,22.28,0.031
T0013155,P0071,PLANT-CENTRAL,Bagasse,2026-05-02,18052,362.858,0.4298,772.81,13.78,0.031
T0013156,P0077,PLANT-EAST,Molded Fiber,2026-05-01,1793,35.861,0.069,74.04,2.37,0.048
T0013157,P0062,PLANT-WEST,Molded Fiber,2026-05-23,18633,372.668,0.7167,769.45,27.89,0.048
T0013158,P0007,PLANT-CENTRAL,Molded Fiber,2026-05-23,22487,530.703,0.8649,1095.74,27.73,0.048
T0013159,P0041,PLANT-EAST,Bagasse,2026-05-23,50704,1019.167,1.2073,2170.62,41.41,0.031
T0013160,P0004,PLANT-SOUTH,RPET,2026-05-11,9701,271.641,0.5106,1074.5,15.23,0.052
T0013161,P0066,PLANT-WEST,Bagasse,2026-05-21,51162,905.568,1.2181,1928.68,47.41,0.031
T0013162,P0025,PLANT-EAST,PLA Paper,2026-05-21,19791,128.447,0.2062,644.1,7.07,0.017
T0013163,P0079,PLANT-CENTRAL,RPET,2026-05-21,41004,1148.118,2.1581,4541.5,69.19,0.052
T0013164,P0075,PLANT-CENTRAL,PLA Paper,2026-05-22,24619,181.446,0.2565,909.86,8.22,0.017
T0013165,P0074,PLANT-WEST,RPET,2026-05-22,16777,629.489,0.883,2490.01,34.37,0.052
T0013166,P0051,PLANT-CENTRAL,Bagasse,2026-05-22,16906,299.238,0.4025,637.32,12.9,0.031
T0013167,P0080,PLANT-SOUTH,PLA Paper,2026-05-22,26748,147.118,0.2786,737.72,8.31,0.017
T0013168,P0041,PLANT-EAST,Bagasse,2026-05-22,38775,779.378,0.9232,1659.92,31.67,0.031
T0013169,P0003,PLANT-CENTRAL,PLA Paper,2026-05-22,25436,279.803,0.4625,1403.07,14.83,0.022
T0013170,P0011,PLANT-CENTRAL,Bagasse,2026-05-04,17783,357.444,0.4234,761.28,13.57,0.031
T0013171,P0013,PLANT-EAST,PLA Paper,2026-05-07,19977,294.468,0.3632,1476.61,12.46,0.022
T0013172,P0023,PLANT-CENTRAL,PLA Paper,2026-05-07,31575,409.852,0.5741,2055.2,18.41,0.022
T0013173,P0041,PLANT-EAST,Bagasse,2026-05-07,49313,991.206,1.1741,2111.07,40.27,0.031
T0013174,P0003,PLANT-CENTRAL,PLA Paper,2026-05-07,12487,137.365,0.227,688.82,7.28,0.022
T0013175,P0008,PLANT-SOUTH,PLA Paper,2026-05-07,16193,210.188,0.2944,1053.99,8.78,0.022
T0013176,P0069,PLANT-EAST,RPET,2026-05-07,8106,267.84,0.4267,1059.47,14.63,0.052
T0013177,P0010,PLANT-WEST,PLA Paper,2026-05-28,15359,99.681,0.16,499.85,6.23,0.017
T0013178,P0075,PLANT-CENTRAL,PLA Paper,2026-05-18,2319,17.094,0.0242,85.72,0.77,0.017
T0013179,P0065,PLANT-EAST,PLA Paper,2026-05-17,16617,91.396,0.1731,458.31,5.94,0.017
T0013180,P0044,PLANT-SOUTH,RPET,2026-05-17,29669,1113.212,1.5616,4403.42,46.57,0.052
T0013181,P0022,PLANT-WEST,Molded Fiber,2026-05-05,11523,271.945,0.4432,561.49,17.25,0.048
T0013182,P0049,PLANT-EAST,RPET,2026-05-05,5274,147.679,0.2776,584.16,9.52,0.052
T0013183,P0032,PLANT-SOUTH,Molded Fiber,2026-05-05,7196,143.929,0.2768,297.17,8.25,0.048
T0013184,P0004,PLANT-SOUTH,RPET,2026-05-19,44440,1244.346,2.339,4922.14,69.75,0.052
T0013185,P0014,PLANT-WEST,RPET,2026-05-19,31792,1192.843,1.6733,4718.41,65.12,0.052
T0013186,P0060,PLANT-SOUTH,PLA Paper,2026-05-19,30298,223.297,0.3156,1119.72,9.41,0.017
T0013187,P0080,PLANT-SOUTH,PLA Paper,2026-05-14,16613,91.374,0.1731,458.19,5.16,0.017
T0013188,P0037,PLANT-EAST,Molded Fiber,2026-05-14,31367,740.276,1.2064,1528.45,41.38,0.048
T0013189,P0061,PLANT-EAST,Bagasse,2026-05-18,35780,536.703,0.8519,1143.07,29.22,0.031
T0013190,P0023,PLANT-CENTRAL,PLA Paper,2026-05-21,4290,55.689,0.078,279.25,2.5,0.022
T0013191,P0009,PLANT-EAST,RPET,2026-05-21,3691,121.983,0.1943,482.52,6.67,0.052
T0013192,P0047,PLANT-CENTRAL,Molded Fiber,2026-05-21,3767,75.357,0.1449,155.59,4.65,0.048
T0013193,P0043,PLANT-CENTRAL,PLA Paper,2026-05-24,11747,173.157,0.2136,868.3,6.85,0.022
T0013194,P0031,PLANT-CENTRAL,Bagasse,2026-05-20,26012,390.186,0.6193,831.02,19.86,0.031
T0013195,P0078,PLANT-WEST,PLA Paper,2026-05-20,51937,571.314,0.9443,2864.85,36.75,0.022
T0013196,P0057,PLANT-EAST,Molded Fiber,2026-05-20,27047,724.867,1.0403,1496.63,35.68,0.048
T0013197,P0034,PLANT-WEST,RPET,2026-05-20,33585,940.392,1.7677,3719.82,68.8,0.052
T0013198,P0013,PLANT-EAST,PLA Paper,2026-05-16,4474,65.953,0.0814,330.72,2.79,0.022
T0013199,P0051,PLANT-CENTRAL,Bagasse,2026-05-16,5733,101.487,0.1365,216.15,4.38,0.031
T0013200,P0046,PLANT-WEST,Bagasse,2026-05-24,10102,151.533,0.2405,322.73,9.36,0.031
T0013201,P0057,PLANT-EAST,Molded Fiber,2026-05-24,12508,335.225,0.4811,692.14,16.5,0.048
T0013202,P0008,PLANT-SOUTH,PLA Paper,2026-05-26,20655,268.107,0.3756,1344.42,11.2,0.022
T0013203,P0001,PLANT-EAST,Bagasse,2026-05-11,27777,416.656,0.6614,887.39,22.68,0.031
T0013204,P0018,PLANT-WEST,PLA Paper,2026-05-20,44087,484.967,0.8016,2431.87,31.2,0.022
T0013205,P0032,PLANT-SOUTH,Molded Fiber,2026-05-03,20669,413.382,0.795,853.51,23.71,0.048
T0013206,P0057,PLANT-EAST,Molded Fiber,2026-05-03,32181,862.47,1.2378,1780.74,42.46,0.048
T0013207,P0048,PLANT-SOUTH,PLA Paper,2026-05-03,29568,325.254,0.5376,1630.98,16.03,0.022
T0013208,P0060,PLANT-SOUTH,PLA Paper,2026-05-21,5660,41.716,0.059,209.18,1.76,0.017
T0013209,P0011,PLANT-CENTRAL,Bagasse,2026-05-21,6456,129.768,0.1537,276.38,4.93,0.031
T0013210,P0066,PLANT-WEST,Bagasse,2026-05-21,12500,221.259,0.2976,471.24,11.58,0.031
T0013211,P0051,PLANT-CENTRAL,Bagasse,2026-05-21,9959,176.288,0.2371,375.46,7.6,0.031
T0013212,P0065,PLANT-EAST,PLA Paper,2026-05-27,48419,266.305,0.5044,1335.39,17.3,0.017
T0013213,P0020,PLANT-SOUTH,PLA Paper,2026-05-27,31304,172.173,0.3261,863.36,9.72,0.017
T0013214,P0063,PLANT-CENTRAL,PLA Paper,2026-05-27,22498,247.489,0.4091,1241.03,13.11,0.022
T0013215,P0021,PLANT-EAST,Bagasse,2026-05-26,12462,220.583,0.2967,469.8,10.18,0.031
T0013216,P0002,PLANT-WEST,Molded Fiber,2026-05-26,4448,88.971,0.1711,183.7,6.66,0.048
T0013217,P0046,PLANT-WEST,Bagasse,2026-05-26,6590,98.854,0.1569,210.54,6.11,0.031
T0013218,P0034,PLANT-WEST,RPET,2026-05-21,35128,983.603,1.8489,3890.74,71.96,0.052
T0013219,P0035,PLANT-CENTRAL,PLA Paper,2026-05-03,35666,196.165,0.3715,983.67,11.91,0.017
T0013220,P0001,PLANT-EAST,Bagasse,2026-05-03,23268,349.025,0.554,743.35,19.0,0.031
T0013221,P0063,PLANT-CENTRAL,PLA Paper,2026-05-22,29374,323.117,0.5341,1620.27,17.12,0.022
T0013222,P0068,PLANT-SOUTH,PLA Paper,2026-05-09,50505,655.556,0.9183,3287.29,27.38,0.022
T0013223,P0047,PLANT-CENTRAL,Molded Fiber,2026-05-09,13892,277.857,0.5343,573.69,17.13,0.048
T0013224,P0057,PLANT-EAST,Molded Fiber,2026-05-09,20238,542.39,0.7784,1119.87,26.7,0.048
T0013225,P0014,PLANT-WEST,RPET,2026-05-09,39044,1464.942,2.055,5794.73,79.98,0.052
T0013226,P0067,PLANT-CENTRAL,Molded Fiber,2026-05-14,6160,145.393,0.237,300.19,7.6,0.048
T0013227,P0076,PLANT-SOUTH,Bagasse,2026-05-14,8304,124.567,0.1977,265.3,5.9,0.031
T0013228,P0049,PLANT-EAST,RPET,2026-05-14,14703,411.7,0.7739,1628.52,26.54,0.052
T0013229,P0008,PLANT-SOUTH,PLA Paper,2026-05-01,28378,368.351,0.516,1847.09,15.39,0.022
T0013230,P0079,PLANT-CENTRAL,RPET,2026-05-01,16720,468.173,0.88,1851.91,28.21,0.052
T0013231,P0012,PLANT-SOUTH,Molded Fiber,2026-05-28,25737,689.762,0.9899,1424.15,29.52,0.048
T0013232,P0052,PLANT-SOUTH,Molded Fiber,2026-05-28,23089,544.907,0.888,1125.07,26.48,0.048
T0013233,P0029,PLANT-EAST,RPET,2026-05-02,22078,828.369,1.162,3276.7,39.86,0.052
T0013234,P0005,PLANT-EAST,PLA Paper,2026-05-02,36919,203.058,0.3846,1018.23,13.19,0.017
T0013235,P0026,PLANT-WEST,Bagasse,2026-05-12,13014,261.59,0.3099,557.14,12.06,0.031
T0013236,P0044,PLANT-SOUTH,RPET,2026-05-12,15212,570.755,0.8006,2257.68,23.87,0.052
T0013237,P0034,PLANT-WEST,RPET,2026-05-12,11652,326.283,0.6133,1290.64,23.87,0.052
T0013238,P0067,PLANT-CENTRAL,Molded Fiber,2026-05-12,9018,212.846,0.3469,439.46,11.12,0.048
T0013239,P0054,PLANT-WEST,RPET,2026-05-13,7721,255.119,0.4064,1009.15,15.82,0.052
T0013240,P0027,PLANT-CENTRAL,Molded Fiber,2026-05-13,10598,284.046,0.4076,586.47,13.07,0.048
T0013241,P0021,PLANT-EAST,Bagasse,2026-05-13,12017,212.711,0.2861,453.03,9.81,0.031
T0013242,P0070,PLANT-WEST,PLA Paper,2026-05-13,9405,61.044,0.098,306.11,3.81,0.017
T0013243,P0029,PLANT-EAST,RPET,2026-05-16,34344,1288.622,1.8076,5097.27,62.0,0.052
T0013244,P0001,PLANT-EAST,Bagasse,2026-05-15,25207,378.111,0.6002,805.3,20.59,0.031
T0013245,P0019,PLANT-CENTRAL,RPET,2026-05-15,28380,794.662,1.4937,3143.37,47.89,0.052
T0013246,P0005,PLANT-EAST,PLA Paper,2026-05-15,21112,116.121,0.2199,582.29,7.54,0.017
T0013247,P0013,PLANT-EAST,PLA Paper,2026-05-15,18874,278.206,0.3432,1395.06,11.77,0.022
T0013248,P0054,PLANT-WEST,RPET,2026-05-19,8079,266.934,0.4252,1055.88,16.55,0.052
T0013249,P0070,PLANT-WEST,PLA Paper,2026-05-26,47830,310.417,0.4982,1556.59,19.39,0.017
T0013250,P0044,PLANT-SOUTH,RPET,2026-05-26,41414,1553.874,2.1797,6146.5,65.0,0.052
T0013251,P0002,PLANT-WEST,Molded Fiber,2026-05-23,31227,624.559,1.2011,1289.53,46.75,0.048
T0013252,P0032,PLANT-SOUTH,Molded Fiber,2026-05-23,35672,713.445,1.372,1473.05,40.91,0.048
T0013253,P0044,PLANT-SOUTH,RPET,2026-05-23,33404,1253.318,1.7581,4957.63,52.43,0.052
T0013254,P0045,PLANT-EAST,PLA Paper,2026-05-19,30156,222.255,0.3141,1114.5,10.77,0.017
T0013255,P0060,PLANT-SOUTH,PLA Paper,2026-05-08,43180,318.237,0.4498,1595.8,13.41,0.017
T0013256,P0004,PLANT-SOUTH,RPET,2026-05-08,41193,1153.405,2.1681,4562.41,64.65,0.052
T0013257,P0035,PLANT-CENTRAL,PLA Paper,2026-05-23,29231,160.776,0.3045,806.21,9.76,0.017
T0013258,P0062,PLANT-WEST,Molded Fiber,2026-05-23,35060,701.218,1.3485,1447.81,52.48,0.048
T0013259,P0002,PLANT-WEST,Molded Fiber,2026-05-24,13747,274.958,0.5288,567.71,20.58,0.048
T0013260,P0068,PLANT-SOUTH,PLA Paper,2026-05-24,9606,124.69,0.1747,625.26,5.21,0.022
T0013261,P0062,PLANT-WEST,Molded Fiber,2026-05-07,17944,358.887,0.6902,740.99,26.86,0.048
T0013262,P0003,PLANT-CENTRAL,PLA Paper,2026-05-07,44111,485.226,0.802,2433.17,25.71,0.022
T0013263,P0053,PLANT-EAST,PLA Paper,2026-05-07,50515,655.689,0.9185,3287.95,31.5,0.022
T0013264,P0010,PLANT-WEST,PLA Paper,2026-05-16,37856,245.689,0.3943,1232.01,15.35,0.017
T0013265,P0041,PLANT-EAST,Bagasse,2026-05-26,10002,201.041,0.2381,428.18,8.17,0.031
T0013266,P0032,PLANT-SOUTH,Molded Fiber,2026-05-26,6892,137.857,0.2651,284.63,7.91,0.048
T0013267,P0013,PLANT-EAST,PLA Paper,2026-05-26,13086,192.901,0.2379,967.3,8.16,0.022
T0013268,P0046,PLANT-WEST,Bagasse,2026-05-26,17086,256.3,0.4068,545.87,15.83,0.031
T0013269,P0073,PLANT-EAST,PLA Paper,2026-05-19,39044,575.523,0.7099,2885.96,24.35,0.022
T0013270,P0024,PLANT-SOUTH,RPET,2026-05-19,16771,554.117,0.8827,2191.87,26.32,0.052
T0013271,P0036,PLANT-SOUTH,Bagasse,2026-05-19,25614,453.368,0.6099,965.58,18.19,0.031
T0013272,P0058,PLANT-WEST,PLA Paper,2026-05-19,32467,478.568,0.5903,2399.78,22.98,0.022
T0013273,P0077,PLANT-EAST,Molded Fiber,2026-05-08,16633,332.668,0.6397,686.86,21.94,0.048
T0013274,P0053,PLANT-EAST,PLA Paper,2026-05-17,17618,228.69,0.3203,1146.76,10.99,0.022
T0013275,P0059,PLANT-CENTRAL,RPET,2026-05-17,13994,525.082,0.7366,2077.01,23.61,0.052
T0013276,P0032,PLANT-SOUTH,Molded Fiber,2026-05-20,16846,336.933,0.6479,695.67,19.32,0.048
T0013277,P0014,PLANT-WEST,RPET,2026-05-20,32246,1209.901,1.6972,4785.89,66.06,0.052
T0013278,P0068,PLANT-SOUTH,PLA Paper,2026-05-20,29889,387.967,0.5434,1945.46,16.21,0.022
T0013279,P0005,PLANT-EAST,PLA Paper,2026-05-20,20775,114.263,0.2164,572.97,7.42,0.017
T0013280,P0065,PLANT-EAST,PLA Paper,2026-05-07,26030,143.168,0.2712,717.92,9.3,0.017
T0013281,P0062,PLANT-WEST,Molded Fiber,2026-05-07,14968,299.37,0.5757,618.11,22.41,0.048
T0013282,P0059,PLANT-CENTRAL,RPET,2026-05-07,44816,1681.513,2.3588,6651.39,75.62,0.052
T0013283,P0042,PLANT-WEST,Molded Fiber,2026-05-19,3898,104.469,0.1499,215.7,5.84,0.048
T0013284,P0036,PLANT-SOUTH,Bagasse,2026-05-19,2151,38.085,0.0512,81.11,1.53,0.031
T0013285,P0061,PLANT-EAST,Bagasse,2026-05-09,2399,35.991,0.0571,76.65,1.96,0.031
T0013286,P0028,PLANT-SOUTH,PLA Paper,2026-05-09,2834,41.778,0.0515,209.5,1.54,0.022
T0013287,P0020,PLANT-SOUTH,PLA Paper,2026-05-09,4298,23.639,0.0448,118.54,1.34,0.017
T0013288,P0007,PLANT-CENTRAL,Molded Fiber,2026-05-16,39423,930.39,1.5163,1920.98,48.61,0.048
T0013289,P0015,PLANT-CENTRAL,PLA Paper,2026-05-16,31016,228.59,0.3231,1146.26,10.36,0.017
T0013290,P0038,PLANT-WEST,PLA Paper,2026-05-16,31312,406.441,0.5693,2038.1,22.16,0.022
T0013291,P0077,PLANT-EAST,Molded Fiber,2026-05-24,13477,269.559,0.5184,556.56,17.78,0.048
T0013292,P0059,PLANT-CENTRAL,RPET,2026-05-24,45329,1700.748,2.3857,6727.48,76.49,0.052
T0013293,P0025,PLANT-EAST,PLA Paper,2026-05-24,42619,276.601,0.444,1387.01,15.23,0.017
T0013294,P0014,PLANT-WEST,RPET,2026-05-09,21323,800.07,1.1223,3164.76,43.68,0.052
T0013295,P0065,PLANT-EAST,PLA Paper,2026-05-07,41074,225.908,0.4279,1132.82,14.68,0.017
T0013296,P0067,PLANT-CENTRAL,Molded Fiber,2026-05-08,36128,852.624,1.3895,1760.41,44.55,0.048
T0013297,P0071,PLANT-CENTRAL,Bagasse,2026-05-08,50784,1020.765,1.2092,2174.02,38.77,0.031
T0013298,P0068,PLANT-SOUTH,PLA Paper,2026-05-08,36422,472.761,0.6622,2370.66,19.75,0.022
T0013299,P0021,PLANT-EAST,Bagasse,2026-05-08,34626,612.888,0.8244,1305.33,28.28,0.031
T0013300,P0049,PLANT-EAST,RPET,2026-05-21,10177,284.962,0.5356,1127.2,18.37,0.052
T0013301,P0068,PLANT-SOUTH,PLA Paper,2026-05-21,6553,85.06,0.1191,426.53,3.55,0.022
T0013302,P0057,PLANT-EAST,Molded Fiber,2026-05-21,9455,253.418,0.3637,523.23,12.47,0.048
T0013303,P0055,PLANT-CENTRAL,PLA Paper,2026-05-27,15731,102.097,0.1639,511.97,5.25,0.017
T0013304,P0027,PLANT-CENTRAL,Molded Fiber,2026-05-27,17232,461.821,0.6628,953.52,21.25,0.048
T0013305,P0009,PLANT-EAST,RPET,2026-05-27,45589,1506.282,2.3995,5958.25,82.3,0.052
T0013306,P0001,PLANT-EAST,Bagasse,2026-05-27,29625,444.381,0.7054,946.44,24.19,0.031
T0013307,P0020,PLANT-SOUTH,PLA Paper,2026-05-02,36188,199.035,0.377,998.06,11.24,0.017
T0013308,P0065,PLANT-EAST,PLA Paper,2026-05-02,48457,266.518,0.5048,1336.45,17.31,0.017
T0013309,P0070,PLANT-WEST,PLA Paper,2026-05-02,46421,301.273,0.4836,1510.74,18.82,0.017
T0013310,P0037,PLANT-EAST,Molded Fiber,2026-05-02,37011,873.473,1.4235,1803.46,48.83,0.048
T0013311,P0058,PLANT-WEST,PLA Paper,2026-05-19,48883,720.542,0.8888,3613.16,34.59,0.022
T0013312,P0039,PLANT-CENTRAL,RPET,2026-05-19,18270,603.642,0.9616,2387.77,30.83,0.052
T0013313,P0075,PLANT-CENTRAL,PLA Paper,2026-05-19,25148,185.345,0.262,929.41,8.4,0.017
T0013314,P0024,PLANT-SOUTH,RPET,2026-05-19,44648,1475.194,2.3499,5835.28,70.08,0.052
T0013315,P0064,PLANT-SOUTH,RPET,2026-05-14,29776,833.738,1.5672,3297.94,46.73,0.052
T0013316,P0038,PLANT-WEST,PLA Paper,2026-05-21,21984,285.361,0.3997,1430.94,15.56,0.022
T0013317,P0033,PLANT-EAST,PLA Paper,2026-05-21,37057,407.63,0.6738,2044.06,23.11,0.022
T0013318,P0066,PLANT-WEST,Bagasse,2026-05-21,47602,842.567,1.1334,1794.5,44.11,0.031
T0013319,P0076,PLANT-SOUTH,Bagasse,2026-05-21,34339,515.093,0.8176,1097.04,24.38,0.031
T0013320,P0033,PLANT-EAST,PLA Paper,2026-05-19,12548,138.029,0.2281,692.14,7.83,0.022
T0013321,P0073,PLANT-EAST,PLA Paper,2026-05-19,15845,233.564,0.2881,1171.21,9.88,0.022
T0013322,P0076,PLANT-SOUTH,Bagasse,2026-05-24,41270,619.056,0.9826,1318.46,29.3,0.031
T0013323,P0062,PLANT-WEST,Molded Fiber,2026-05-24,33471,669.433,1.2874,1382.18,50.1,0.048
T0013324,P0009,PLANT-EAST,RPET,2026-05-24,35725,1180.378,1.8803,4669.1,64.49,0.052
T0013325,P0026,PLANT-WEST,Bagasse,2026-05-15,6004,120.683,0.143,257.03,5.56,0.031
T0013326,P0019,PLANT-CENTRAL,RPET,2026-05-15,4681,131.08,0.2464,518.5,7.9,0.052
T0013327,P0067,PLANT-CENTRAL,Molded Fiber,2026-05-15,2223,52.48,0.0855,108.36,2.74,0.048
T0013328,P0076,PLANT-SOUTH,Bagasse,2026-05-15,4655,69.83,0.1108,148.72,3.31,0.031
T0013329,P0003,PLANT-CENTRAL,PLA Paper,2026-05-27,37421,411.634,0.6804,2064.14,21.81,0.022
T0013330,P0069,PLANT-EAST,RPET,2026-05-15,40148,1326.514,2.1131,5247.16,72.48,0.052
T0013331,P0024,PLANT-SOUTH,RPET,2026-05-25,15894,525.155,0.8366,2077.3,24.95,0.052
T0013332,P0058,PLANT-WEST,PLA Paper,2026-05-25,47893,705.953,0.8708,3540.0,33.89,0.022
T0013333,P0079,PLANT-CENTRAL,RPET,2026-05-27,21845,611.688,1.1498,2419.59,36.86,0.052
T0013334,P0077,PLANT-EAST,Molded Fiber,2026-05-12,2123,42.479,0.0817,87.71,2.8,0.048
T0013335,P0035,PLANT-CENTRAL,PLA Paper,2026-05-10,38488,211.686,0.4009,1061.5,12.85,0.017
T0013336,P0015,PLANT-CENTRAL,PLA Paper,2026-05-10,47545,350.409,0.4953,1757.12,15.88,0.017
T0013337,P0026,PLANT-WEST,Bagasse,2026-05-10,23625,474.87,0.5625,1011.38,21.89,0.031
T0013338,P0056,PLANT-SOUTH,Bagasse,2026-05-10,37819,760.17,0.9005,1619.01,26.85,0.031
T0013339,P0033,PLANT-EAST,PLA Paper,2026-05-14,54990,604.899,0.9998,3033.26,34.29,0.022
T0013340,P0013,PLANT-EAST,PLA Paper,2026-05-14,33010,486.571,0.6002,2439.91,20.59,0.022
T0013341,P0064,PLANT-SOUTH,RPET,2026-05-10,34917,977.696,1.8378,3867.38,54.8,0.052
T0013342,P0058,PLANT-WEST,PLA Paper,2026-05-10,41914,617.814,0.7621,3098.03,29.66,0.022
T0013343,P0015,PLANT-CENTRAL,PLA Paper,2026-05-10,45384,334.484,0.4728,1677.27,15.16,0.017
T0013344,P0050,PLANT-WEST,PLA Paper,2026-05-10,20614,113.379,0.2147,568.54,8.36,0.017
T0013345,P0037,PLANT-EAST,Molded Fiber,2026-05-09,29454,695.134,1.1329,1435.24,38.86,0.048
T0013346,P0070,PLANT-WEST,PLA Paper,2026-05-26,44912,291.482,0.4678,1461.64,18.21,0.017
T0013347,P0034,PLANT-WEST,RPET,2026-05-01,3353,93.895,0.1765,371.41,6.87,0.052
T0013348,P0053,PLANT-EAST,PLA Paper,2026-05-01,3046,39.537,0.0554,198.26,1.9,0.022
T0013349,P0036,PLANT-SOUTH,Bagasse,2026-05-15,2930,51.876,0.0698,110.49,2.08,0.031
T0013350,P0005,PLANT-EAST,PLA Paper,2026-05-15,3351,18.436,0.0349,92.45,1.2,0.017
T0013351,P0032,PLANT-SOUTH,Molded Fiber,2026-05-15,3561,71.239,0.137,147.09,4.09,0.048
T0013352,P0053,PLANT-EAST,PLA Paper,2026-05-15,5925,76.911,0.1077,385.67,3.7,0.022
T0013353,P0003,PLANT-CENTRAL,PLA Paper,2026-05-11,33687,370.558,0.6125,1858.16,19.64,0.022
