Transaction_ID,Order_ID,Invoice_ID,Invoice_Line_ID,Transaction_Date,Posting_Date,Customer_ID,Product_ID,Sales_Org,Business_Unit,Region_ID,Currency_Code,Quantity_Sold,Gross_Sales_Amount,Discount_Amount,Net_Sales_Amount,Returns_Amount,Rebate_Amount,Freight_Revenue,Tax_Amount,COGS_Amount
T0003583,O0001195,INV0001792,IL0003583,2026-09-04,2026-09-04,C00348,P0063,SO02,BU2,R02,USD,59,21.89,1.94,20.05,0.57,0.09,0.76,0.88,12.65
T0003584,O0001195,INV0001792,IL0003584,2025-02-23,2025-02-23,C00199,P0123,SO01,BU1,R04,USD,1179,439.41,11.2,401.14,10.35,23.04,6.32,0.16,274.79
T0003585,O0001195,INV0001793,IL0003585,2025-02-20,2025-02-20,C00007,P0011,SO05,BU2,R04,USD,86,20.65,1.47,19.12,0.16,0.41,0.51,1.06,12.14
T0003586,O0001196,INV0001793,IL0003586,2025-10-30,2025-10-30,C00375,P0138,SO05,BU3,R04,USD,728,462.28,18.78,427.57,3.91,22.76,10.74,8.44,240.27
T0003587,O0001196,INV0001794,IL0003587,2026-03-12,2026-03-12,C00069,P0081,SO05,BU3,R03,USD,874,298.56,28.85,260.71,4.75,11.44,7.19,1.63,205.04
T0003588,O0001196,INV0001794,IL0003588,2026-06-04,2026-06-04,C00058,P0044,SO04,BU4,R01,USD,796,893.35,60.86,799.34,9.99,27.36,4.2,33.67,570.42
T0003589,O0001197,INV0001795,IL0003589,2025-11-12,2025-11-12,C00124,P0028,SO01,BU3,R02,USD,54,73.04,6.12,62.69,1.86,3.12,0.75,3.0,47.98
T0003590,O0001197,INV0001795,IL0003590,2026-05-08,2026-05-08,C00487,P0124,SO03,BU1,R04,USD,396,936.78,78.05,889.89,2.85,2.05,36.06,51.27,509.64
T0003591,O0001197,INV0001796,IL0003591,2026-12-19,2026-12-19,C00127,P0032,SO04,BU3,R04,USD,949,1189.38,6.89,1111.29,12.92,63.02,4.74,71.62,740.71
T0003592,O0001198,INV0001796,IL0003592,2025-10-12,2025-10-12,C00195,P0108,SO05,BU2,R02,USD,758,1676.77,107.92,1485.16,30.53,70.01,16.85,97.88,949.6
T0003593,O0001198,INV0001797,IL0003593,2026-07-10,2026-07-10,C00117,P0048,SO02,BU1,R03,USD,147,366.68,31.39,318.4,8.75,17.42,9.28,16.62,203.92
T0003594,O0001198,INV0001797,IL0003594,2026-11-29,2026-11-29,C00143,P0127,SO05,BU4,R04,USD,331,749.91,34.31,661.86,16.13,40.38,2.77,42.41,540.37
T0003595,O0001199,INV0001798,IL0003595,2025-11-03,2025-11-03,C00498,P0136,SO04,BU3,R01,USD,636,148.44,0.07,147.34,2.94,3.14,5.05,2.63,107.16
T0003596,O0001199,INV0001798,IL0003596,2026-02-19,2026-02-19,C00121,P0149,SO05,BU1,R01,USD,602,1009.01,85.06,903.62,15.23,31.09,25.99,15.43,618.97
T0003597,O0001199,INV0001799,IL0003597,2026-02-11,2026-02-11,C00342,P0123,SO04,BU2,R03,USD,531,1305.94,61.38,1215.15,8.06,38.15,16.8,12.59,727.11
T0003598,O0001200,INV0001799,IL0003598,2025-04-25,2025-04-25,C00289,P0026,SO03,BU2,R01,USD,940,476.96,6.05,459.92,7.7,11.71,8.42,13.93,336.68
T0003599,O0001200,INV0001800,IL0003599,2026-12-12,2026-12-12,C00487,P0103,SO02,BU2,R04,USD,177,309.89,18.64,290.54,8.31,2.79,10.39,11.73,159.7
T0003600,O0001200,INV0001800,IL0003600,2026-10-27,2026-10-27,C00313,P0054,SO04,BU4,R01,USD,928,1245.47,72.16,1110.16,31.59,58.01,26.45,58.44,721.64
T0003601,O0001201,INV0001801,IL0003601,2026-04-04,2026-04-04,C00164,P0148,SO04,BU4,R02,USD,63,117.04,9.9,104.28,1.53,5.06,3.73,4.76,80.22
T0003602,O0001201,INV0001801,IL0003602,2026-03-02,2026-03-02,C00249,P0012,SO05,BU2,R01,USD,578,1315.64,62.82,1179.97,19.0,59.69,5.84,66.49,644.05
T0003603,O0001201,INV0001802,IL0003603,2026-04-25,2026-04-25,C00484,P0015,SO05,BU1,R02,USD,757,2149.43,161.18,1983.5,44.96,42.56,82.77,39.18,1185.83
T0003604,O0001202,INV0001802,IL0003604,2026-10-18,2026-10-18,C00426,P0138,SO01,BU3,R01,USD,948,2226.57,29.43,2137.69,26.01,77.14,43.7,39.97,1660.88
T0003605,O0001202,INV0001803,IL0003605,2026-07-17,2026-07-17,C00138,P0092,SO01,BU3,R01,USD,699,1450.01,94.9,1315.32,16.98,66.47,43.66,22.28,862.47
T0003606,O0001202,INV0001803,IL0003606,2025-12-13,2025-12-13,C00354,P0070,SO01,BU2,R01,USD,16,33.15,3.26,29.28,0.03,1.03,0.45,0.02,17.92
T0003607,O0001203,INV0001804,IL0003607,2026-04-06,2026-04-06,C00083,P0121,SO01,BU4,R02,USD,277,440.35,31.12,397.57,10.23,11.5,10.07,24.51,294.26
T0003608,O0001203,INV0001804,IL0003608,2026-05-25,2026-05-25,C00031,P0143,SO04,BU3,R04,USD,568,1378.42,119.01,1203.6,30.41,48.91,23.51,19.78,817.21
T0003609,O0001203,INV0001805,IL0003609,2026-03-10,2026-03-10,C00416,P0139,SO01,BU1,R04,USD,393,886.96,38.6,818.3,23.29,12.89,6.12,34.37,650.36
T0003610,O0001204,INV0001805,IL0003610,2025-10-20,2025-10-20,C00101,P0093,SO02,BU2,R03,USD,125,343.06,20.69,321.2,4.1,1.94,4.87,19.58,210.6
T0003611,O0001204,INV0001806,IL0003611,2026-04-24,2026-04-24,C00349,P0135,SO04,BU1,R03,USD,295,272.23,2.89,253.47,8.12,8.45,0.7,3.43,139.18
T0003612,O0001204,INV0001806,IL0003612,2026-11-28,2026-11-28,C00220,P0149,SO01,BU3,R02,USD,54,132.93,9.13,119.03,3.2,2.51,0.94,3.23,65.15
T0003613,O0001205,INV0001807,IL0003613,2025-03-17,2025-03-17,C00179,P0110,SO05,BU4,R02,USD,985,1571.57,75.49,1484.12,24.03,17.99,30.06,54.43,774.63
T0003614,O0001205,INV0001807,IL0003614,2025-07-21,2025-07-21,C00111,P0079,SO04,BU3,R04,USD,47,26.21,2.48,23.89,0.38,0.33,0.87,1.44,15.75
T0003615,O0001205,INV0001808,IL0003615,2025-06-29,2025-06-29,C00389,P0072,SO05,BU4,R03,USD,586,258.31,0.1,249.85,5.4,9.56,6.6,10.72,189.63
T0003616,O0001206,INV0001808,IL0003616,2025-05-01,2025-05-01,C00331,P0045,SO04,BU3,R02,USD,625,814.25,21.4,760.1,6.04,44.38,17.67,52.86,516.99
T0003617,O0001206,INV0001809,IL0003617,2025-04-07,2025-04-07,C00135,P0112,SO02,BU4,R04,USD,724,315.66,2.59,308.07,1.37,14.06,10.43,19.54,201.27
T0003618,O0001206,INV0001809,IL0003618,2025-03-02,2025-03-02,C00189,P0099,SO04,BU2,R03,USD,896,1707.42,43.34,1583.81,11.11,88.97,19.81,74.91,909.86
T0003619,O0001207,INV0001810,IL0003619,2026-05-09,2026-05-09,C00183,P0074,SO01,BU2,R04,USD,1095,1661.55,63.95,1550.54,23.63,43.8,20.37,84.44,1053.37
T0003620,O0001207,INV0001810,IL0003620,2025-02-24,2025-02-24,C00377,P0063,SO01,BU1,R01,USD,377,947.82,45.01,895.33,3.89,41.33,37.74,51.02,607.67
T0003621,O0001207,INV0001811,IL0003621,2026-02-15,2026-02-15,C00082,P0092,SO02,BU2,R01,USD,685,768.02,12.13,728.6,10.22,25.61,8.54,32.32,549.7
T0003622,O0001208,INV0001811,IL0003622,2026-11-23,2026-11-23,C00397,P0131,SO03,BU4,R03,USD,964,543.12,51.82,467.41,11.71,22.77,10.59,24.01,395.29
T0003623,O0001208,INV0001812,IL0003623,2026-11-13,2026-11-13,C00270,P0146,SO04,BU1,R03,USD,172,398.97,34.11,351.65,11.58,9.71,8.08,12.26,245.14
T0003624,O0001208,INV0001812,IL0003624,2026-07-06,2026-07-06,C00197,P0022,SO02,BU2,R03,USD,613,139.83,5.31,128.17,3.66,6.03,3.34,8.59,101.03
T0003625,O0001209,INV0001813,IL0003625,2026-01-26,2026-01-26,C00161,P0047,SO05,BU2,R01,USD,215,465.6,22.63,431.39,1.04,13.16,2.62,7.97,260.73
T0003626,O0001209,INV0001813,IL0003626,2026-12-23,2026-12-23,C00459,P0003,SO05,BU3,R02,USD,219,370.83,4.99,363.17,8.63,5.71,11.67,1.43,203.8
T0003627,O0001209,INV0001814,IL0003627,2025-07-04,2025-07-04,C00217,P0094,SO05,BU3,R01,USD,1093,2890.77,84.15,2681.81,34.31,127.25,36.75,39.33,1451.47
T0003628,O0001210,INV0001814,IL0003628,2025-08-03,2025-08-03,C00463,P0017,SO03,BU3,R04,USD,72,182.56,13.13,166.15,2.8,3.71,3.23,10.18,99.14
T0003629,O0001210,INV0001815,IL0003629,2025-08-13,2025-08-13,C00245,P0015,SO02,BU2,R03,USD,144,405.45,28.1,384.43,3.35,4.25,14.68,11.16,245.82
T0003630,O0001210,INV0001815,IL0003630,2025-01-29,2025-01-29,C00411,P0128,SO03,BU4,R02,USD,23,15.49,0.16,14.58,0.43,0.85,0.53,0.46,9.37
T0003631,O0001211,INV0001816,IL0003631,2025-08-30,2025-08-30,C00427,P0124,SO02,BU2,R02,USD,180,436.81,38.21,381.21,1.28,21.17,5.06,4.18,230.68
T0003632,O0001211,INV0001816,IL0003632,2026-07-19,2026-07-19,C00316,P0041,SO01,BU2,R02,USD,544,120.5,0.0,118.36,0.28,3.47,1.61,4.92,86.4
T0003633,O0001211,INV0001817,IL0003633,2026-02-17,2026-02-17,C00028,P0044,SO01,BU3,R02,USD,184,512.53,13.88,490.16,5.25,20.35,17.11,2.86,364.94
T0003634,O0001212,INV0001817,IL0003634,2026-07-25,2026-07-25,C00365,P0008,SO02,BU2,R03,USD,630,683.55,5.67,664.21,6.48,9.11,1.92,43.88,349.64
T0003635,O0001212,INV0001818,IL0003635,2026-09-18,2026-09-18,C00496,P0105,SO02,BU2,R04,USD,319,467.88,28.09,430.39,2.67,22.87,16.14,29.56,328.95
T0003636,O0001212,INV0001818,IL0003636,2026-05-22,2026-05-22,C00249,P0112,SO04,BU2,R01,USD,111,271.11,6.96,250.85,4.09,13.29,4.08,6.14,154.18
T0003637,O0001213,INV0001819,IL0003637,2025-10-07,2025-10-07,C00087,P0046,SO05,BU2,R04,USD,830,2066.12,156.43,1840.88,23.97,99.63,54.79,53.48,1392.21
T0003638,O0001213,INV0001819,IL0003638,2025-04-23,2025-04-23,C00400,P0126,SO01,BU3,R04,USD,538,1360.66,100.52,1201.42,6.51,58.16,5.95,47.24,697.24
T0003639,O0001213,INV0001820,IL0003639,2025-04-10,2025-04-10,C00196,P0015,SO02,BU4,R02,USD,1149,271.39,2.05,257.14,4.06,11.73,3.59,0.76,199.45
T0003640,O0001214,INV0001820,IL0003640,2025-06-24,2025-06-24,C00206,P0126,SO03,BU2,R03,USD,791,1938.11,63.2,1865.79,2.71,28.87,22.46,118.35,1419.95
T0003641,O0001214,INV0001821,IL0003641,2025-10-13,2025-10-13,C00383,P0036,SO05,BU4,R04,USD,543,1207.96,90.44,1083.44,17.89,41.8,25.61,26.28,600.31
T0003642,O0001214,INV0001821,IL0003642,2025-02-14,2025-02-14,C00034,P0085,SO04,BU4,R01,USD,475,641.3,32.82,577.83,7.99,27.19,4.53,35.5,399.37
T0003643,O0001215,INV0001822,IL0003643,2026-03-31,2026-03-31,C00023,P0076,SO05,BU1,R04,USD,531,184.58,13.39,167.44,3.68,1.18,1.11,0.07,135.45
T0003644,O0001215,INV0001822,IL0003644,2026-01-27,2026-01-27,C00338,P0138,SO03,BU3,R01,USD,909,1749.37,7.71,1642.23,28.07,86.75,15.39,54.31,1016.01
T0003645,O0001215,INV0001823,IL0003645,2026-11-19,2026-11-19,C00478,P0058,SO05,BU4,R03,USD,967,1184.67,87.33,1058.43,24.28,20.39,5.76,6.19,720.89
T0003646,O0001216,INV0001823,IL0003646,2025-02-08,2025-02-08,C00015,P0127,SO04,BU2,R04,USD,38,14.99,1.25,12.98,0.21,0.62,0.07,0.8,10.31
T0003647,O0001216,INV0001824,IL0003647,2025-01-06,2025-01-06,C00461,P0115,SO01,BU4,R03,USD,1143,969.95,49.17,890.05,28.34,19.34,16.95,26.66,609.37
T0003648,O0001216,INV0001824,IL0003648,2026-05-10,2026-05-10,C00247,P0012,SO04,BU2,R04,USD,886,1314.12,90.42,1231.86,23.82,11.52,43.5,20.05,834.34
T0003649,O0001217,INV0001825,IL0003649,2026-08-24,2026-08-24,C00443,P0031,SO04,BU1,R02,USD,430,89.66,5.69,81.85,2.14,0.55,0.57,4.27,66.94
T0003650,O0001217,INV0001825,IL0003650,2026-09-30,2026-09-30,C00249,P0137,SO03,BU4,R01,USD,411,537.96,44.58,485.18,14.71,8.3,14.81,23.02,393.08
T0003651,O0001217,INV0001826,IL0003651,2025-04-15,2025-04-15,C00088,P0012,SO02,BU4,R04,USD,558,1304.44,89.76,1165.45,24.58,55.48,30.83,80.68,935.63
T0003652,O0001218,INV0001826,IL0003652,2026-07-07,2026-07-07,C00015,P0024,SO01,BU2,R04,USD,348,380.64,15.42,358.93,1.47,11.14,6.32,21.6,261.89
T0003653,O0001218,INV0001827,IL0003653,2026-07-07,2026-07-07,C00020,P0039,SO02,BU4,R02,USD,1015,2415.29,9.3,2410.03,5.06,53.59,62.69,124.03,1644.7
T0003654,O0001218,INV0001827,IL0003654,2026-02-12,2026-02-12,C00368,P0062,SO05,BU3,R04,USD,137,107.5,4.0,104.13,1.09,2.08,3.8,0.9,54.78
T0003655,O0001219,INV0001828,IL0003655,2026-03-25,2026-03-25,C00461,P0097,SO03,BU3,R03,USD,902,1860.92,28.23,1783.15,31.96,89.66,72.08,49.5,1175.49
T0003656,O0001219,INV0001828,IL0003656,2025-07-17,2025-07-17,C00198,P0014,SO05,BU1,R03,USD,746,619.25,53.36,553.52,9.54,6.4,3.57,5.74,307.75
T0003657,O0001219,INV0001829,IL0003657,2025-12-01,2025-12-01,C00448,P0071,SO02,BU4,R04,USD,104,242.27,24.09,208.98,6.64,5.16,2.6,8.18,157.84
T0003658,O0001220,INV0001829,IL0003658,2026-04-20,2026-04-20,C00420,P0053,SO03,BU2,R02,USD,1029,2689.09,219.76,2492.11,43.23,29.59,95.6,131.65,1962.42
T0003659,O0001220,INV0001830,IL0003659,2025-02-22,2025-02-22,C00328,P0002,SO04,BU2,R04,USD,807,840.41,24.61,796.53,7.24,44.38,32.35,42.11,603.8
T0003660,O0001220,INV0001830,IL0003660,2026-08-01,2026-08-01,C00119,P0007,SO01,BU1,R04,USD,576,765.91,17.24,716.66,18.66,35.24,21.89,26.77,367.92
T0003661,O0001221,INV0001831,IL0003661,2026-12-15,2026-12-15,C00437,P0128,SO02,BU2,R03,USD,796,729.69,62.91,651.16,14.96,18.87,18.21,12.88,351.34
T0003662,O0001221,INV0001831,IL0003662,2026-09-18,2026-09-18,C00027,P0081,SO03,BU2,R02,USD,506,169.0,7.94,158.23,0.64,6.09,3.9,5.04,88.68
T0003663,O0001221,INV0001832,IL0003663,2025-09-27,2025-09-27,C00189,P0030,SO02,BU3,R03,USD,18,36.19,2.78,31.87,0.35,1.26,0.07,2.0,26.03
T0003664,O0001222,INV0001832,IL0003664,2026-07-13,2026-07-13,C00475,P0084,SO01,BU4,R02,USD,682,666.79,13.99,628.0,10.84,28.41,14.45,13.52,353.66
T0003665,O0001222,INV0001833,IL0003665,2026-01-27,2026-01-27,C00082,P0131,SO01,BU2,R01,USD,1036,1086.87,0.29,1070.42,5.34,18.81,7.99,10.49,634.43
T0003666,O0001222,INV0001833,IL0003666,2026-07-04,2026-07-04,C00185,P0019,SO01,BU3,R01,USD,767,1977.79,23.15,1913.96,19.55,27.51,6.38,74.07,1392.9
T0003667,O0001223,INV0001834,IL0003667,2026-05-01,2026-05-01,C00345,P0089,SO01,BU1,R01,USD,750,379.5,37.32,333.97,7.09,14.44,13.32,2.05,249.65
T0003668,O0001223,INV0001834,IL0003668,2025-01-26,2025-01-26,C00184,P0024,SO05,BU2,R04,USD,218,113.27,10.96,100.28,3.18,0.02,1.17,6.86,83.71
T0003669,O0001223,INV0001835,IL0003669,2026-01-18,2026-01-18,C00035,P0085,SO04,BU2,R02,USD,1198,2146.7,179.86,1902.4,13.93,91.11,40.6,19.36,1451.26
T0003670,O0001224,INV0001835,IL0003670,2026-01-27,2026-01-27,C00288,P0147,SO04,BU3,R04,USD,553,761.15,38.89,711.91,19.12,8.5,17.27,18.42,397.5
T0003671,O0001224,INV0001836,IL0003671,2025-07-28,2025-07-28,C00309,P0013,SO03,BU1,R03,USD,114,132.22,2.63,123.97,3.22,3.19,0.79,7.36,94.17
T0003672,O0001224,INV0001836,IL0003672,2025-07-28,2025-07-28,C00245,P0053,SO05,BU4,R03,USD,618,1127.11,15.43,1042.95,10.58,61.28,3.13,31.41,611.02
T0003673,O0001225,INV0001837,IL0003673,2026-08-16,2026-08-16,C00148,P0049,SO04,BU2,R02,USD,619,454.47,19.43,432.89,9.24,4.87,11.96,29.35,332.82
T0003674,O0001225,INV0001837,IL0003674,2026-12-11,2026-12-11,C00497,P0072,SO02,BU4,R01,USD,871,1440.29,16.9,1397.41,1.37,43.02,18.41,28.71,735.24
T0003675,O0001225,INV0001838,IL0003675,2026-12-20,2026-12-20,C00120,P0028,SO03,BU2,R04,USD,926,1693.1,98.02,1494.02,44.57,72.73,16.24,4.85,1132.11
T0003676,O0001226,INV0001838,IL0003676,2025-07-23,2025-07-23,C00005,P0072,SO05,BU1,R03,USD,440,361.94,8.04,339.16,5.63,12.57,3.46,9.18,240.76
T0003677,O0001226,INV0001839,IL0003677,2025-05-29,2025-05-29,C00167,P0007,SO05,BU4,R04,USD,324,487.1,12.59,480.95,0.35,8.31,15.1,14.66,308.31
T0003678,O0001226,INV0001839,IL0003678,2026-01-24,2026-01-24,C00220,P0132,SO05,BU2,R02,USD,967,277.63,13.87,263.62,1.27,0.65,1.78,13.54,157.71
T0003679,O0001227,INV0001840,IL0003679,2026-09-13,2026-09-13,C00215,P0110,SO02,BU3,R04,USD,856,1304.8,46.57,1213.04,38.01,34.84,27.66,65.78,934.34
T0003680,O0001227,INV0001840,IL0003680,2025-05-31,2025-05-31,C00104,P0049,SO02,BU2,R04,USD,1165,1641.83,15.33,1545.94,39.26,52.45,11.15,5.45,1001.45
T0003681,O0001227,INV0001841,IL0003681,2026-12-05,2026-12-05,C00239,P0093,SO04,BU4,R04,USD,1082,2195.05,86.96,2091.17,6.87,68.02,57.97,96.05,1592.19
T0003682,O0001228,INV0001841,IL0003682,2026-02-28,2026-02-28,C00430,P0049,SO03,BU1,R03,USD,952,1511.97,148.96,1305.27,7.89,53.96,4.11,86.57,905.09
T0003683,O0001228,INV0001842,IL0003683,2026-02-01,2026-02-01,C00006,P0004,SO03,BU1,R03,USD,827,2033.51,102.53,1942.27,55.4,7.08,73.77,6.38,1253.0
T0003684,O0001228,INV0001842,IL0003684,2025-06-17,2025-06-17,C00190,P0044,SO03,BU2,R03,USD,555,659.17,33.19,607.71,0.46,19.79,1.98,5.71,399.38
T0003685,O0001229,INV0001843,IL0003685,2026-10-09,2026-10-09,C00147,P0026,SO05,BU4,R02,USD,944,2673.79,118.41,2538.57,17.4,6.07,6.66,99.29,1442.23
T0003686,O0001229,INV0001843,IL0003686,2025-01-05,2025-01-05,C00317,P0140,SO02,BU4,R03,USD,539,467.47,24.81,439.16,6.4,14.75,17.65,8.35,328.88
T0003687,O0001229,INV0001844,IL0003687,2026-07-01,2026-07-01,C00127,P0050,SO04,BU1,R04,USD,862,2226.72,70.88,2127.48,25.19,84.76,81.59,57.62,1464.36
T0003688,O0001230,INV0001844,IL0003688,2025-07-07,2025-07-07,C00052,P0056,SO03,BU3,R02,USD,1042,2100.98,88.74,1926.6,26.63,84.02,25.01,86.31,1196.82
T0003689,O0001230,INV0001845,IL0003689,2026-08-15,2026-08-15,C00244,P0078,SO03,BU4,R02,USD,59,94.3,6.83,85.49,0.02,3.64,1.68,5.84,49.83
T0003690,O0001230,INV0001845,IL0003690,2025-12-09,2025-12-09,C00362,P0062,SO05,BU3,R01,USD,228,118.2,8.69,103.09,3.1,3.43,0.11,0.58,89.6
T0003691,O0001231,INV0001846,IL0003691,2025-11-24,2025-11-24,C00250,P0139,SO04,BU4,R01,USD,491,916.55,40.29,848.45,19.64,14.3,6.13,49.93,689.0
T0003692,O0001231,INV0001846,IL0003692,2026-11-16,2026-11-16,C00174,P0100,SO05,BU1,R03,USD,563,823.61,49.61,745.19,23.86,11.42,6.47,50.91,420.98
T0003693,O0001231,INV0001847,IL0003693,2025-06-12,2025-06-12,C00231,P0058,SO02,BU2,R04,USD,730,1396.93,86.14,1312.81,17.12,10.36,29.5,84.69,993.18
T0003694,O0001232,INV0001847,IL0003694,2026-03-28,2026-03-28,C00267,P0071,SO03,BU1,R02,USD,528,1359.44,103.86,1230.56,13.54,33.57,22.09,10.06,799.53
T0003695,O0001232,INV0001848,IL0003695,2026-09-22,2026-09-22,C00358,P0125,SO02,BU1,R03,USD,658,1598.61,54.82,1500.85,6.01,79.39,42.46,27.64,901.93
T0003696,O0001232,INV0001848,IL0003696,2026-07-30,2026-07-30,C00404,P0109,SO03,BU1,R02,USD,940,607.24,10.85,556.07,11.06,33.2,3.94,16.35,458.56
T0003697,O0001233,INV0001849,IL0003697,2026-09-23,2026-09-23,C00139,P0012,SO04,BU2,R02,USD,58,25.75,2.55,22.85,0.2,0.32,0.17,1.48,17.53
T0003698,O0001233,INV0001849,IL0003698,2026-07-25,2026-07-25,C00209,P0138,SO02,BU1,R01,USD,457,1289.06,79.43,1153.77,31.07,59.15,34.36,31.52,837.41
T0003699,O0001233,INV0001850,IL0003699,2025-06-08,2025-06-08,C00184,P0065,SO04,BU2,R04,USD,1036,2232.37,41.68,2117.95,27.61,52.89,7.76,59.52,1213.21
T0003700,O0001234,INV0001850,IL0003700,2026-05-25,2026-05-25,C00138,P0142,SO02,BU2,R01,USD,1155,3026.33,60.76,2930.18,59.18,13.18,36.97,33.01,2106.83
T0003701,O0001234,INV0001851,IL0003701,2025-05-30,2025-05-30,C00247,P0060,SO02,BU4,R04,USD,18,34.36,0.11,33.81,0.75,0.28,0.59,2.02,24.78
T0003702,O0001234,INV0001851,IL0003702,2026-10-14,2026-10-14,C00424,P0010,SO04,BU3,R04,USD,898,342.59,20.72,305.56,0.37,17.09,1.15,2.28,168.95
T0003703,O0001235,INV0001852,IL0003703,2026-02-06,2026-02-06,C00183,P0083,SO05,BU2,R04,USD,705,1901.53,177.89,1739.84,14.18,5.72,36.1,32.73,1189.03
T0003704,O0001235,INV0001852,IL0003704,2026-02-14,2026-02-14,C00067,P0126,SO05,BU2,R02,USD,330,768.14,0.33,767.21,14.9,7.64,21.94,36.24,441.81
T0003705,O0001235,INV0001853,IL0003705,2026-08-08,2026-08-08,C00260,P0118,SO02,BU3,R02,USD,125,189.06,18.12,168.76,0.9,4.28,3.0,10.64,134.21
T0003706,O0001236,INV0001853,IL0003706,2026-08-07,2026-08-07,C00454,P0028,SO02,BU2,R03,USD,926,312.8,16.65,277.78,6.27,12.92,0.82,9.62,160.47
T0003707,O0001236,INV0001854,IL0003707,2025-08-07,2025-08-07,C00343,P0065,SO01,BU1,R04,USD,310,351.79,33.44,324.41,4.3,3.41,13.77,20.62,266.76
T0003708,O0001236,INV0001854,IL0003708,2025-09-21,2025-09-21,C00126,P0080,SO04,BU3,R03,USD,637,1411.97,58.44,1352.84,5.94,33.48,38.73,80.24,818.54
T0003709,O0001237,INV0001855,IL0003709,2025-07-17,2025-07-17,C00146,P0128,SO01,BU4,R01,USD,549,215.43,21.46,193.89,0.1,6.02,6.04,2.61,156.32
T0003710,O0001237,INV0001855,IL0003710,2026-07-17,2026-07-17,C00276,P0128,SO01,BU3,R02,USD,745,1326.62,119.43,1213.92,19.64,23.09,49.46,22.12,706.35
T0003711,O0001237,INV0001856,IL0003711,2025-03-13,2025-03-13,C00345,P0089,SO01,BU3,R01,USD,345,948.47,91.47,798.41,20.99,43.85,6.25,45.04,515.93
T0003712,O0001238,INV0001856,IL0003712,2025-04-12,2025-04-12,C00205,P0071,SO03,BU4,R03,USD,51,133.14,3.28,130.13,3.86,0.98,5.11,2.54,80.98
T0003713,O0001238,INV0001857,IL0003713,2026-10-21,2026-10-21,C00397,P0074,SO03,BU4,R03,USD,476,1071.52,104.5,958.84,19.07,18.22,29.11,63.68,671.93
T0003714,O0001238,INV0001857,IL0003714,2026-05-26,2026-05-26,C00355,P0073,SO02,BU2,R02,USD,614,1745.17,156.72,1571.06,49.38,12.43,44.42,79.11,1211.26
T0003715,O0001239,INV0001858,IL0003715,2026-09-28,2026-09-28,C00247,P0039,SO02,BU1,R04,USD,442,860.22,25.45,835.27,14.53,0.48,15.51,38.54,629.17
T0003716,O0001239,INV0001858,IL0003716,2025-03-18,2025-03-18,C00012,P0009,SO05,BU4,R02,USD,1182,1608.58,46.9,1470.51,47.5,54.29,10.62,6.8,1028.81
T0003717,O0001239,INV0001859,IL0003717,2026-10-14,2026-10-14,C00133,P0034,SO04,BU4,R03,USD,273,415.62,17.61,377.56,6.31,21.95,7.81,25.57,289.67
T0003718,O0001240,INV0001859,IL0003718,2025-07-04,2025-07-04,C00146,P0133,SO04,BU3,R01,USD,156,28.81,1.85,25.74,0.41,0.91,0.1,1.49,20.02
T0003719,O0001240,INV0001860,IL0003719,2025-09-25,2025-09-25,C00118,P0068,SO02,BU4,R03,USD,785,875.43,10.24,834.26,3.87,37.1,10.04,16.07,645.5
T0003720,O0001240,INV0001860,IL0003720,2026-04-24,2026-04-24,C00355,P0007,SO02,BU1,R02,USD,51,65.61,4.28,60.09,0.14,2.65,1.55,1.23,42.71
T0003721,O0001241,INV0001861,IL0003721,2025-11-27,2025-11-27,C00478,P0116,SO03,BU2,R03,USD,561,1384.49,85.75,1290.23,30.84,15.94,38.27,14.09,987.38
T0003722,O0001241,INV0001861,IL0003722,2025-06-17,2025-06-17,C00038,P0026,SO03,BU3,R03,USD,383,471.28,30.04,424.27,1.34,17.11,1.48,22.81,260.0
T0003723,O0001241,INV0001862,IL0003723,2026-07-21,2026-07-21,C00259,P0150,SO02,BU3,R02,USD,961,1803.99,82.21,1660.73,26.39,36.7,2.04,43.13,878.61
T0003724,O0001242,INV0001862,IL0003724,2026-10-23,2026-10-23,C00370,P0006,SO03,BU1,R01,USD,276,333.27,7.24,321.7,4.44,3.29,3.4,17.18,221.26
T0003725,O0001242,INV0001863,IL0003725,2025-07-27,2025-07-27,C00067,P0110,SO01,BU3,R02,USD,937,551.24,52.8,479.94,8.2,15.93,5.63,16.17,340.39
T0003726,O0001242,INV0001863,IL0003726,2026-09-29,2026-09-29,C00406,P0062,SO05,BU3,R03,USD,1069,1616.01,107.23,1426.94,7.91,86.26,12.33,43.42,1042.16
T0003727,O0001243,INV0001864,IL0003727,2025-07-19,2025-07-19,C00200,P0145,SO04,BU4,R04,USD,1073,1054.12,29.21,1006.87,3.4,39.36,24.72,69.2,704.8
T0003728,O0001243,INV0001864,IL0003728,2026-01-07,2026-01-07,C00232,P0146,SO05,BU1,R04,USD,1089,677.47,54.78,618.3,15.09,0.67,11.37,4.53,499.31
T0003729,O0001243,INV0001865,IL0003729,2026-09-10,2026-09-10,C00371,P0148,SO01,BU3,R02,USD,349,511.67,14.53,483.94,13.08,15.29,15.17,3.35,316.39
T0003730,O0001244,INV0001865,IL0003730,2026-10-21,2026-10-21,C00170,P0058,SO02,BU3,R01,USD,429,158.17,10.24,138.93,2.72,6.73,0.45,6.24,105.38
