Expense_ID,GL_Account,Cost_Center,Department,Expense_Date,Expense_Type,Expense_Category,Expense_Amount
EXP0004089,6200,CC0013,Department 5,2025-01-26,Operations,Administrative,4571.88
EXP0004090,6100,CC0017,Department 1,2026-09-03,Operations,Administrative,13655.16
EXP0004091,6100,CC0020,Department 4,2025-12-13,Marketing,Marketing,15682.08
EXP0004092,6100,CC0020,Department 4,2026-12-25,SG&A,Administrative,22544.72
EXP0004093,6100,CC0010,Department 2,2026-09-27,SG&A,Administrative,22764.7
EXP0004094,6100,CC0003,Department 3,2026-07-17,Operations,Administrative,1560.53
EXP0004095,6400,CC0020,Department 4,2025-04-28,Marketing,Marketing,18300.14
EXP0004096,6500,CC0015,Department 7,2026-02-12,SG&A,Administrative,2973.47
EXP0004097,6100,CC0006,Department 6,2026-06-21,Marketing,Marketing,452.58
EXP0004098,6500,CC0007,Department 7,2025-04-11,Marketing,Marketing,18499.31
EXP0004099,6300,CC0003,Department 3,2025-01-15,Marketing,Marketing,24745.62
EXP0004100,6200,CC0010,Department 2,2025-04-28,Marketing,Marketing,1636.87
EXP0004101,6400,CC0016,Department 8,2026-04-03,SG&A,Administrative,5714.73
EXP0004102,6500,CC0001,Department 1,2025-03-18,Marketing,Marketing,22248.76
EXP0004103,6200,CC0005,Department 5,2026-09-21,SG&A,Administrative,24398.03
EXP0004104,6400,CC0002,Department 2,2025-08-13,SG&A,Administrative,4911.67
EXP0004105,6100,CC0001,Department 1,2026-10-10,Sales,Sales,12572.83
EXP0004106,6400,CC0007,Department 7,2025-02-11,Marketing,Marketing,19259.77
EXP0004107,6400,CC0011,Department 3,2026-07-30,Sales,Sales,14814.19
EXP0004108,6400,CC0009,Department 1,2025-09-25,SG&A,Administrative,12630.25
EXP0004109,6100,CC0011,Department 3,2026-07-03,Operations,Administrative,17420.76
EXP0004110,6100,CC0018,Department 2,2026-09-07,Marketing,Marketing,23719.81
EXP0004111,6100,CC0005,Department 5,2026-08-23,Marketing,Marketing,14531.67
EXP0004112,6200,CC0017,Department 1,2025-05-16,Operations,Administrative,1095.61
EXP0004113,6100,CC0011,Department 3,2026-09-06,Sales,Sales,23422.72
EXP0004114,6400,CC0004,Department 4,2025-06-08,Marketing,Marketing,2502.64
EXP0004115,6200,CC0014,Department 6,2026-02-08,SG&A,Administrative,5564.2
EXP0004116,6300,CC0019,Department 3,2026-04-07,SG&A,Administrative,16837.11
EXP0004117,6300,CC0017,Department 1,2026-02-23,SG&A,Administrative,10506.59
EXP0004118,6200,CC0011,Department 3,2025-07-24,SG&A,Administrative,5175.98
EXP0004119,6400,CC0003,Department 3,2025-12-05,Operations,Administrative,24765.48
EXP0004120,6300,CC0001,Department 1,2025-04-25,Sales,Sales,3151.4
EXP0004121,6100,CC0014,Department 6,2026-08-01,Marketing,Marketing,20874.73
EXP0004122,6200,CC0015,Department 7,2026-05-21,SG&A,Administrative,5023.29
EXP0004123,6300,CC0004,Department 4,2025-06-21,Operations,Administrative,15793.38
EXP0004124,6300,CC0002,Department 2,2026-08-11,Marketing,Marketing,21104.27
EXP0004125,6400,CC0017,Department 1,2026-05-27,Marketing,Marketing,4685.77
EXP0004126,6100,CC0005,Department 5,2026-04-14,Operations,Administrative,16065.48
EXP0004127,6100,CC0011,Department 3,2026-01-08,SG&A,Administrative,17055.99
EXP0004128,6100,CC0007,Department 7,2026-05-19,Operations,Administrative,5752.03
EXP0004129,6400,CC0018,Department 2,2025-04-17,Operations,Administrative,12269.6
EXP0004130,6500,CC0005,Department 5,2026-12-31,SG&A,Administrative,180.7
EXP0004131,6400,CC0013,Department 5,2025-10-04,Marketing,Marketing,22542.76
EXP0004132,6500,CC0013,Department 5,2026-04-21,Marketing,Marketing,10507.96
EXP0004133,6100,CC0004,Department 4,2025-08-17,Operations,Administrative,14127.13
EXP0004134,6300,CC0007,Department 7,2026-09-19,Marketing,Marketing,15139.56
EXP0004135,6400,CC0007,Department 7,2025-01-06,Operations,Administrative,15038.96
EXP0004136,6200,CC0014,Department 6,2026-04-09,Marketing,Marketing,1676.25
EXP0004137,6400,CC0016,Department 8,2025-03-18,Sales,Sales,23852.03
EXP0004138,6500,CC0004,Department 4,2025-08-25,Marketing,Marketing,3439.98
EXP0004139,6500,CC0014,Department 6,2025-06-03,SG&A,Administrative,4964.07
EXP0004140,6200,CC0016,Department 8,2026-07-07,Sales,Sales,9546.94
EXP0004141,6300,CC0020,Department 4,2025-05-17,Sales,Sales,9273.59
EXP0004142,6200,CC0006,Department 6,2026-12-21,Sales,Sales,6409.45
EXP0004143,6400,CC0013,Department 5,2025-03-20,Operations,Administrative,19002.47
EXP0004144,6200,CC0017,Department 1,2026-05-14,Marketing,Marketing,14266.2
EXP0004145,6300,CC0003,Department 3,2026-05-11,Sales,Sales,15683.52
EXP0004146,6200,CC0018,Department 2,2025-09-30,SG&A,Administrative,3728.78
EXP0004147,6200,CC0014,Department 6,2026-04-20,Marketing,Marketing,6330.37
EXP0004148,6400,CC0004,Department 4,2026-03-07,Marketing,Marketing,14006.89
EXP0004149,6300,CC0019,Department 3,2025-05-29,Operations,Administrative,7231.67
EXP0004150,6400,CC0020,Department 4,2026-01-08,Marketing,Marketing,19885.75
EXP0004151,6200,CC0016,Department 8,2025-04-26,Marketing,Marketing,830.77
EXP0004152,6200,CC0007,Department 7,2025-03-11,Marketing,Marketing,2858.51
EXP0004153,6200,CC0008,Department 8,2025-08-04,Operations,Administrative,18099.1
EXP0004154,6500,CC0008,Department 8,2026-01-29,SG&A,Administrative,2004.46
EXP0004155,6100,CC0007,Department 7,2025-11-13,Marketing,Marketing,10800.77
EXP0004156,6200,CC0020,Department 4,2025-04-30,Operations,Administrative,4823.36
EXP0004157,6200,CC0018,Department 2,2026-06-30,Marketing,Marketing,8679.22
EXP0004158,6500,CC0002,Department 2,2025-04-14,SG&A,Administrative,19547.4
EXP0004159,6400,CC0012,Department 4,2025-06-07,Operations,Administrative,24166.4
EXP0004160,6300,CC0008,Department 8,2026-05-29,Marketing,Marketing,5101.52
EXP0004161,6400,CC0002,Department 2,2026-04-27,Operations,Administrative,97.06
EXP0004162,6500,CC0008,Department 8,2025-06-22,Operations,Administrative,6865.84
EXP0004163,6500,CC0004,Department 4,2025-03-22,Sales,Sales,24323.36
EXP0004164,6300,CC0001,Department 1,2026-03-07,SG&A,Administrative,9521.13
EXP0004165,6200,CC0020,Department 4,2025-09-09,Marketing,Marketing,10306.95
EXP0004166,6400,CC0001,Department 1,2026-01-15,Marketing,Marketing,17878.05
EXP0004167,6300,CC0004,Department 4,2026-12-10,SG&A,Administrative,2926.36
EXP0004168,6300,CC0012,Department 4,2025-04-06,Marketing,Marketing,15435.28
EXP0004169,6500,CC0002,Department 2,2026-04-15,Marketing,Marketing,22757.68
EXP0004170,6300,CC0012,Department 4,2025-12-07,SG&A,Administrative,9712.26
EXP0004171,6100,CC0019,Department 3,2025-02-15,Operations,Administrative,22735.21
EXP0004172,6100,CC0008,Department 8,2025-07-17,Operations,Administrative,4876.38
EXP0004173,6300,CC0004,Department 4,2026-04-12,Marketing,Marketing,5096.1
EXP0004174,6500,CC0020,Department 4,2026-05-25,SG&A,Administrative,23087.05
EXP0004175,6200,CC0002,Department 2,2025-06-04,Marketing,Marketing,5101.15
EXP0004176,6400,CC0009,Department 1,2026-07-13,Sales,Sales,547.08
EXP0004177,6100,CC0014,Department 6,2025-02-10,Marketing,Marketing,19648.1
EXP0004178,6200,CC0001,Department 1,2026-07-02,Operations,Administrative,12865.9
EXP0004179,6400,CC0009,Department 1,2026-08-25,Marketing,Marketing,15439.59
EXP0004180,6500,CC0009,Department 1,2025-05-15,SG&A,Administrative,9322.23
EXP0004181,6500,CC0013,Department 5,2025-02-23,SG&A,Administrative,21942.9
EXP0004182,6100,CC0009,Department 1,2025-09-25,Marketing,Marketing,9942.03
EXP0004183,6400,CC0005,Department 5,2026-10-15,Sales,Sales,9176.77
EXP0004184,6100,CC0020,Department 4,2025-04-17,Marketing,Marketing,9343.54
EXP0004185,6100,CC0013,Department 5,2026-05-10,Sales,Sales,6510.05
EXP0004186,6400,CC0015,Department 7,2025-06-30,Operations,Administrative,13702.84
EXP0004187,6300,CC0019,Department 3,2025-02-27,Sales,Sales,4284.49
EXP0004188,6400,CC0001,Department 1,2026-09-28,Operations,Administrative,14071.44
EXP0004189,6500,CC0009,Department 1,2026-06-09,SG&A,Administrative,17563.26
EXP0004190,6100,CC0001,Department 1,2025-07-18,Marketing,Marketing,11601.22
EXP0004191,6200,CC0004,Department 4,2026-06-13,SG&A,Administrative,21793.64
EXP0004192,6300,CC0012,Department 4,2025-04-19,Operations,Administrative,22292.89
EXP0004193,6300,CC0012,Department 4,2025-09-20,Operations,Administrative,23963.75
EXP0004194,6400,CC0008,Department 8,2025-08-19,SG&A,Administrative,755.72
EXP0004195,6100,CC0015,Department 7,2026-10-26,Marketing,Marketing,424.95
EXP0004196,6100,CC0012,Department 4,2026-11-04,SG&A,Administrative,17313.39
EXP0004197,6400,CC0007,Department 7,2025-11-22,Marketing,Marketing,12364.74
EXP0004198,6200,CC0016,Department 8,2026-12-24,SG&A,Administrative,7776.97
EXP0004199,6500,CC0020,Department 4,2025-05-14,SG&A,Administrative,8200.31
EXP0004200,6500,CC0011,Department 3,2025-11-10,Sales,Sales,9087.98
EXP0004201,6100,CC0010,Department 2,2025-03-28,SG&A,Administrative,16441.23
EXP0004202,6200,CC0016,Department 8,2026-01-19,Sales,Sales,13475.48
EXP0004203,6500,CC0015,Department 7,2026-12-08,SG&A,Administrative,23976.97
EXP0004204,6400,CC0017,Department 1,2026-11-04,Marketing,Marketing,13733.22
EXP0004205,6100,CC0005,Department 5,2025-04-01,SG&A,Administrative,15191.75
EXP0004206,6200,CC0015,Department 7,2025-08-18,SG&A,Administrative,6175.06
EXP0004207,6400,CC0018,Department 2,2026-11-09,Marketing,Marketing,3163.24
EXP0004208,6500,CC0007,Department 7,2025-07-07,Operations,Administrative,1055.75
EXP0004209,6200,CC0007,Department 7,2026-12-15,Marketing,Marketing,23778.91
EXP0004210,6100,CC0011,Department 3,2026-11-29,Marketing,Marketing,7481.91
EXP0004211,6500,CC0003,Department 3,2025-02-05,SG&A,Administrative,22465.14
EXP0004212,6500,CC0004,Department 4,2025-10-23,Sales,Sales,23186.86
EXP0004213,6500,CC0006,Department 6,2025-07-27,SG&A,Administrative,9708.25
EXP0004214,6200,CC0001,Department 1,2026-01-30,Sales,Sales,11179.21
EXP0004215,6400,CC0005,Department 5,2026-01-18,Sales,Sales,4616.62
EXP0004216,6400,CC0010,Department 2,2025-04-15,Marketing,Marketing,669.36
EXP0004217,6500,CC0006,Department 6,2026-10-03,Marketing,Marketing,17015.55
EXP0004218,6500,CC0015,Department 7,2026-10-25,Marketing,Marketing,9464.43
EXP0004219,6200,CC0011,Department 3,2026-09-20,SG&A,Administrative,24837.82
EXP0004220,6400,CC0013,Department 5,2026-04-09,SG&A,Administrative,12677.47
EXP0004221,6500,CC0017,Department 1,2025-03-05,Sales,Sales,15261.11
EXP0004222,6300,CC0016,Department 8,2025-05-25,Operations,Administrative,24458.11
EXP0004223,6500,CC0012,Department 4,2025-12-22,SG&A,Administrative,12929.08
EXP0004224,6100,CC0003,Department 3,2025-10-19,Marketing,Marketing,4970.8
EXP0004225,6500,CC0006,Department 6,2026-07-16,Marketing,Marketing,2262.71
EXP0004226,6100,CC0003,Department 3,2026-10-04,Operations,Administrative,1597.52
EXP0004227,6300,CC0007,Department 7,2025-02-27,Sales,Sales,16509.2
EXP0004228,6500,CC0010,Department 2,2025-04-21,Marketing,Marketing,14081.78
EXP0004229,6400,CC0016,Department 8,2025-04-14,Sales,Sales,6802.4
EXP0004230,6300,CC0003,Department 3,2025-07-17,Operations,Administrative,3558.92
EXP0004231,6200,CC0009,Department 1,2025-12-26,Marketing,Marketing,21318.89
EXP0004232,6200,CC0002,Department 2,2026-11-12,Operations,Administrative,6514.08
EXP0004233,6200,CC0008,Department 8,2025-06-30,Operations,Administrative,3324.37
EXP0004234,6500,CC0002,Department 2,2025-09-13,SG&A,Administrative,19827.49
EXP0004235,6200,CC0015,Department 7,2026-01-26,Operations,Administrative,24941.79
EXP0004236,6500,CC0010,Department 2,2026-11-23,Sales,Sales,2701.66
EXP0004237,6200,CC0015,Department 7,2026-08-30,Marketing,Marketing,13401.35
EXP0004238,6300,CC0007,Department 7,2026-01-18,SG&A,Administrative,8949.45
EXP0004239,6300,CC0018,Department 2,2026-02-09,Marketing,Marketing,11502.82
EXP0004240,6100,CC0011,Department 3,2026-04-16,Sales,Sales,15434.98
EXP0004241,6500,CC0014,Department 6,2025-04-26,Operations,Administrative,9609.04
EXP0004242,6300,CC0015,Department 7,2026-10-21,Operations,Administrative,15680.2
EXP0004243,6400,CC0010,Department 2,2025-09-01,Sales,Sales,14014.3
EXP0004244,6300,CC0001,Department 1,2026-03-29,Marketing,Marketing,2251.36
EXP0004245,6400,CC0009,Department 1,2025-08-05,Sales,Sales,13351.49
EXP0004246,6100,CC0012,Department 4,2026-02-26,Operations,Administrative,20070.49
EXP0004247,6400,CC0001,Department 1,2025-11-02,Marketing,Marketing,6512.78
EXP0004248,6100,CC0019,Department 3,2026-07-24,Operations,Administrative,6058.42
EXP0004249,6500,CC0008,Department 8,2026-04-19,SG&A,Administrative,14060.78
EXP0004250,6300,CC0001,Department 1,2025-09-24,SG&A,Administrative,19520.52
EXP0004251,6400,CC0012,Department 4,2025-02-18,Operations,Administrative,5777.17
EXP0004252,6300,CC0014,Department 6,2025-07-20,Marketing,Marketing,17819.91
EXP0004253,6400,CC0006,Department 6,2025-01-15,Marketing,Marketing,9650.15
EXP0004254,6100,CC0004,Department 4,2025-09-28,Marketing,Marketing,1779.95
EXP0004255,6400,CC0014,Department 6,2026-10-24,Sales,Sales,10597.52
EXP0004256,6400,CC0017,Department 1,2026-12-18,Sales,Sales,18736.34
EXP0004257,6500,CC0015,Department 7,2026-12-23,Marketing,Marketing,21586.59
EXP0004258,6300,CC0003,Department 3,2026-11-07,Marketing,Marketing,3046.29
EXP0004259,6100,CC0010,Department 2,2025-07-07,Operations,Administrative,10286.94
EXP0004260,6100,CC0012,Department 4,2026-10-24,Operations,Administrative,15395.79
EXP0004261,6300,CC0006,Department 6,2026-07-02,Sales,Sales,5070.46
EXP0004262,6500,CC0005,Department 5,2026-04-07,Sales,Sales,23785.82
EXP0004263,6400,CC0017,Department 1,2025-08-26,SG&A,Administrative,6965.37
EXP0004264,6500,CC0006,Department 6,2026-05-23,Operations,Administrative,19216.72
EXP0004265,6500,CC0002,Department 2,2025-03-15,Sales,Sales,13628.72
EXP0004266,6200,CC0005,Department 5,2025-01-06,Marketing,Marketing,8577.73
EXP0004267,6400,CC0001,Department 1,2026-03-29,Sales,Sales,8971.1
EXP0004268,6400,CC0018,Department 2,2026-01-17,SG&A,Administrative,9523.15
EXP0004269,6300,CC0007,Department 7,2025-09-16,Marketing,Marketing,8232.72
EXP0004270,6100,CC0007,Department 7,2026-08-20,Sales,Sales,12241.18
EXP0004271,6500,CC0001,Department 1,2025-12-14,Marketing,Marketing,12413.45
EXP0004272,6400,CC0001,Department 1,2025-03-25,Sales,Sales,13842.98
EXP0004273,6200,CC0003,Department 3,2025-05-27,Sales,Sales,16598.23
EXP0004274,6100,CC0005,Department 5,2025-01-19,Marketing,Marketing,17593.42
EXP0004275,6200,CC0015,Department 7,2025-08-10,SG&A,Administrative,16548.75
EXP0004276,6500,CC0005,Department 5,2026-05-24,Operations,Administrative,3194.14
EXP0004277,6100,CC0020,Department 4,2025-06-14,Marketing,Marketing,23523.23
EXP0004278,6500,CC0008,Department 8,2026-12-03,SG&A,Administrative,2105.86
EXP0004279,6300,CC0006,Department 6,2026-03-12,Sales,Sales,3193.3
EXP0004280,6400,CC0010,Department 2,2026-01-26,Operations,Administrative,2656.34
EXP0004281,6500,CC0009,Department 1,2026-05-07,Marketing,Marketing,8541.38
EXP0004282,6500,CC0008,Department 8,2026-09-29,Marketing,Marketing,16107.61
EXP0004283,6300,CC0009,Department 1,2025-06-27,Operations,Administrative,1466.85
EXP0004284,6500,CC0017,Department 1,2026-06-18,Operations,Administrative,2110.48
EXP0004285,6400,CC0010,Department 2,2025-07-09,SG&A,Administrative,9179.21
EXP0004286,6400,CC0011,Department 3,2026-01-20,Marketing,Marketing,5033.6
EXP0004287,6200,CC0017,Department 1,2026-11-17,SG&A,Administrative,23578.16
EXP0004288,6100,CC0001,Department 1,2026-03-08,Marketing,Marketing,5534.98
EXP0004289,6400,CC0002,Department 2,2026-08-05,Operations,Administrative,4158.33
EXP0004290,6200,CC0019,Department 3,2025-01-05,Operations,Administrative,16769.91
EXP0004291,6100,CC0016,Department 8,2026-12-19,SG&A,Administrative,16621.34
EXP0004292,6300,CC0008,Department 8,2026-02-16,Marketing,Marketing,3979.24
EXP0004293,6200,CC0016,Department 8,2026-02-27,Sales,Sales,19985.35
EXP0004294,6500,CC0009,Department 1,2026-09-02,Marketing,Marketing,1528.74
EXP0004295,6200,CC0015,Department 7,2025-03-09,Marketing,Marketing,15089.2
EXP0004296,6200,CC0016,Department 8,2025-12-13,Marketing,Marketing,8537.66
EXP0004297,6100,CC0007,Department 7,2026-11-26,Operations,Administrative,1254.3
EXP0004298,6300,CC0001,Department 1,2026-07-03,Sales,Sales,1246.38
EXP0004299,6200,CC0017,Department 1,2025-11-12,Sales,Sales,8810.34
EXP0004300,6500,CC0002,Department 2,2026-07-25,Operations,Administrative,6154.32
EXP0004301,6100,CC0018,Department 2,2025-12-25,Sales,Sales,4004.55
EXP0004302,6400,CC0020,Department 4,2026-09-20,SG&A,Administrative,8863.65
EXP0004303,6500,CC0002,Department 2,2025-04-02,Sales,Sales,8386.38
EXP0004304,6400,CC0020,Department 4,2025-06-19,Operations,Administrative,17324.15
EXP0004305,6400,CC0002,Department 2,2026-09-05,Sales,Sales,4372.03
EXP0004306,6300,CC0019,Department 3,2026-06-13,Marketing,Marketing,18512.83
EXP0004307,6400,CC0020,Department 4,2026-11-24,Sales,Sales,10496.42
EXP0004308,6200,CC0014,Department 6,2025-08-09,Operations,Administrative,7092.21
EXP0004309,6500,CC0018,Department 2,2025-02-18,Sales,Sales,937.28
EXP0004310,6400,CC0007,Department 7,2026-04-03,Operations,Administrative,9241.42
EXP0004311,6300,CC0001,Department 1,2026-05-10,Marketing,Marketing,22714.83
EXP0004312,6500,CC0009,Department 1,2026-07-25,Marketing,Marketing,18701.29
EXP0004313,6100,CC0009,Department 1,2026-12-31,Marketing,Marketing,5641.5
EXP0004314,6500,CC0004,Department 4,2025-06-23,Sales,Sales,18924.16
EXP0004315,6300,CC0010,Department 2,2026-12-11,Sales,Sales,18167.55
EXP0004316,6400,CC0003,Department 3,2026-12-21,Marketing,Marketing,19265.04
EXP0004317,6200,CC0009,Department 1,2025-07-10,SG&A,Administrative,16694.22
EXP0004318,6100,CC0018,Department 2,2025-05-16,SG&A,Administrative,12856.97
EXP0004319,6200,CC0018,Department 2,2026-10-12,Sales,Sales,21539.28
EXP0004320,6100,CC0018,Department 2,2025-09-06,Marketing,Marketing,19262.67
EXP0004321,6200,CC0007,Department 7,2025-05-25,SG&A,Administrative,16315.85
EXP0004322,6400,CC0019,Department 3,2025-03-12,SG&A,Administrative,9116.94
EXP0004323,6200,CC0016,Department 8,2026-07-28,Operations,Administrative,13260.25
EXP0004324,6300,CC0010,Department 2,2026-05-06,SG&A,Administrative,23188.63
EXP0004325,6500,CC0019,Department 3,2026-02-13,Sales,Sales,6335.69
EXP0004326,6400,CC0003,Department 3,2026-05-12,Marketing,Marketing,17716.02
EXP0004327,6100,CC0002,Department 2,2026-06-09,Marketing,Marketing,5330.9
EXP0004328,6200,CC0011,Department 3,2026-09-16,SG&A,Administrative,21731.39
EXP0004329,6100,CC0019,Department 3,2025-06-16,Marketing,Marketing,21232.28
EXP0004330,6400,CC0015,Department 7,2026-06-01,Sales,Sales,10967.14
EXP0004331,6400,CC0020,Department 4,2026-10-11,Sales,Sales,17721.64
EXP0004332,6500,CC0015,Department 7,2026-12-30,SG&A,Administrative,24991.92
EXP0004333,6200,CC0007,Department 7,2025-06-22,Operations,Administrative,13718.14
EXP0004334,6500,CC0005,Department 5,2026-11-02,Operations,Administrative,11822.44
EXP0004335,6500,CC0009,Department 1,2025-03-27,Marketing,Marketing,16327.75
EXP0004336,6400,CC0015,Department 7,2025-08-24,SG&A,Administrative,22858.73
EXP0004337,6300,CC0001,Department 1,2026-01-21,Operations,Administrative,10775.14
EXP0004338,6300,CC0010,Department 2,2026-08-10,SG&A,Administrative,16898.39
EXP0004339,6300,CC0011,Department 3,2026-07-13,Sales,Sales,16595.56
EXP0004340,6500,CC0004,Department 4,2025-03-13,Marketing,Marketing,20692.5
EXP0004341,6300,CC0009,Department 1,2025-07-30,Sales,Sales,718.04
EXP0004342,6400,CC0014,Department 6,2025-06-13,SG&A,Administrative,7014.39
EXP0004343,6500,CC0018,Department 2,2026-06-22,SG&A,Administrative,603.23
EXP0004344,6400,CC0020,Department 4,2026-01-31,SG&A,Administrative,22277.87
EXP0004345,6400,CC0002,Department 2,2025-10-24,Sales,Sales,8955.44
EXP0004346,6500,CC0004,Department 4,2026-02-01,Marketing,Marketing,22701.48
EXP0004347,6100,CC0012,Department 4,2026-04-29,Marketing,Marketing,15313.66
EXP0004348,6400,CC0014,Department 6,2026-07-01,Sales,Sales,17265.62
EXP0004349,6300,CC0018,Department 2,2025-04-16,Sales,Sales,1010.49
EXP0004350,6400,CC0005,Department 5,2026-11-14,Marketing,Marketing,17851.13
EXP0004351,6200,CC0008,Department 8,2026-05-31,Sales,Sales,19552.62
EXP0004352,6200,CC0013,Department 5,2025-07-28,Sales,Sales,4084.38
EXP0004353,6100,CC0014,Department 6,2025-12-17,Marketing,Marketing,11027.22
EXP0004354,6100,CC0007,Department 7,2025-02-03,SG&A,Administrative,17737.17
EXP0004355,6400,CC0003,Department 3,2025-08-18,Sales,Sales,13605.46
EXP0004356,6400,CC0001,Department 1,2025-02-22,Marketing,Marketing,15618.38
EXP0004357,6300,CC0003,Department 3,2026-01-08,Sales,Sales,20464.21
EXP0004358,6400,CC0014,Department 6,2025-02-27,Marketing,Marketing,12317.14
EXP0004359,6500,CC0003,Department 3,2025-12-13,SG&A,Administrative,16548.89
EXP0004360,6100,CC0019,Department 3,2025-09-06,Marketing,Marketing,16645.74
EXP0004361,6400,CC0009,Department 1,2025-08-25,Sales,Sales,6946.37
EXP0004362,6200,CC0011,Department 3,2026-09-27,SG&A,Administrative,2393.02
EXP0004363,6200,CC0007,Department 7,2026-06-05,SG&A,Administrative,21338.52
EXP0004364,6300,CC0018,Department 2,2026-02-21,SG&A,Administrative,20348.67
EXP0004365,6300,CC0018,Department 2,2025-01-01,Marketing,Marketing,13827.5
EXP0004366,6300,CC0017,Department 1,2025-12-11,Sales,Sales,12361.55
EXP0004367,6400,CC0010,Department 2,2026-08-10,Sales,Sales,23889.26
EXP0004368,6200,CC0008,Department 8,2026-07-17,SG&A,Administrative,8966.49
EXP0004369,6500,CC0009,Department 1,2025-10-05,SG&A,Administrative,10475.98
EXP0004370,6400,CC0020,Department 4,2025-04-03,Operations,Administrative,21451.12
EXP0004371,6400,CC0012,Department 4,2026-01-11,Sales,Sales,18887.87
EXP0004372,6200,CC0016,Department 8,2026-09-13,Sales,Sales,847.21
EXP0004373,6500,CC0009,Department 1,2026-08-06,SG&A,Administrative,321.65
EXP0004374,6300,CC0020,Department 4,2026-01-15,Sales,Sales,6342.77
EXP0004375,6300,CC0002,Department 2,2026-01-04,Operations,Administrative,9168.62
EXP0004376,6100,CC0012,Department 4,2025-03-13,Operations,Administrative,20728.78
EXP0004377,6200,CC0004,Department 4,2026-07-06,Marketing,Marketing,24339.29
EXP0004378,6100,CC0004,Department 4,2025-07-18,SG&A,Administrative,12336.19
EXP0004379,6400,CC0004,Department 4,2026-01-09,Marketing,Marketing,11156.02
EXP0004380,6200,CC0018,Department 2,2026-05-12,SG&A,Administrative,3193.73
EXP0004381,6300,CC0017,Department 1,2026-10-30,Sales,Sales,1488.81
EXP0004382,6200,CC0005,Department 5,2026-05-12,Operations,Administrative,5726.34
EXP0004383,6200,CC0009,Department 1,2026-06-06,SG&A,Administrative,9603.4
EXP0004384,6500,CC0005,Department 5,2025-04-19,SG&A,Administrative,19442.32
EXP0004385,6100,CC0019,Department 3,2025-06-10,Sales,Sales,16326.48
EXP0004386,6300,CC0016,Department 8,2026-07-07,Operations,Administrative,16851.43
EXP0004387,6400,CC0018,Department 2,2026-02-04,Marketing,Marketing,7773.43
EXP0004388,6300,CC0018,Department 2,2026-11-13,Sales,Sales,22561.95
EXP0004389,6400,CC0014,Department 6,2026-05-01,SG&A,Administrative,541.04
EXP0004390,6300,CC0020,Department 4,2025-01-22,Operations,Administrative,11873.43
EXP0004391,6200,CC0005,Department 5,2025-11-05,Marketing,Marketing,17328.46
EXP0004392,6300,CC0003,Department 3,2025-08-13,SG&A,Administrative,8351.98
EXP0004393,6200,CC0019,Department 3,2025-02-18,Marketing,Marketing,18936.7
EXP0004394,6100,CC0001,Department 1,2026-04-08,Sales,Sales,20012.25
EXP0004395,6500,CC0020,Department 4,2025-04-26,Operations,Administrative,7301.19
EXP0004396,6100,CC0014,Department 6,2025-02-22,Sales,Sales,13319.12
EXP0004397,6300,CC0020,Department 4,2026-09-22,Operations,Administrative,5924.02
EXP0004398,6300,CC0014,Department 6,2025-12-20,Operations,Administrative,17351.56
EXP0004399,6500,CC0006,Department 6,2025-06-18,Sales,Sales,1349.04
EXP0004400,6400,CC0003,Department 3,2026-04-11,Marketing,Marketing,5538.56
EXP0004401,6300,CC0010,Department 2,2026-04-22,SG&A,Administrative,1567.57
EXP0004402,6500,CC0002,Department 2,2026-02-22,Marketing,Marketing,20497.72
EXP0004403,6500,CC0017,Department 1,2025-06-21,Marketing,Marketing,4711.65
EXP0004404,6400,CC0013,Department 5,2026-03-20,Sales,Sales,3995.99
EXP0004405,6300,CC0006,Department 6,2026-09-27,Sales,Sales,23571.45
EXP0004406,6500,CC0002,Department 2,2026-05-02,Sales,Sales,20022.43
EXP0004407,6300,CC0001,Department 1,2025-05-18,Operations,Administrative,15202.82
EXP0004408,6200,CC0016,Department 8,2026-03-07,SG&A,Administrative,24847.83
EXP0004409,6100,CC0010,Department 2,2025-08-06,SG&A,Administrative,19647.48
EXP0004410,6400,CC0017,Department 1,2025-08-06,SG&A,Administrative,15735.2
EXP0004411,6200,CC0017,Department 1,2026-02-27,Marketing,Marketing,12724.79
EXP0004412,6400,CC0004,Department 4,2025-05-16,Operations,Administrative,8644.34
EXP0004413,6500,CC0010,Department 2,2025-08-10,SG&A,Administrative,13090.79
EXP0004414,6100,CC0009,Department 1,2025-04-25,Sales,Sales,5789.9
EXP0004415,6500,CC0020,Department 4,2026-08-11,Operations,Administrative,787.78
EXP0004416,6400,CC0009,Department 1,2026-01-06,Sales,Sales,7337.44
EXP0004417,6500,CC0007,Department 7,2026-05-22,Marketing,Marketing,17542.03
EXP0004418,6300,CC0003,Department 3,2026-02-19,Operations,Administrative,12386.33
EXP0004419,6400,CC0010,Department 2,2025-06-16,Operations,Administrative,13561.31
EXP0004420,6400,CC0011,Department 3,2025-03-27,Sales,Sales,17798.91
EXP0004421,6300,CC0005,Department 5,2026-11-13,Sales,Sales,20218.78
EXP0004422,6500,CC0012,Department 4,2026-05-31,SG&A,Administrative,19982.61
EXP0004423,6400,CC0018,Department 2,2025-06-08,SG&A,Administrative,15670.92
EXP0004424,6200,CC0004,Department 4,2025-07-14,Sales,Sales,19895.39
EXP0004425,6300,CC0013,Department 5,2025-11-12,Marketing,Marketing,15360.86
