Journal_ID,Posting_Date,GL_Account,Account_Type,Cost_Center,Profit_Center,Amount,Currency,Fiscal_Period,Fiscal_Year
JRN0003910,2026-01-05,5000,COGS,CC0004,PC004,-33753.75,USD,1,2026
JRN0003911,2025-05-23,4000,Revenue,CC0012,PC002,9730.5,USD,5,2025
JRN0003912,2026-03-13,5000,COGS,CC0020,PC010,-48762.82,USD,3,2026
JRN0003913,2026-11-12,4000,Revenue,CC0011,PC001,36975.43,USD,11,2026
JRN0003914,2025-03-30,6100,Operating Expense,CC0009,PC009,-9250.7,USD,3,2025
JRN0003915,2026-07-12,5000,COGS,CC0005,PC005,-21055.01,USD,7,2026
JRN0003916,2026-06-02,5000,COGS,CC0005,PC005,-2743.0,USD,6,2026
JRN0003917,2026-05-14,4000,Revenue,CC0008,PC008,9464.12,USD,5,2026
JRN0003918,2025-11-03,4000,Revenue,CC0007,PC007,13709.56,USD,11,2025
JRN0003919,2026-12-03,6100,Operating Expense,CC0012,PC002,-49808.94,USD,12,2026
JRN0003920,2025-03-31,5000,COGS,CC0011,PC001,-30129.99,USD,3,2025
JRN0003921,2026-08-02,4000,Revenue,CC0008,PC008,30456.95,USD,8,2026
JRN0003922,2025-04-01,6200,Operating Expense,CC0018,PC008,-39119.37,USD,4,2025
JRN0003923,2025-02-07,5000,COGS,CC0012,PC002,-4685.82,USD,2,2025
JRN0003924,2025-10-11,6200,Operating Expense,CC0002,PC002,-35194.23,USD,10,2025
JRN0003925,2026-04-14,6200,Operating Expense,CC0010,PC010,-30837.28,USD,4,2026
JRN0003926,2025-05-19,6100,Operating Expense,CC0015,PC005,-37059.88,USD,5,2025
JRN0003927,2026-07-08,5000,COGS,CC0016,PC006,-28898.15,USD,7,2026
JRN0003928,2025-03-21,6200,Operating Expense,CC0001,PC001,-32110.25,USD,3,2025
JRN0003929,2025-07-08,6200,Operating Expense,CC0014,PC004,-27274.2,USD,7,2025
JRN0003930,2026-10-29,5000,COGS,CC0018,PC008,-18245.28,USD,10,2026
JRN0003931,2025-06-28,6100,Operating Expense,CC0016,PC006,-2735.69,USD,6,2025
JRN0003932,2026-09-28,6100,Operating Expense,CC0009,PC009,-23610.89,USD,9,2026
JRN0003933,2026-11-13,4000,Revenue,CC0016,PC006,38036.83,USD,11,2026
JRN0003934,2026-04-17,4000,Revenue,CC0015,PC005,24199.11,USD,4,2026
JRN0003935,2025-04-02,6200,Operating Expense,CC0017,PC007,-45685.42,USD,4,2025
JRN0003936,2025-01-10,6200,Operating Expense,CC0005,PC005,-49240.56,USD,1,2025
JRN0003937,2025-05-03,5000,COGS,CC0019,PC009,-38819.41,USD,5,2025
JRN0003938,2025-03-02,4000,Revenue,CC0002,PC002,8623.47,USD,3,2025
JRN0003939,2025-06-02,6100,Operating Expense,CC0001,PC001,-40352.15,USD,6,2025
JRN0003940,2025-10-12,6200,Operating Expense,CC0016,PC006,-3297.78,USD,10,2025
JRN0003941,2026-01-14,4000,Revenue,CC0007,PC007,991.98,USD,1,2026
JRN0003942,2026-05-24,6200,Operating Expense,CC0020,PC010,-29999.88,USD,5,2026
JRN0003943,2025-09-25,6200,Operating Expense,CC0018,PC008,-9617.44,USD,9,2025
JRN0003944,2025-08-17,4000,Revenue,CC0013,PC003,26989.89,USD,8,2025
JRN0003945,2026-04-03,5000,COGS,CC0020,PC010,-11063.51,USD,4,2026
JRN0003946,2025-07-21,6200,Operating Expense,CC0013,PC003,-45336.57,USD,7,2025
JRN0003947,2025-04-08,6100,Operating Expense,CC0007,PC007,-37802.85,USD,4,2025
JRN0003948,2025-03-17,5000,COGS,CC0009,PC009,-1560.49,USD,3,2025
JRN0003949,2026-02-17,6200,Operating Expense,CC0020,PC010,-20072.12,USD,2,2026
JRN0003950,2025-10-10,6200,Operating Expense,CC0006,PC006,-17978.29,USD,10,2025
JRN0003951,2026-10-23,5000,COGS,CC0002,PC002,-38951.84,USD,10,2026
JRN0003952,2025-06-18,5000,COGS,CC0001,PC001,-1446.2,USD,6,2025
JRN0003953,2026-11-23,6100,Operating Expense,CC0006,PC006,-39194.75,USD,11,2026
JRN0003954,2026-05-02,6200,Operating Expense,CC0017,PC007,-35090.46,USD,5,2026
JRN0003955,2025-08-22,5000,COGS,CC0001,PC001,-34340.95,USD,8,2025
JRN0003956,2025-10-28,6200,Operating Expense,CC0010,PC010,-40780.41,USD,10,2025
JRN0003957,2026-03-07,6200,Operating Expense,CC0006,PC006,-22256.44,USD,3,2026
JRN0003958,2026-01-27,6200,Operating Expense,CC0002,PC002,-19153.58,USD,1,2026
JRN0003959,2025-12-02,6100,Operating Expense,CC0016,PC006,-13361.37,USD,12,2025
JRN0003960,2026-01-14,5000,COGS,CC0018,PC008,-42382.02,USD,1,2026
JRN0003961,2026-02-26,6100,Operating Expense,CC0016,PC006,-7600.62,USD,2,2026
JRN0003962,2025-01-22,5000,COGS,CC0017,PC007,-33325.88,USD,1,2025
JRN0003963,2026-08-15,6100,Operating Expense,CC0018,PC008,-24165.08,USD,8,2026
JRN0003964,2025-08-26,6200,Operating Expense,CC0003,PC003,-7812.73,USD,8,2025
JRN0003965,2026-08-03,6100,Operating Expense,CC0005,PC005,-30882.39,USD,8,2026
JRN0003966,2026-09-07,4000,Revenue,CC0012,PC002,14204.94,USD,9,2026
JRN0003967,2025-08-25,6200,Operating Expense,CC0010,PC010,-34269.51,USD,8,2025
JRN0003968,2025-08-13,6200,Operating Expense,CC0008,PC008,-23473.04,USD,8,2025
JRN0003969,2025-12-25,5000,COGS,CC0018,PC008,-43217.56,USD,12,2025
JRN0003970,2025-07-23,6100,Operating Expense,CC0007,PC007,-9642.04,USD,7,2025
JRN0003971,2025-11-07,4000,Revenue,CC0001,PC001,10782.0,USD,11,2025
JRN0003972,2025-02-06,4000,Revenue,CC0018,PC008,1047.64,USD,2,2025
JRN0003973,2026-02-15,6100,Operating Expense,CC0007,PC007,-6970.92,USD,2,2026
JRN0003974,2025-12-30,6200,Operating Expense,CC0004,PC004,-40393.96,USD,12,2025
JRN0003975,2026-08-19,4000,Revenue,CC0018,PC008,30523.97,USD,8,2026
JRN0003976,2026-12-15,6200,Operating Expense,CC0015,PC005,-19598.29,USD,12,2026
JRN0003977,2025-07-16,6200,Operating Expense,CC0014,PC004,-34162.8,USD,7,2025
JRN0003978,2025-12-11,4000,Revenue,CC0005,PC005,34894.72,USD,12,2025
JRN0003979,2026-02-21,4000,Revenue,CC0013,PC003,34685.81,USD,2,2026
JRN0003980,2026-03-16,6100,Operating Expense,CC0001,PC001,-8887.5,USD,3,2026
JRN0003981,2025-06-25,6200,Operating Expense,CC0019,PC009,-11119.15,USD,6,2025
JRN0003982,2025-01-18,6200,Operating Expense,CC0005,PC005,-9002.66,USD,1,2025
JRN0003983,2026-07-14,6100,Operating Expense,CC0015,PC005,-9011.4,USD,7,2026
JRN0003984,2026-01-28,6100,Operating Expense,CC0015,PC005,-40797.13,USD,1,2026
JRN0003985,2025-01-22,4000,Revenue,CC0019,PC009,29003.94,USD,1,2025
JRN0003986,2026-08-05,5000,COGS,CC0004,PC004,-14632.88,USD,8,2026
JRN0003987,2025-09-17,6200,Operating Expense,CC0007,PC007,-19205.54,USD,9,2025
JRN0003988,2026-05-24,5000,COGS,CC0013,PC003,-47095.7,USD,5,2026
JRN0003989,2026-04-24,5000,COGS,CC0017,PC007,-32694.33,USD,4,2026
JRN0003990,2026-12-10,6100,Operating Expense,CC0009,PC009,-42872.29,USD,12,2026
JRN0003991,2025-10-24,6100,Operating Expense,CC0002,PC002,-27625.88,USD,10,2025
JRN0003992,2025-01-17,6200,Operating Expense,CC0018,PC008,-12663.8,USD,1,2025
JRN0003993,2025-05-17,4000,Revenue,CC0006,PC006,43262.91,USD,5,2025
JRN0003994,2025-11-28,6100,Operating Expense,CC0010,PC010,-24027.01,USD,11,2025
JRN0003995,2025-06-10,6200,Operating Expense,CC0007,PC007,-8453.58,USD,6,2025
JRN0003996,2025-06-16,4000,Revenue,CC0003,PC003,26186.74,USD,6,2025
JRN0003997,2025-01-06,5000,COGS,CC0008,PC008,-44906.87,USD,1,2025
JRN0003998,2025-02-15,6100,Operating Expense,CC0001,PC001,-20047.89,USD,2,2025
JRN0003999,2025-07-19,5000,COGS,CC0009,PC009,-7310.95,USD,7,2025
JRN0004000,2025-05-18,5000,COGS,CC0009,PC009,-32563.66,USD,5,2025
JRN0004001,2026-03-08,5000,COGS,CC0003,PC003,-30640.48,USD,3,2026
JRN0004002,2025-11-12,4000,Revenue,CC0001,PC001,254.05,USD,11,2025
JRN0004003,2025-08-11,4000,Revenue,CC0005,PC005,11291.01,USD,8,2025
JRN0004004,2026-03-04,4000,Revenue,CC0012,PC002,26975.68,USD,3,2026
JRN0004005,2025-08-26,4000,Revenue,CC0015,PC005,17259.19,USD,8,2025
JRN0004006,2025-05-24,4000,Revenue,CC0018,PC008,12471.61,USD,5,2025
JRN0004007,2026-04-03,6100,Operating Expense,CC0006,PC006,-36559.85,USD,4,2026
JRN0004008,2025-06-22,6200,Operating Expense,CC0014,PC004,-46937.51,USD,6,2025
JRN0004009,2025-08-04,5000,COGS,CC0015,PC005,-34873.15,USD,8,2025
JRN0004010,2026-03-23,6100,Operating Expense,CC0008,PC008,-28633.85,USD,3,2026
JRN0004011,2026-08-03,4000,Revenue,CC0008,PC008,43800.92,USD,8,2026
JRN0004012,2025-04-30,4000,Revenue,CC0006,PC006,36788.19,USD,4,2025
JRN0004013,2025-04-11,4000,Revenue,CC0010,PC010,44375.25,USD,4,2025
JRN0004014,2025-02-24,6100,Operating Expense,CC0006,PC006,-9475.42,USD,2,2025
JRN0004015,2025-10-07,6200,Operating Expense,CC0018,PC008,-7263.15,USD,10,2025
JRN0004016,2026-05-25,5000,COGS,CC0011,PC001,-14812.34,USD,5,2026
JRN0004017,2026-07-20,5000,COGS,CC0001,PC001,-48008.53,USD,7,2026
JRN0004018,2026-12-08,6200,Operating Expense,CC0013,PC003,-6557.77,USD,12,2026
JRN0004019,2025-11-11,4000,Revenue,CC0003,PC003,12468.8,USD,11,2025
JRN0004020,2026-10-18,4000,Revenue,CC0018,PC008,39649.22,USD,10,2026
JRN0004021,2026-11-15,6200,Operating Expense,CC0003,PC003,-21877.97,USD,11,2026
JRN0004022,2026-01-12,6100,Operating Expense,CC0011,PC001,-25302.94,USD,1,2026
JRN0004023,2025-09-24,6200,Operating Expense,CC0019,PC009,-29384.39,USD,9,2025
JRN0004024,2025-10-21,4000,Revenue,CC0016,PC006,14852.89,USD,10,2025
JRN0004025,2025-04-18,4000,Revenue,CC0016,PC006,38865.61,USD,4,2025
JRN0004026,2025-02-22,6200,Operating Expense,CC0014,PC004,-22752.79,USD,2,2025
JRN0004027,2025-06-10,4000,Revenue,CC0002,PC002,25551.34,USD,6,2025
JRN0004028,2025-08-28,5000,COGS,CC0001,PC001,-20112.23,USD,8,2025
JRN0004029,2026-08-09,4000,Revenue,CC0015,PC005,25048.88,USD,8,2026
JRN0004030,2025-04-28,6100,Operating Expense,CC0016,PC006,-2172.44,USD,4,2025
JRN0004031,2026-06-24,4000,Revenue,CC0005,PC005,16309.16,USD,6,2026
JRN0004032,2025-03-12,5000,COGS,CC0008,PC008,-28206.05,USD,3,2025
JRN0004033,2025-02-23,4000,Revenue,CC0011,PC001,41975.71,USD,2,2025
JRN0004034,2026-10-17,5000,COGS,CC0018,PC008,-27432.45,USD,10,2026
JRN0004035,2025-03-29,5000,COGS,CC0016,PC006,-5376.06,USD,3,2025
JRN0004036,2025-10-28,5000,COGS,CC0016,PC006,-15705.04,USD,10,2025
JRN0004037,2025-01-31,6100,Operating Expense,CC0005,PC005,-23381.86,USD,1,2025
JRN0004038,2025-08-14,6200,Operating Expense,CC0005,PC005,-42724.08,USD,8,2025
JRN0004039,2025-05-14,4000,Revenue,CC0014,PC004,48651.91,USD,5,2025
JRN0004040,2025-09-12,6100,Operating Expense,CC0001,PC001,-4762.89,USD,9,2025
JRN0004041,2026-05-25,4000,Revenue,CC0008,PC008,38512.44,USD,5,2026
JRN0004042,2025-12-16,6100,Operating Expense,CC0014,PC004,-31732.41,USD,12,2025
JRN0004043,2025-10-02,6100,Operating Expense,CC0014,PC004,-40155.45,USD,10,2025
JRN0004044,2026-04-06,6100,Operating Expense,CC0009,PC009,-28523.61,USD,4,2026
JRN0004045,2026-01-01,6200,Operating Expense,CC0003,PC003,-23739.2,USD,1,2026
JRN0004046,2025-10-26,6100,Operating Expense,CC0018,PC008,-9101.7,USD,10,2025
JRN0004047,2026-04-30,5000,COGS,CC0015,PC005,-12313.0,USD,4,2026
JRN0004048,2025-08-23,5000,COGS,CC0012,PC002,-1414.92,USD,8,2025
JRN0004049,2025-07-08,6100,Operating Expense,CC0015,PC005,-27617.63,USD,7,2025
JRN0004050,2025-05-07,6100,Operating Expense,CC0010,PC010,-21369.1,USD,5,2025
JRN0004051,2026-02-06,5000,COGS,CC0009,PC009,-19094.76,USD,2,2026
JRN0004052,2026-12-06,5000,COGS,CC0009,PC009,-20130.48,USD,12,2026
JRN0004053,2026-07-20,6100,Operating Expense,CC0005,PC005,-11392.35,USD,7,2026
JRN0004054,2025-03-01,5000,COGS,CC0005,PC005,-48146.23,USD,3,2025
JRN0004055,2026-12-25,5000,COGS,CC0005,PC005,-46616.67,USD,12,2026
JRN0004056,2025-07-17,6100,Operating Expense,CC0009,PC009,-12098.11,USD,7,2025
JRN0004057,2025-04-11,6200,Operating Expense,CC0017,PC007,-16504.79,USD,4,2025
JRN0004058,2026-06-19,6100,Operating Expense,CC0005,PC005,-28742.76,USD,6,2026
JRN0004059,2026-04-03,5000,COGS,CC0005,PC005,-12628.45,USD,4,2026
JRN0004060,2026-02-06,6200,Operating Expense,CC0019,PC009,-38940.63,USD,2,2026
JRN0004061,2025-09-24,6200,Operating Expense,CC0009,PC009,-810.27,USD,9,2025
JRN0004062,2025-02-16,6100,Operating Expense,CC0010,PC010,-17554.28,USD,2,2025
JRN0004063,2026-09-29,6200,Operating Expense,CC0017,PC007,-15788.49,USD,9,2026
JRN0004064,2026-09-12,4000,Revenue,CC0001,PC001,42147.26,USD,9,2026
JRN0004065,2025-02-03,5000,COGS,CC0016,PC006,-22085.8,USD,2,2025
JRN0004066,2025-01-10,4000,Revenue,CC0020,PC010,35249.04,USD,1,2025
JRN0004067,2026-11-12,6200,Operating Expense,CC0002,PC002,-40364.47,USD,11,2026
JRN0004068,2025-04-04,6200,Operating Expense,CC0005,PC005,-38215.4,USD,4,2025
JRN0004069,2026-04-03,6100,Operating Expense,CC0003,PC003,-40291.62,USD,4,2026
JRN0004070,2026-01-22,5000,COGS,CC0003,PC003,-11390.86,USD,1,2026
JRN0004071,2026-05-03,5000,COGS,CC0001,PC001,-14672.11,USD,5,2026
JRN0004072,2025-05-13,6100,Operating Expense,CC0005,PC005,-39036.46,USD,5,2025
JRN0004073,2026-03-22,6100,Operating Expense,CC0008,PC008,-7241.11,USD,3,2026
JRN0004074,2026-04-14,5000,COGS,CC0001,PC001,-21682.51,USD,4,2026
JRN0004075,2026-06-10,6100,Operating Expense,CC0008,PC008,-21292.63,USD,6,2026
JRN0004076,2026-05-04,6100,Operating Expense,CC0019,PC009,-36517.59,USD,5,2026
JRN0004077,2026-02-28,5000,COGS,CC0007,PC007,-595.3,USD,2,2026
JRN0004078,2025-01-23,6100,Operating Expense,CC0002,PC002,-29623.33,USD,1,2025
JRN0004079,2026-02-09,4000,Revenue,CC0017,PC007,15933.79,USD,2,2026
JRN0004080,2026-09-12,6200,Operating Expense,CC0014,PC004,-28359.06,USD,9,2026
JRN0004081,2025-03-25,4000,Revenue,CC0005,PC005,22183.53,USD,3,2025
JRN0004082,2026-12-01,6100,Operating Expense,CC0005,PC005,-41784.77,USD,12,2026
JRN0004083,2026-04-29,6200,Operating Expense,CC0011,PC001,-15381.81,USD,4,2026
JRN0004084,2025-12-20,6100,Operating Expense,CC0011,PC001,-43777.98,USD,12,2025
JRN0004085,2025-09-20,4000,Revenue,CC0013,PC003,32495.11,USD,9,2025
JRN0004086,2026-03-23,5000,COGS,CC0003,PC003,-39533.26,USD,3,2026
JRN0004087,2025-06-07,5000,COGS,CC0018,PC008,-12917.76,USD,6,2025
JRN0004088,2026-12-03,5000,COGS,CC0003,PC003,-43537.21,USD,12,2026
JRN0004089,2025-04-28,4000,Revenue,CC0008,PC008,49781.91,USD,4,2025
JRN0004090,2025-01-28,4000,Revenue,CC0001,PC001,25360.66,USD,1,2025
JRN0004091,2026-07-14,4000,Revenue,CC0004,PC004,39283.58,USD,7,2026
JRN0004092,2026-10-01,4000,Revenue,CC0012,PC002,2873.83,USD,10,2026
JRN0004093,2025-01-05,5000,COGS,CC0016,PC006,-12570.78,USD,1,2025
JRN0004094,2026-06-25,6100,Operating Expense,CC0016,PC006,-38832.34,USD,6,2026
JRN0004095,2025-11-06,5000,COGS,CC0009,PC009,-26737.96,USD,11,2025
JRN0004096,2025-06-17,6200,Operating Expense,CC0011,PC001,-4977.09,USD,6,2025
JRN0004097,2026-11-26,4000,Revenue,CC0019,PC009,287.21,USD,11,2026
JRN0004098,2026-06-21,4000,Revenue,CC0018,PC008,2666.28,USD,6,2026
JRN0004099,2025-04-10,6200,Operating Expense,CC0005,PC005,-48653.26,USD,4,2025
JRN0004100,2025-11-19,5000,COGS,CC0016,PC006,-35058.82,USD,11,2025
JRN0004101,2026-11-02,4000,Revenue,CC0008,PC008,12661.92,USD,11,2026
JRN0004102,2025-04-28,5000,COGS,CC0002,PC002,-17338.27,USD,4,2025
JRN0004103,2026-01-22,6100,Operating Expense,CC0020,PC010,-14524.25,USD,1,2026
JRN0004104,2025-04-25,6100,Operating Expense,CC0009,PC009,-22631.33,USD,4,2025
JRN0004105,2026-07-29,5000,COGS,CC0016,PC006,-30300.4,USD,7,2026
JRN0004106,2025-01-28,6100,Operating Expense,CC0006,PC006,-35860.83,USD,1,2025
JRN0004107,2025-08-23,4000,Revenue,CC0020,PC010,41503.94,USD,8,2025
JRN0004108,2026-12-14,6200,Operating Expense,CC0009,PC009,-3162.23,USD,12,2026
JRN0004109,2025-05-28,5000,COGS,CC0010,PC010,-17157.2,USD,5,2025
JRN0004110,2026-07-12,4000,Revenue,CC0018,PC008,38466.22,USD,7,2026
JRN0004111,2025-06-21,4000,Revenue,CC0002,PC002,8344.29,USD,6,2025
JRN0004112,2026-12-27,6200,Operating Expense,CC0004,PC004,-36422.03,USD,12,2026
JRN0004113,2026-11-21,4000,Revenue,CC0001,PC001,21211.5,USD,11,2026
JRN0004114,2026-01-29,6200,Operating Expense,CC0019,PC009,-41038.96,USD,1,2026
JRN0004115,2025-08-15,6100,Operating Expense,CC0011,PC001,-12749.36,USD,8,2025
JRN0004116,2026-01-05,6200,Operating Expense,CC0015,PC005,-5643.16,USD,1,2026
JRN0004117,2025-08-03,4000,Revenue,CC0011,PC001,24990.67,USD,8,2025
JRN0004118,2026-01-27,4000,Revenue,CC0008,PC008,13903.41,USD,1,2026
JRN0004119,2026-12-22,5000,COGS,CC0011,PC001,-26677.52,USD,12,2026
JRN0004120,2026-11-27,4000,Revenue,CC0005,PC005,34322.89,USD,11,2026
JRN0004121,2026-09-15,5000,COGS,CC0008,PC008,-27599.9,USD,9,2026
JRN0004122,2026-02-13,4000,Revenue,CC0007,PC007,13593.9,USD,2,2026
JRN0004123,2026-05-28,4000,Revenue,CC0009,PC009,30948.58,USD,5,2026
JRN0004124,2026-06-09,5000,COGS,CC0007,PC007,-1284.61,USD,6,2026
JRN0004125,2026-07-11,6100,Operating Expense,CC0007,PC007,-32835.08,USD,7,2026
JRN0004126,2026-08-19,6200,Operating Expense,CC0012,PC002,-18164.07,USD,8,2026
JRN0004127,2026-02-21,5000,COGS,CC0015,PC005,-49458.89,USD,2,2026
JRN0004128,2026-07-24,6200,Operating Expense,CC0010,PC010,-22611.77,USD,7,2026
JRN0004129,2025-01-24,5000,COGS,CC0018,PC008,-48774.29,USD,1,2025
JRN0004130,2026-01-29,6200,Operating Expense,CC0016,PC006,-12783.15,USD,1,2026
JRN0004131,2025-11-11,6200,Operating Expense,CC0010,PC010,-18089.32,USD,11,2025
JRN0004132,2026-05-20,4000,Revenue,CC0005,PC005,42513.32,USD,5,2026
JRN0004133,2026-11-13,5000,COGS,CC0003,PC003,-732.34,USD,11,2026
JRN0004134,2026-09-09,4000,Revenue,CC0016,PC006,31787.66,USD,9,2026
JRN0004135,2025-08-13,4000,Revenue,CC0010,PC010,6049.3,USD,8,2025
JRN0004136,2026-08-06,4000,Revenue,CC0017,PC007,27483.79,USD,8,2026
JRN0004137,2025-04-26,4000,Revenue,CC0010,PC010,21578.16,USD,4,2025
JRN0004138,2025-11-05,6100,Operating Expense,CC0007,PC007,-19358.57,USD,11,2025
JRN0004139,2025-08-10,4000,Revenue,CC0002,PC002,45123.14,USD,8,2025
JRN0004140,2025-08-20,6200,Operating Expense,CC0004,PC004,-20341.37,USD,8,2025
JRN0004141,2025-07-02,4000,Revenue,CC0006,PC006,9145.09,USD,7,2025
JRN0004142,2025-01-21,6100,Operating Expense,CC0009,PC009,-19441.47,USD,1,2025
JRN0004143,2025-10-30,5000,COGS,CC0014,PC004,-10545.44,USD,10,2025
JRN0004144,2025-10-31,6100,Operating Expense,CC0017,PC007,-33232.5,USD,10,2025
JRN0004145,2026-04-19,5000,COGS,CC0007,PC007,-4053.77,USD,4,2026
JRN0004146,2025-03-07,6100,Operating Expense,CC0005,PC005,-31504.46,USD,3,2025
JRN0004147,2025-04-15,6200,Operating Expense,CC0012,PC002,-18260.17,USD,4,2025
JRN0004148,2026-01-08,5000,COGS,CC0007,PC007,-3079.61,USD,1,2026
JRN0004149,2026-12-01,6200,Operating Expense,CC0010,PC010,-38100.28,USD,12,2026
JRN0004150,2025-07-15,4000,Revenue,CC0008,PC008,21638.3,USD,7,2025
JRN0004151,2025-05-26,4000,Revenue,CC0006,PC006,24943.12,USD,5,2025
JRN0004152,2025-11-04,6100,Operating Expense,CC0012,PC002,-10247.13,USD,11,2025
JRN0004153,2026-10-11,6200,Operating Expense,CC0011,PC001,-31271.99,USD,10,2026
JRN0004154,2026-06-22,6200,Operating Expense,CC0017,PC007,-6600.02,USD,6,2026
JRN0004155,2025-11-01,6100,Operating Expense,CC0007,PC007,-38383.71,USD,11,2025
JRN0004156,2026-12-21,6200,Operating Expense,CC0012,PC002,-18615.78,USD,12,2026
JRN0004157,2025-04-10,6200,Operating Expense,CC0010,PC010,-33214.38,USD,4,2025
JRN0004158,2026-03-15,4000,Revenue,CC0012,PC002,9845.2,USD,3,2026
JRN0004159,2026-12-26,4000,Revenue,CC0002,PC002,1554.68,USD,12,2026
JRN0004160,2025-10-19,4000,Revenue,CC0015,PC005,8784.88,USD,10,2025
JRN0004161,2026-10-13,5000,COGS,CC0004,PC004,-39933.8,USD,10,2026
JRN0004162,2025-04-26,4000,Revenue,CC0012,PC002,27171.87,USD,4,2025
JRN0004163,2025-05-25,5000,COGS,CC0007,PC007,-24384.83,USD,5,2025
JRN0004164,2025-05-09,5000,COGS,CC0012,PC002,-38715.82,USD,5,2025
JRN0004165,2025-10-27,4000,Revenue,CC0006,PC006,32035.87,USD,10,2025
JRN0004166,2026-03-08,5000,COGS,CC0009,PC009,-42061.06,USD,3,2026
JRN0004167,2026-05-09,6100,Operating Expense,CC0009,PC009,-15105.32,USD,5,2026
JRN0004168,2026-02-15,6200,Operating Expense,CC0008,PC008,-3734.13,USD,2,2026
JRN0004169,2025-04-12,6200,Operating Expense,CC0003,PC003,-42307.44,USD,4,2025
JRN0004170,2025-07-09,4000,Revenue,CC0002,PC002,49628.01,USD,7,2025
JRN0004171,2025-02-28,6200,Operating Expense,CC0015,PC005,-2784.89,USD,2,2025
JRN0004172,2025-01-14,6200,Operating Expense,CC0020,PC010,-14501.5,USD,1,2025
JRN0004173,2025-12-13,6100,Operating Expense,CC0020,PC010,-4957.92,USD,12,2025
JRN0004174,2026-01-03,6100,Operating Expense,CC0017,PC007,-27671.25,USD,1,2026
JRN0004175,2026-06-04,4000,Revenue,CC0016,PC006,19792.61,USD,6,2026
JRN0004176,2025-04-07,4000,Revenue,CC0016,PC006,19425.41,USD,4,2025
JRN0004177,2026-01-03,5000,COGS,CC0005,PC005,-14456.59,USD,1,2026
JRN0004178,2026-04-13,6100,Operating Expense,CC0003,PC003,-15802.1,USD,4,2026
JRN0004179,2025-08-28,6100,Operating Expense,CC0010,PC010,-37433.89,USD,8,2025
JRN0004180,2025-09-25,5000,COGS,CC0003,PC003,-46742.37,USD,9,2025
JRN0004181,2026-03-13,6200,Operating Expense,CC0004,PC004,-40568.02,USD,3,2026
JRN0004182,2025-05-19,6100,Operating Expense,CC0008,PC008,-15538.18,USD,5,2025
JRN0004183,2025-06-12,6100,Operating Expense,CC0010,PC010,-43687.78,USD,6,2025
JRN0004184,2025-11-27,6200,Operating Expense,CC0020,PC010,-20486.6,USD,11,2025
JRN0004185,2026-09-20,4000,Revenue,CC0014,PC004,28203.56,USD,9,2026
JRN0004186,2026-04-13,4000,Revenue,CC0014,PC004,8455.54,USD,4,2026
JRN0004187,2025-09-30,6200,Operating Expense,CC0009,PC009,-36430.64,USD,9,2025
JRN0004188,2026-03-18,4000,Revenue,CC0001,PC001,16202.16,USD,3,2026
JRN0004189,2025-05-11,4000,Revenue,CC0013,PC003,45315.9,USD,5,2025
JRN0004190,2026-06-28,6100,Operating Expense,CC0020,PC010,-5661.0,USD,6,2026
JRN0004191,2026-11-21,6100,Operating Expense,CC0006,PC006,-21912.02,USD,11,2026
JRN0004192,2026-03-27,5000,COGS,CC0010,PC010,-38474.67,USD,3,2026
JRN0004193,2026-11-16,6100,Operating Expense,CC0001,PC001,-41232.7,USD,11,2026
JRN0004194,2025-04-15,6200,Operating Expense,CC0018,PC008,-9933.26,USD,4,2025
JRN0004195,2025-06-27,5000,COGS,CC0008,PC008,-47606.65,USD,6,2025
JRN0004196,2026-11-24,4000,Revenue,CC0014,PC004,37446.24,USD,11,2026
JRN0004197,2025-04-07,4000,Revenue,CC0006,PC006,40699.35,USD,4,2025
JRN0004198,2025-03-14,5000,COGS,CC0001,PC001,-40043.28,USD,3,2025
JRN0004199,2026-05-25,6100,Operating Expense,CC0018,PC008,-4832.59,USD,5,2026
JRN0004200,2026-06-18,6200,Operating Expense,CC0015,PC005,-10104.34,USD,6,2026
JRN0004201,2025-04-29,5000,COGS,CC0018,PC008,-3396.39,USD,4,2025
JRN0004202,2025-05-25,4000,Revenue,CC0017,PC007,3413.75,USD,5,2025
JRN0004203,2026-08-15,5000,COGS,CC0014,PC004,-39131.55,USD,8,2026
JRN0004204,2026-11-12,6200,Operating Expense,CC0019,PC009,-22482.06,USD,11,2026
JRN0004205,2025-06-16,4000,Revenue,CC0001,PC001,47374.95,USD,6,2025
JRN0004206,2025-12-10,6200,Operating Expense,CC0008,PC008,-11836.83,USD,12,2025
JRN0004207,2026-08-06,4000,Revenue,CC0016,PC006,17826.99,USD,8,2026
JRN0004208,2026-02-01,6200,Operating Expense,CC0019,PC009,-39675.74,USD,2,2026
JRN0004209,2025-02-15,4000,Revenue,CC0016,PC006,22498.03,USD,2,2025
JRN0004210,2026-10-29,5000,COGS,CC0019,PC009,-6074.6,USD,10,2026
JRN0004211,2026-03-24,5000,COGS,CC0009,PC009,-2976.34,USD,3,2026
JRN0004212,2026-05-07,6100,Operating Expense,CC0004,PC004,-37312.13,USD,5,2026
JRN0004213,2025-09-07,6200,Operating Expense,CC0013,PC003,-26367.06,USD,9,2025
JRN0004214,2025-07-15,6200,Operating Expense,CC0017,PC007,-13995.87,USD,7,2025
JRN0004215,2026-01-10,6100,Operating Expense,CC0008,PC008,-49295.87,USD,1,2026
