Budget_ID,Fiscal_Year,Fiscal_Period,Cost_Center,Profit_Center,Budget_Revenue,Budget_Cost,Budget_Profit,Forecast_Revenue,Forecast_Cost
BUD0004171,2025,5,CC0003,PC003,500741.52,285512.02,215229.5,484134.42,285574.45
BUD0004172,2026,8,CC0004,PC004,350927.74,283631.12,67296.62,345584.84,290889.74
BUD0004173,2025,10,CC0003,PC003,707025.57,409765.52,297260.05,688384.29,432975.6
BUD0004174,2026,11,CC0004,PC004,203298.1,156181.51,47116.59,192805.55,160655.13
BUD0004175,2026,10,CC0013,PC003,279732.54,173380.75,106351.79,297890.91,166128.27
BUD0004176,2025,5,CC0001,PC001,188702.04,108029.54,80672.5,182459.96,108538.49
BUD0004177,2026,3,CC0012,PC002,462997.04,310564.33,152432.71,480112.22,327982.54
BUD0004178,2026,7,CC0006,PC006,303375.37,181202.87,122172.5,323358.14,185762.06
BUD0004179,2026,1,CC0018,PC008,742356.13,475876.41,266479.72,709946.36,482280.52
BUD0004180,2025,5,CC0018,PC008,193737.31,116821.11,76916.2,186833.11,121466.38
BUD0004181,2026,9,CC0008,PC008,670375.58,487283.22,183092.36,630674.38,511861.68
BUD0004182,2025,11,CC0001,PC001,670437.11,393561.68,276875.43,717936.75,420072.41
BUD0004183,2025,10,CC0008,PC008,74982.29,43806.52,31175.77,79801.44,47200.9
BUD0004184,2025,8,CC0008,PC008,287997.85,188037.11,99960.74,287916.98,192773.23
BUD0004185,2026,4,CC0006,PC006,600104.02,422805.93,177298.09,583768.72,448292.82
BUD0004186,2025,2,CC0004,PC004,631188.38,432224.23,198964.15,630685.54,420823.3
BUD0004187,2025,3,CC0008,PC008,550062.25,404106.28,145955.97,593767.01,436337.17
BUD0004188,2025,11,CC0018,PC008,202194.93,135075.52,67119.41,219598.44,132309.6
BUD0004189,2025,6,CC0019,PC009,462412.62,318375.44,144037.18,446927.42,343755.07
BUD0004190,2026,3,CC0006,PC006,243981.36,160191.03,83790.33,250333.41,159378.52
BUD0004191,2026,2,CC0009,PC009,418586.99,247580.96,171006.03,426242.56,247357.54
BUD0004192,2026,2,CC0003,PC003,545173.68,431545.21,113628.47,539315.47,442904.1
BUD0004193,2026,6,CC0008,PC008,480171.61,297456.03,182715.58,484580.75,288273.62
BUD0004194,2025,2,CC0006,PC006,149405.89,96720.91,52684.98,157897.71,93523.2
BUD0004195,2026,10,CC0004,PC004,724031.66,427308.26,296723.4,713269.42,435380.2
BUD0004196,2025,10,CC0018,PC008,716393.75,513192.06,203201.69,727056.41,549784.44
BUD0004197,2026,6,CC0009,PC009,595426.64,403683.49,191743.15,586242.45,423736.9
BUD0004198,2026,1,CC0020,PC010,121950.51,82255.09,39695.42,130446.93,80579.59
BUD0004199,2025,4,CC0019,PC009,749745.8,416049.31,333696.49,753554.88,421889.75
BUD0004200,2025,5,CC0011,PC001,599233.96,445515.06,153718.9,650140.79,467325.67
BUD0004201,2026,8,CC0015,PC005,221338.05,153700.04,67638.01,210703.45,162269.72
BUD0004202,2026,7,CC0004,PC004,343739.73,214817.68,128922.05,343480.41,204631.31
BUD0004203,2026,6,CC0012,PC002,157531.66,109748.99,47782.67,161929.39,112122.41
BUD0004204,2025,8,CC0012,PC002,288179.1,177322.75,110856.35,276533.5,173071.16
BUD0004205,2025,9,CC0010,PC010,597951.47,391713.66,206237.81,591319.63,372985.95
BUD0004206,2025,9,CC0015,PC005,276605.83,198588.0,78017.83,262892.7,189384.97
BUD0004207,2025,12,CC0005,PC005,113465.55,83075.44,30390.11,115299.05,81533.63
BUD0004208,2025,1,CC0019,PC009,274226.92,219436.51,54790.41,271906.68,228932.49
BUD0004209,2025,9,CC0007,PC007,433352.4,329499.69,103852.71,414377.68,326779.68
BUD0004210,2025,7,CC0006,PC006,624621.0,413817.37,210803.63,630346.55,419319.27
BUD0004211,2025,8,CC0017,PC007,170198.73,100976.75,69221.98,164376.71,106020.04
BUD0004212,2026,9,CC0015,PC005,61954.41,35875.09,26079.32,66443.2,35378.14
BUD0004213,2026,2,CC0017,PC007,303220.37,234231.0,68989.37,303533.22,249120.5
BUD0004214,2025,2,CC0017,PC007,612031.64,457785.92,154245.72,671183.72,459710.24
BUD0004215,2026,4,CC0013,PC003,620155.04,504713.7,115441.34,594104.04,514036.94
BUD0004216,2025,10,CC0004,PC004,602736.22,438047.06,164689.16,574493.66,467759.11
BUD0004217,2025,11,CC0017,PC007,627884.27,470006.19,157878.08,682188.39,486593.21
BUD0004218,2026,1,CC0007,PC007,61465.49,38797.65,22667.84,65905.64,39216.11
BUD0004219,2025,2,CC0005,PC005,58351.55,35013.87,23337.68,59207.9,35200.61
BUD0004220,2025,1,CC0006,PC006,251137.94,152238.34,98899.6,270886.31,156657.01
BUD0004221,2025,5,CC0011,PC001,345955.17,235330.7,110624.47,343602.81,234148.51
BUD0004222,2025,8,CC0008,PC008,69431.66,46576.02,22855.64,73635.42,46099.81
BUD0004223,2025,3,CC0019,PC009,285077.32,190383.14,94694.18,287524.06,202348.1
BUD0004224,2026,7,CC0005,PC005,583226.89,351112.19,232114.7,575766.83,336731.53
BUD0004225,2026,1,CC0009,PC009,532829.66,399197.09,133632.57,561980.73,391011.29
BUD0004226,2026,9,CC0016,PC006,243456.2,163887.72,79568.48,246431.64,165532.66
BUD0004227,2025,11,CC0009,PC009,182741.71,108514.7,74227.01,182477.37,114570.47
BUD0004228,2026,9,CC0008,PC008,650919.24,454969.05,195950.19,701557.4,451841.89
BUD0004229,2025,6,CC0017,PC007,228171.35,159425.7,68745.65,238035.41,170703.11
BUD0004230,2026,11,CC0014,PC004,496943.26,395728.68,101214.58,490368.24,384338.01
BUD0004231,2025,1,CC0008,PC008,691532.21,438392.91,253139.3,739471.25,449628.81
BUD0004232,2026,11,CC0002,PC002,454345.26,344193.8,110151.46,484610.83,363524.42
BUD0004233,2026,10,CC0012,PC002,387249.23,301820.87,85428.36,394150.76,311766.12
BUD0004234,2025,3,CC0004,PC004,634518.48,448658.5,185859.98,604943.93,481817.84
BUD0004235,2026,12,CC0010,PC010,458802.77,278417.18,180385.59,439160.85,274733.14
BUD0004236,2025,4,CC0013,PC003,650856.9,479069.88,171787.02,653502.19,513623.11
BUD0004237,2026,9,CC0010,PC010,363295.66,208731.47,154564.19,370439.87,215461.97
BUD0004238,2025,12,CC0004,PC004,544989.19,437253.79,107735.4,551154.98,467515.08
BUD0004239,2025,1,CC0006,PC006,715969.02,400206.27,315762.75,722152.8,404482.44
BUD0004240,2026,9,CC0009,PC009,390684.55,301098.75,89585.8,371319.73,300432.91
BUD0004241,2026,8,CC0020,PC010,368428.06,221481.81,146946.25,387724.24,212305.59
BUD0004242,2026,2,CC0001,PC001,400942.56,269341.12,131601.44,396984.09,288089.66
BUD0004243,2025,6,CC0020,PC010,446834.13,250153.59,196680.54,462940.24,250021.78
BUD0004244,2025,1,CC0016,PC006,702603.67,470502.81,232100.86,720547.96,458437.32
BUD0004245,2026,5,CC0004,PC004,208310.63,166755.34,41555.29,215803.61,166615.98
BUD0004246,2025,11,CC0004,PC004,440553.69,353927.91,86625.78,437060.8,357174.73
BUD0004247,2026,5,CC0017,PC007,324298.2,215670.9,108627.3,316156.11,212996.62
BUD0004248,2026,4,CC0017,PC007,304800.96,184861.59,119939.37,331257.1,177753.75
BUD0004249,2026,1,CC0013,PC003,180378.47,136218.3,44160.17,188488.99,142982.7
BUD0004250,2025,2,CC0008,PC008,548047.75,354630.92,193416.83,590877.99,345951.17
BUD0004251,2025,8,CC0005,PC005,192214.48,115338.85,76875.63,191113.68,114192.8
BUD0004252,2025,11,CC0005,PC005,570758.21,402868.79,167889.42,576458.11,416014.15
BUD0004253,2026,9,CC0020,PC010,115287.5,90197.46,25090.04,123915.28,96964.64
BUD0004254,2026,10,CC0002,PC002,739622.87,415458.01,324164.86,698951.59,401330.05
BUD0004255,2025,6,CC0005,PC005,269977.74,188546.89,81430.85,265608.21,182038.06
BUD0004256,2025,5,CC0016,PC006,461757.27,300351.62,161405.65,478925.79,294832.67
BUD0004257,2025,12,CC0010,PC010,517937.27,331058.21,186879.06,525802.84,344506.71
BUD0004258,2026,12,CC0012,PC002,460378.97,314831.42,145547.55,478585.51,310697.94
BUD0004259,2025,7,CC0016,PC006,724526.91,541165.86,183361.05,724139.47,580230.35
BUD0004260,2025,1,CC0002,PC002,117919.56,80188.11,37731.45,126013.23,81185.84
BUD0004261,2026,10,CC0010,PC010,189053.24,139070.81,49982.43,189722.03,144209.24
BUD0004262,2026,3,CC0010,PC010,702770.1,397873.56,304896.54,723763.92,423582.91
BUD0004263,2025,2,CC0002,PC002,486699.25,361565.77,125133.48,512334.31,368171.56
BUD0004264,2025,10,CC0010,PC010,527356.79,337675.34,189681.45,499711.81,342193.01
BUD0004265,2025,9,CC0003,PC003,183293.35,101553.96,81739.39,184728.69,107936.25
BUD0004266,2025,2,CC0008,PC008,72651.57,55496.68,17154.89,77691.87,53298.29
BUD0004267,2026,1,CC0008,PC008,250827.57,178209.57,72618.0,252235.2,174336.17
BUD0004268,2026,8,CC0015,PC005,363399.17,263376.71,100022.46,390474.15,281063.85
BUD0004269,2025,7,CC0010,PC010,491039.56,323277.75,167761.81,476597.58,345763.63
BUD0004270,2026,4,CC0018,PC008,315544.68,191990.14,123554.54,318351.79,191671.69
BUD0004271,2025,9,CC0011,PC001,651049.76,444920.34,206129.42,653149.07,473753.25
BUD0004272,2026,4,CC0009,PC009,291417.23,181524.79,109892.44,280217.56,184275.96
BUD0004273,2026,10,CC0012,PC002,498969.02,346226.47,152742.55,511460.07,366542.81
BUD0004274,2025,1,CC0006,PC006,344254.75,277689.34,66565.41,359156.0,287541.68
BUD0004275,2025,8,CC0006,PC006,157642.23,88954.16,68688.07,171558.0,89928.7
BUD0004276,2026,11,CC0002,PC002,317378.96,196639.32,120739.64,330439.9,192057.59
BUD0004277,2026,5,CC0007,PC007,134871.53,109693.59,25177.94,147126.69,115432.84
BUD0004278,2026,6,CC0013,PC003,619448.84,491551.21,127897.63,661199.29,487181.87
BUD0004279,2025,5,CC0019,PC009,722063.77,539500.79,182562.98,712749.62,574224.13
BUD0004280,2025,6,CC0007,PC007,537174.21,437550.68,99623.53,513168.97,424392.12
BUD0004281,2025,2,CC0011,PC001,147424.68,110083.14,37341.54,145318.94,118819.36
BUD0004282,2025,11,CC0014,PC004,249397.02,155976.73,93420.29,274102.24,151482.0
BUD0004283,2026,8,CC0012,PC002,571288.19,409983.83,161304.36,623853.66,404999.69
BUD0004284,2026,2,CC0018,PC008,164865.4,131162.99,33702.41,159937.7,127944.73
BUD0004285,2025,5,CC0006,PC006,463161.28,318645.6,144515.68,508014.86,341247.7
BUD0004286,2026,10,CC0004,PC004,512726.75,321548.31,191178.44,543985.55,331276.13
BUD0004287,2025,7,CC0005,PC005,652985.99,452398.76,200587.23,690659.23,445059.43
BUD0004288,2026,3,CC0012,PC002,475763.76,321203.94,154559.82,456240.6,319954.38
BUD0004289,2025,5,CC0001,PC001,305365.26,199210.48,106154.78,335090.38,209133.93
BUD0004290,2025,11,CC0020,PC010,424924.82,246601.03,178323.79,452387.53,248659.21
BUD0004291,2026,7,CC0018,PC008,214381.54,162188.26,52193.28,214594.63,168028.17
BUD0004292,2025,6,CC0005,PC005,528405.06,395615.8,132789.26,568555.3,386158.44
BUD0004293,2025,4,CC0004,PC004,138604.9,82462.53,56142.37,131006.1,80433.31
BUD0004294,2026,12,CC0005,PC005,613348.86,420253.9,193094.96,603554.77,427870.9
BUD0004295,2026,4,CC0007,PC007,194953.29,154106.07,40847.22,212678.95,155252.52
BUD0004296,2026,2,CC0002,PC002,586417.33,383134.69,203282.64,632992.81,371118.93
BUD0004297,2026,4,CC0001,PC001,625362.3,418882.6,206479.7,596592.84,425224.21
BUD0004298,2026,11,CC0010,PC010,295136.8,211037.69,84099.11,310760.46,208693.07
BUD0004299,2025,7,CC0014,PC004,249545.86,139027.15,110518.71,245397.29,135297.73
BUD0004300,2026,2,CC0006,PC006,606025.73,360160.01,245865.72,664827.37,350676.13
BUD0004301,2026,10,CC0008,PC008,438531.19,267182.16,171349.03,473191.75,262576.53
BUD0004302,2026,7,CC0015,PC005,403137.78,283203.6,119934.18,413436.74,300075.16
BUD0004303,2026,4,CC0011,PC001,549522.05,336872.0,212650.05,556443.32,323922.02
BUD0004304,2026,1,CC0002,PC002,344129.28,279809.1,64320.18,366324.23,272606.25
BUD0004305,2026,8,CC0005,PC005,90311.76,56469.77,33841.99,95881.57,55309.23
BUD0004306,2025,5,CC0018,PC008,318681.88,209528.09,109153.79,303125.58,225883.36
BUD0004307,2026,3,CC0006,PC006,76516.57,58388.91,18127.66,74229.29,55514.74
BUD0004308,2025,1,CC0016,PC006,469409.86,382310.95,87098.91,490554.6,364565.26
BUD0004309,2026,2,CC0019,PC009,659425.07,433181.48,226243.59,684210.89,414042.82
BUD0004310,2025,10,CC0006,PC006,487053.65,291220.03,195833.62,495575.85,301899.65
BUD0004311,2026,6,CC0009,PC009,714601.53,458961.17,255640.36,732702.89,439311.52
BUD0004312,2026,9,CC0003,PC003,117743.5,88962.14,28781.36,112139.34,93007.42
BUD0004313,2026,1,CC0009,PC009,339147.78,221594.35,117553.43,368139.55,238726.83
BUD0004314,2026,2,CC0006,PC006,325018.98,211760.05,113258.93,351255.48,220938.57
BUD0004315,2025,9,CC0018,PC008,490101.48,288903.0,201198.48,492487.3,299410.66
BUD0004316,2026,3,CC0019,PC009,183031.2,142893.64,40137.56,188081.1,142330.27
BUD0004317,2025,9,CC0018,PC008,129528.59,102719.75,26808.84,124930.3,99196.23
BUD0004318,2025,11,CC0006,PC006,50767.76,40139.34,10628.42,51178.98,41981.73
BUD0004319,2026,7,CC0001,PC001,158849.11,102773.69,56075.42,151228.72,98331.4
BUD0004320,2025,6,CC0005,PC005,705936.8,549110.53,156826.27,681523.02,522471.05
BUD0004321,2025,11,CC0009,PC009,313539.5,189266.26,124273.24,340299.23,197292.03
BUD0004322,2025,6,CC0012,PC002,728933.83,595948.55,132985.28,706737.05,607444.58
BUD0004323,2026,4,CC0018,PC008,62451.19,35373.13,27078.06,59419.85,36426.97
BUD0004324,2026,9,CC0010,PC010,365713.58,290166.3,75547.28,353428.23,297487.22
BUD0004325,2025,10,CC0020,PC010,402422.79,287580.34,114842.45,392900.43,281199.78
BUD0004326,2025,6,CC0019,PC009,331292.45,230290.18,101002.27,344691.48,237605.87
BUD0004327,2025,1,CC0016,PC006,650362.65,380479.52,269883.13,664387.15,396869.7
BUD0004328,2025,12,CC0013,PC003,503155.75,352189.78,150965.97,476421.7,358103.5
BUD0004329,2025,8,CC0002,PC002,236048.59,131328.65,104719.94,255492.19,127628.13
BUD0004330,2025,7,CC0014,PC004,550767.42,316506.48,234260.94,591305.8,321346.54
BUD0004331,2025,1,CC0018,PC008,661309.68,515061.68,146248.0,674000.54,520699.79
BUD0004332,2026,1,CC0017,PC007,177192.28,101817.25,75375.03,178054.07,103655.67
BUD0004333,2025,8,CC0011,PC001,395640.27,271222.88,124417.39,432627.8,263243.01
BUD0004334,2026,9,CC0019,PC009,600966.07,412341.59,188624.48,581141.23,404292.36
BUD0004335,2026,10,CC0019,PC009,232056.8,128767.13,103289.67,233641.52,138946.32
BUD0004336,2026,5,CC0005,PC005,210657.83,134922.62,75735.21,210259.83,131472.63
BUD0004337,2026,8,CC0001,PC001,305314.97,237988.34,67326.63,315187.62,246048.19
BUD0004338,2025,4,CC0017,PC007,103521.83,75216.43,28305.4,97754.76,74463.13
BUD0004339,2026,2,CC0004,PC004,627687.64,369890.8,257796.84,677984.91,373941.44
BUD0004340,2026,5,CC0017,PC007,257516.95,148122.27,109394.68,278261.9,149890.78
BUD0004341,2026,3,CC0018,PC008,163071.66,102441.99,60629.67,156555.14,108952.38
BUD0004342,2026,1,CC0006,PC006,85366.82,59783.18,25583.64,83675.83,63271.75
BUD0004343,2025,9,CC0018,PC008,577013.77,351890.09,225123.68,610395.56,341102.59
BUD0004344,2026,3,CC0013,PC003,309221.02,235385.47,73835.55,310962.97,249374.44
BUD0004345,2025,8,CC0008,PC008,656192.13,386688.02,269504.11,705312.34,376421.99
BUD0004346,2025,4,CC0008,PC008,427685.87,269139.6,158546.27,442411.38,281570.35
BUD0004347,2026,12,CC0009,PC009,292014.01,224781.84,67232.17,285511.83,233385.0
BUD0004348,2025,1,CC0012,PC002,55646.46,32941.99,22704.47,58028.08,33989.42
BUD0004349,2026,9,CC0010,PC010,451496.32,277716.4,173779.92,486377.27,290466.77
BUD0004350,2026,5,CC0018,PC008,469091.34,381526.26,87565.08,496363.73,389946.33
BUD0004351,2026,4,CC0006,PC006,140468.9,105887.85,34581.05,150698.14,110994.53
BUD0004352,2025,6,CC0009,PC009,329357.14,213489.53,115867.61,331696.67,205388.51
BUD0004353,2026,10,CC0008,PC008,672433.09,450593.07,221840.02,636233.96,462521.62
BUD0004354,2026,4,CC0002,PC002,698472.64,457519.86,240952.78,732324.44,442606.27
BUD0004355,2026,12,CC0001,PC001,601905.92,414423.2,187482.72,624383.34,436173.29
BUD0004356,2026,10,CC0006,PC006,339408.93,191335.25,148073.68,345899.12,194789.28
BUD0004357,2026,10,CC0006,PC006,599025.91,485284.2,113741.71,648218.19,508589.32
BUD0004358,2026,7,CC0020,PC010,470427.66,279897.66,190530.0,494801.75,294474.27
BUD0004359,2025,5,CC0003,PC003,400036.06,297409.45,102626.61,385252.54,319679.23
BUD0004360,2025,11,CC0019,PC009,639689.55,431153.03,208536.52,666944.45,440531.92
BUD0004361,2026,4,CC0016,PC006,694151.54,504101.58,190049.96,732151.11,539533.54
BUD0004362,2026,4,CC0018,PC008,710573.83,462126.42,248447.41,693665.69,479723.04
BUD0004363,2026,1,CC0003,PC003,661817.57,431099.79,230717.78,634531.53,464094.46
BUD0004364,2026,3,CC0014,PC004,530230.0,371678.92,158551.08,573643.67,368982.89
BUD0004365,2025,10,CC0020,PC010,495234.43,280629.71,214604.72,509401.65,271073.1
BUD0004366,2026,9,CC0012,PC002,56234.48,32253.35,23981.13,60814.43,34715.38
BUD0004367,2026,1,CC0009,PC009,421665.18,240110.65,181554.53,403876.6,236866.45
BUD0004368,2025,5,CC0012,PC002,487102.27,321717.76,165384.51,465125.58,306197.07
BUD0004369,2025,2,CC0006,PC006,545419.58,425136.46,120283.12,550221.63,416622.88
BUD0004370,2025,4,CC0006,PC006,539926.28,297248.46,242677.82,583146.19,316710.1
BUD0004371,2026,5,CC0001,PC001,445371.77,262236.45,183135.32,438758.53,279010.37
BUD0004372,2025,2,CC0019,PC009,83601.19,61814.23,21786.96,89275.87,65270.88
BUD0004373,2026,8,CC0015,PC005,421877.11,291122.09,130755.02,400022.5,282341.59
BUD0004374,2025,12,CC0013,PC003,404866.5,265906.27,138960.23,382637.85,261529.26
BUD0004375,2025,11,CC0005,PC005,337139.39,202149.13,134990.26,362280.11,193738.65
BUD0004376,2026,9,CC0014,PC004,520711.55,327249.38,193462.17,558523.08,334257.26
BUD0004377,2025,2,CC0011,PC001,375501.42,276483.58,99017.84,397608.69,262891.1
BUD0004378,2026,6,CC0013,PC003,452288.78,363970.63,88318.15,446153.94,349130.35
BUD0004379,2026,8,CC0019,PC009,363789.17,286815.22,76973.95,381955.59,283954.04
BUD0004380,2025,5,CC0002,PC002,672154.29,531409.01,140745.28,695567.82,541893.79
BUD0004381,2025,7,CC0019,PC009,507186.9,289007.83,218179.07,523849.19,298302.17
BUD0004382,2025,1,CC0001,PC001,157889.56,122873.88,35015.68,157559.86,121618.26
BUD0004383,2025,12,CC0012,PC002,615107.94,485019.26,130088.68,663581.8,464789.05
BUD0004384,2025,5,CC0003,PC003,548754.55,405888.6,142865.95,538123.65,435794.29
BUD0004385,2025,10,CC0008,PC008,688835.66,462303.51,226532.15,752255.71,480279.33
BUD0004386,2026,10,CC0003,PC003,337585.91,263417.24,74168.67,359856.0,255480.29
BUD0004387,2025,3,CC0005,PC005,269983.66,197932.52,72051.14,260394.0,203570.61
BUD0004388,2026,11,CC0014,PC004,82844.33,46622.63,36221.7,86764.28,47092.3
BUD0004389,2026,11,CC0001,PC001,647740.45,398478.64,249261.81,673757.43,411328.25
BUD0004390,2026,3,CC0005,PC005,651552.26,391572.29,259979.97,632610.17,377979.44
BUD0004391,2025,12,CC0007,PC007,144576.53,112068.82,32507.71,147427.85,118837.6
BUD0004392,2025,6,CC0005,PC005,721581.81,502051.54,219530.27,686588.42,507725.52
BUD0004393,2026,12,CC0005,PC005,219455.52,176436.26,43019.26,233614.38,182109.37
BUD0004394,2025,10,CC0020,PC010,333318.3,213687.38,119630.92,342989.86,205945.78
BUD0004395,2026,11,CC0018,PC008,749139.93,414410.55,334729.38,816362.19,406067.63
BUD0004396,2025,11,CC0003,PC003,532260.21,397717.4,134542.81,554246.75,420748.95
BUD0004397,2025,12,CC0008,PC008,283039.99,207197.63,75842.36,288800.74,217764.24
BUD0004398,2026,11,CC0001,PC001,180089.25,104043.87,76045.38,195646.53,100087.2
BUD0004399,2026,12,CC0005,PC005,284023.26,173605.01,110418.25,283479.77,171286.72
BUD0004400,2026,11,CC0010,PC010,729442.56,494175.11,235267.45,763102.77,486891.02
BUD0004401,2025,10,CC0013,PC003,82270.1,48325.34,33944.76,82242.21,46032.75
BUD0004402,2026,2,CC0010,PC010,267481.52,159827.82,107653.7,258315.6,168442.73
BUD0004403,2026,7,CC0011,PC001,602083.03,423011.88,179071.15,632828.02,434070.55
BUD0004404,2026,9,CC0001,PC001,60540.54,40396.25,20144.29,66493.91,41610.84
BUD0004405,2026,4,CC0017,PC007,662154.57,501398.25,160756.32,644948.17,483177.04
BUD0004406,2026,6,CC0020,PC010,187642.4,140408.87,47233.53,179937.05,141820.03
BUD0004407,2025,11,CC0008,PC008,564403.12,410360.86,154042.26,547341.59,421047.95
BUD0004408,2025,6,CC0018,PC008,128941.8,88863.23,40078.57,128602.53,86833.07
BUD0004409,2026,6,CC0010,PC010,644681.43,525487.78,119193.65,648450.31,502439.31
BUD0004410,2026,8,CC0004,PC004,179574.33,129400.24,50174.09,171222.98,138572.05
BUD0004411,2026,1,CC0018,PC008,363061.7,255578.85,107482.85,360636.63,263681.59
BUD0004412,2026,2,CC0001,PC001,369292.48,239586.51,129705.97,398662.39,227989.2
BUD0004413,2026,4,CC0016,PC006,689502.23,531823.88,157678.35,731348.04,563348.94
BUD0004414,2026,3,CC0003,PC003,175771.28,142356.59,33414.69,191837.03,142976.65
BUD0004415,2025,1,CC0015,PC005,314048.28,205847.87,108200.41,315844.08,208828.96
BUD0004416,2026,12,CC0011,PC001,113575.09,68119.24,45455.85,119405.16,65736.15
BUD0004417,2025,2,CC0019,PC009,92301.25,51560.04,40741.21,90910.04,50534.44
BUD0004418,2025,5,CC0011,PC001,344020.47,280453.43,63567.04,329933.4,291545.54
BUD0004419,2025,9,CC0018,PC008,264012.74,170791.33,93221.41,288271.47,164282.36
BUD0004420,2025,8,CC0017,PC007,267079.9,208719.52,58360.38,265666.51,202547.49
BUD0004421,2026,1,CC0003,PC003,261691.24,175742.31,85948.93,271293.62,167960.61
BUD0004422,2025,2,CC0013,PC003,643211.85,394732.98,248478.87,639330.12,389477.21
BUD0004423,2025,5,CC0019,PC009,300074.41,198923.76,101150.65,283009.34,208783.84
BUD0004424,2025,9,CC0017,PC007,233451.53,160760.43,72691.1,256238.3,161471.14
BUD0004425,2025,12,CC0002,PC002,641880.95,497847.23,144033.72,698543.3,491528.39
BUD0004426,2025,11,CC0016,PC006,191064.73,124812.65,66252.08,192007.97,121888.3
BUD0004427,2025,11,CC0015,PC005,585403.65,359392.56,226011.09,628100.36,369332.34
BUD0004428,2025,6,CC0015,PC005,52556.0,33445.1,19110.9,55331.2,31903.23
BUD0004429,2026,10,CC0002,PC002,647748.64,390465.14,257283.5,628837.02,382461.71
BUD0004430,2025,4,CC0006,PC006,432227.87,335656.93,96570.94,455300.33,353152.33
BUD0004431,2025,3,CC0001,PC001,294319.41,175078.46,119240.95,293737.64,175714.01
BUD0004432,2026,8,CC0018,PC008,376257.5,276732.93,99524.57,366045.95,286654.3
BUD0004433,2026,1,CC0020,PC010,406042.73,237879.67,168163.06,444448.3,242491.74
BUD0004434,2025,5,CC0015,PC005,111208.26,84457.9,26750.36,108104.94,88425.21
BUD0004435,2025,1,CC0005,PC005,552175.1,380275.77,171899.33,554244.75,371799.19
BUD0004436,2025,4,CC0016,PC006,622933.92,377239.41,245694.51,680086.99,377920.51
BUD0004437,2026,3,CC0004,PC004,258555.23,151559.77,106995.46,283037.37,159156.53
BUD0004438,2025,6,CC0002,PC002,120859.08,96274.18,24584.9,119124.91,92501.11
BUD0004439,2025,5,CC0009,PC009,258747.28,169927.09,88820.19,261569.01,167218.37
BUD0004440,2026,1,CC0018,PC008,725999.4,429412.92,296586.48,764386.88,453138.5
BUD0004441,2025,10,CC0012,PC002,517651.02,397921.74,119729.28,515058.05,415953.83
BUD0004442,2026,12,CC0001,PC001,252349.27,161189.6,91159.67,240045.54,167955.92
BUD0004443,2025,9,CC0003,PC003,332373.28,189443.71,142929.57,343662.82,200085.06
BUD0004444,2025,7,CC0005,PC005,430819.62,286258.73,144560.89,426061.44,287318.49
BUD0004445,2025,12,CC0014,PC004,470959.99,337606.75,133353.24,491362.81,351352.95
BUD0004446,2025,3,CC0011,PC001,546563.02,388407.62,158155.4,560507.64,371836.62
BUD0004447,2026,4,CC0007,PC007,545518.6,347543.85,197974.75,564235.64,331707.93
BUD0004448,2026,4,CC0006,PC006,82184.92,50770.38,31414.54,86622.87,54477.11
BUD0004449,2025,2,CC0005,PC005,86358.61,68707.24,17651.37,94779.74,66213.32
BUD0004450,2026,8,CC0009,PC009,343392.22,211089.05,132303.17,324021.67,200675.69
BUD0004451,2025,4,CC0009,PC009,717373.83,556368.43,161005.4,693466.73,539349.12
BUD0004452,2026,12,CC0016,PC006,290061.95,209880.67,80181.28,284110.53,210417.79
BUD0004453,2026,5,CC0016,PC006,334714.02,198765.07,135948.95,339533.57,213288.49
BUD0004454,2025,7,CC0013,PC003,185391.54,151229.5,34162.04,184575.49,156492.23
BUD0004455,2026,12,CC0012,PC002,739440.51,527781.57,211658.94,751763.7,530189.71
BUD0004456,2026,11,CC0016,PC006,426841.18,242195.99,184645.19,464601.6,245540.85
BUD0004457,2026,6,CC0012,PC002,421288.58,318144.82,103143.76,461889.12,334737.69
BUD0004458,2026,6,CC0018,PC008,256553.76,179880.97,76672.79,273013.54,172670.43
BUD0004459,2026,8,CC0008,PC008,630150.57,483984.86,146165.71,626903.88,512181.83
BUD0004460,2025,9,CC0004,PC004,109467.4,69922.71,39544.69,119898.65,67792.65
BUD0004461,2026,7,CC0020,PC010,527554.15,319789.84,207764.31,496953.64,315742.81
BUD0004462,2026,3,CC0005,PC005,610328.19,437475.65,172852.54,605103.79,457444.82
BUD0004463,2026,8,CC0007,PC007,718079.31,585447.73,132631.58,693045.33,605339.87
BUD0004464,2025,10,CC0006,PC006,107939.21,69267.16,38672.05,118028.89,67752.6
BUD0004465,2026,11,CC0003,PC003,75704.75,61072.08,14632.67,75444.95,58775.06
BUD0004466,2026,2,CC0012,PC002,248463.51,176814.8,71648.71,236285.91,188728.41
BUD0004467,2025,2,CC0012,PC002,296148.09,169532.14,126615.95,306639.52,177770.17
BUD0004468,2026,10,CC0020,PC010,361188.03,231335.51,129852.52,357761.92,230909.17
BUD0004469,2026,10,CC0018,PC008,716041.07,560653.27,155387.8,699927.8,588956.8
BUD0004470,2025,2,CC0020,PC010,433034.6,255523.7,177510.9,452406.97,258321.82
BUD0004471,2025,5,CC0003,PC003,129584.72,92277.99,37306.73,123511.43,94089.34
BUD0004472,2026,6,CC0020,PC010,148639.46,107214.73,41424.73,157692.55,108873.63
