Transaction_ID,Product_ID,Plant_ID,Material_ID,Standard_Cost,Actual_Cost,Material_Cost,Labor_Cost,Overhead_Cost,Freight_Cost,Manufacturing_Cost,Production_Date,Cost_Per_Unit
T0003958,P0113,PL06,M00208,220.79,213.77,118.26,50.96,34.04,10.51,203.26,2026-01-22,0.496
T0003959,P0104,PL07,M00209,54.49,55.84,28.09,13.37,9.83,4.55,51.29,2026-04-22,0.1008
T0003960,P0047,PL08,M00210,355.81,361.33,201.59,72.15,69.6,17.99,343.34,2026-03-12,0.5726
T0003961,P0019,PL01,M00211,106.29,103.71,58.2,16.96,21.1,7.45,96.26,2026-05-04,0.4651
T0003962,P0084,PL02,M00212,24.28,25.41,16.46,3.85,4.1,1.0,24.41,2026-10-04,0.4458
T0003963,P0118,PL03,M00213,186.35,179.35,108.08,30.97,26.35,13.95,165.4,2025-11-16,0.2893
T0003964,P0074,PL04,M00214,454.48,441.31,250.42,94.76,70.59,25.54,415.77,2025-07-21,1.1895
T0003965,P0031,PL05,M00215,49.7,49.67,30.75,10.68,6.27,1.97,47.7,2026-07-09,1.2115
T0003966,P0068,PL06,M00216,270.05,265.14,146.89,53.22,46.33,18.7,246.44,2026-02-22,1.1997
T0003967,P0021,PL07,M00217,1178.03,1125.23,673.32,156.98,203.7,91.23,1034.0,2026-08-05,0.9448
T0003968,P0026,PL08,M00218,671.29,692.74,398.97,136.13,100.62,57.02,635.72,2025-01-09,0.73
T0003969,P0002,PL01,M00219,269.22,263.82,156.05,54.67,42.53,10.57,253.25,2025-12-13,1.2807
T0003970,P0138,PL02,M00220,113.46,109.56,58.26,19.39,22.41,9.5,100.06,2025-07-16,0.3251
T0003971,P0076,PL03,M00221,382.35,371.76,241.99,64.22,46.06,19.49,352.27,2026-07-24,1.1404
T0003972,P0004,PL04,M00222,339.38,328.89,210.58,50.08,46.17,22.06,306.83,2025-05-13,0.6618
T0003973,P0007,PL05,M00223,1620.24,1591.78,969.43,247.12,266.81,108.42,1483.36,2026-08-17,1.4657
T0003974,P0102,PL06,M00224,1083.78,1071.54,683.24,158.24,174.86,55.2,1016.34,2025-06-07,1.0813
T0003975,P0016,PL07,M00225,212.05,210.81,132.81,31.79,38.79,7.42,203.39,2026-04-11,1.5276
T0003976,P0043,PL08,M00226,403.69,401.86,211.25,87.82,73.98,28.81,373.05,2026-10-26,0.5288
T0003977,P0033,PL01,M00227,353.49,367.9,196.15,80.14,68.39,23.22,344.68,2026-11-27,1.2954
T0003978,P0086,PL02,M00228,278.32,284.98,158.74,61.8,44.84,19.6,265.38,2026-02-23,0.5746
T0003979,P0069,PL03,M00229,444.81,463.82,284.14,83.65,57.35,38.68,425.14,2026-05-15,0.6892
T0003980,P0090,PL04,M00230,554.42,539.93,313.79,84.56,98.39,43.19,496.74,2026-06-22,1.7195
T0003981,P0007,PL05,M00231,1029.51,1020.98,533.27,251.61,175.69,60.41,960.57,2026-03-22,1.5307
T0003982,P0015,PL06,M00232,86.81,91.22,49.88,24.07,11.97,5.3,85.92,2026-08-23,0.1474
T0003983,P0025,PL07,M00233,1057.45,1051.9,611.32,166.97,174.34,99.27,952.63,2026-06-05,1.5424
T0003984,P0072,PL08,M00234,586.94,590.22,345.29,108.26,114.5,22.17,568.05,2025-06-15,0.5537
T0003985,P0133,PL01,M00235,636.38,628.66,365.01,120.21,111.48,31.96,596.7,2025-07-08,0.8744
T0003986,P0006,PL02,M00236,1481.24,1485.72,855.94,321.21,234.71,73.86,1411.86,2026-10-16,1.5722
T0003987,P0083,PL03,M00237,144.79,149.8,83.1,31.99,25.9,8.81,140.99,2025-11-26,0.5487
T0003988,P0069,PL04,M00238,3.83,3.81,2.19,0.75,0.63,0.24,3.57,2026-12-06,0.103
T0003989,P0076,PL05,M00239,775.73,771.42,470.22,130.38,117.65,53.17,718.25,2026-12-22,1.2987
T0003990,P0036,PL06,M00240,660.33,691.37,412.89,165.35,80.87,32.26,659.11,2026-10-29,1.2324
T0003991,P0123,PL07,M00241,423.14,409.76,260.72,74.8,59.82,14.42,395.34,2025-10-22,0.6818
T0003992,P0008,PL08,M00242,245.63,251.15,155.62,42.54,32.49,20.5,230.65,2026-11-17,1.2372
T0003993,P0021,PL01,M00243,38.28,37.71,21.94,8.99,4.5,2.28,35.43,2026-10-05,0.9669
T0003994,P0089,PL02,M00244,194.53,195.15,119.25,44.78,24.09,7.03,188.12,2026-08-01,0.3753
T0003995,P0089,PL03,M00245,853.27,836.89,455.63,189.52,156.84,34.9,801.99,2026-05-07,1.1203
T0003996,P0110,PL04,M00246,1025.7,983.85,505.99,220.77,185.01,72.08,911.77,2025-01-26,1.7663
T0003997,P0014,PL05,M00247,193.35,202.87,125.5,40.29,29.1,7.98,194.89,2025-08-18,0.5498
T0003998,P0150,PL06,M00248,466.53,487.1,258.76,118.36,68.32,41.66,445.44,2025-12-24,0.4635
T0003999,P0051,PL07,M00249,57.2,58.14,35.46,11.68,8.56,2.44,55.7,2026-01-30,0.632
T0004000,P0113,PL08,M00250,333.19,320.7,178.74,67.3,45.9,28.76,291.94,2025-07-22,0.4436
T0004001,P0074,PL01,M00001,1094.16,1101.48,620.96,236.76,161.95,81.81,1019.67,2026-10-26,1.157
T0004002,P0118,PL02,M00002,294.41,282.97,168.63,45.96,47.5,20.88,262.09,2026-03-29,0.697
T0004003,P0067,PL03,M00003,661.53,657.5,364.97,113.52,116.41,62.6,594.9,2026-03-26,0.7636
T0004004,P0133,PL04,M00004,544.37,524.93,318.95,108.11,71.73,26.14,498.79,2026-12-15,1.1823
T0004005,P0079,PL05,M00005,988.28,1005.18,539.67,258.25,122.57,84.69,920.49,2026-04-16,0.929
T0004006,P0145,PL06,M00006,79.86,82.58,44.72,19.87,14.22,3.77,78.81,2026-12-12,1.2512
T0004007,P0036,PL07,M00007,900.97,879.62,546.68,171.84,115.74,45.36,834.26,2025-11-03,1.4007
T0004008,P0044,PL08,M00008,291.18,278.8,172.03,42.16,44.79,19.82,258.98,2025-04-07,0.2615
T0004009,P0149,PL01,M00009,76.16,78.7,43.07,16.79,13.42,5.42,73.28,2025-09-05,0.3378
T0004010,P0133,PL02,M00010,263.7,260.38,158.46,47.0,37.21,17.71,242.67,2026-01-14,0.6852
T0004011,P0054,PL03,M00011,303.25,292.9,179.16,44.08,55.33,14.33,278.57,2026-04-22,1.3314
T0004012,P0119,PL04,M00012,29.55,29.18,16.86,5.86,4.83,1.63,27.55,2025-07-30,0.3741
T0004013,P0054,PL05,M00013,692.44,694.67,444.06,108.7,111.59,30.32,664.35,2025-10-31,1.1915
T0004014,P0072,PL06,M00014,782.42,815.32,463.6,170.1,149.27,32.35,782.97,2026-01-11,0.9753
T0004015,P0023,PL07,M00015,605.61,611.58,370.85,121.02,92.83,26.88,584.7,2026-01-04,1.2848
T0004016,P0080,PL08,M00016,229.07,222.75,123.93,52.54,37.66,8.62,214.13,2025-02-14,0.2954
T0004017,P0044,PL01,M00017,87.92,88.56,52.1,13.18,16.01,7.27,81.29,2026-04-27,1.08
T0004018,P0030,PL02,M00018,5.65,5.91,3.38,1.1,1.02,0.41,5.5,2025-03-20,0.1343
T0004019,P0130,PL03,M00019,75.74,72.91,43.56,12.84,10.91,5.6,67.31,2025-10-02,0.8784
T0004020,P0062,PL04,M00020,764.13,767.13,412.73,175.68,141.94,36.78,730.35,2026-01-02,0.9976
T0004021,P0100,PL05,M00021,210.84,206.81,113.31,49.76,29.62,14.12,192.69,2025-11-01,0.1787
T0004022,P0118,PL06,M00022,176.19,172.69,93.61,37.87,29.87,11.34,161.35,2026-06-22,0.6468
T0004023,P0117,PL07,M00023,26.3,25.88,13.6,6.63,4.41,1.24,24.64,2025-01-27,0.6312
T0004024,P0102,PL08,M00024,1381.63,1385.8,820.51,291.12,221.38,52.79,1333.01,2025-02-09,1.2541
T0004025,P0011,PL01,M00025,67.23,68.49,37.67,16.34,8.83,5.65,62.84,2025-10-24,0.1367
T0004026,P0026,PL02,M00026,1046.26,1094.31,619.31,221.04,162.52,91.44,1002.87,2026-04-26,1.3835
T0004027,P0013,PL03,M00027,861.93,856.28,467.79,202.13,128.9,57.46,798.82,2025-05-31,0.7571
T0004028,P0001,PL04,M00028,767.76,750.58,432.54,116.94,137.29,63.81,686.77,2025-05-04,1.2552
T0004029,P0034,PL05,M00029,5.86,6.1,3.34,1.26,1.03,0.47,5.63,2025-08-25,0.1525
T0004030,P0086,PL06,M00030,858.66,871.98,536.96,172.99,118.35,43.68,828.3,2026-11-10,0.8633
T0004031,P0125,PL07,M00031,402.83,402.81,205.86,95.87,76.93,24.15,378.66,2026-10-14,1.0435
T0004032,P0117,PL08,M00032,1416.11,1434.65,849.63,231.36,236.92,116.74,1317.91,2026-07-05,1.1985
T0004033,P0101,PL01,M00033,312.82,321.83,185.09,67.8,52.71,16.23,305.6,2026-09-04,0.6489
T0004034,P0018,PL02,M00034,292.96,298.46,168.87,60.35,48.4,20.84,277.62,2025-06-17,0.7192
T0004035,P0140,PL03,M00035,186.54,194.33,96.65,46.42,41.14,10.12,184.21,2026-04-11,0.3109
T0004036,P0058,PL04,M00036,1031.1,1002.29,600.57,219.96,127.72,54.04,948.25,2026-06-27,0.9289
T0004037,P0038,PL05,M00037,90.32,93.16,55.55,14.69,16.03,6.89,86.27,2025-01-29,1.4115
T0004038,P0020,PL06,M00038,347.76,332.84,200.32,56.44,56.14,19.94,312.9,2025-10-12,0.5144
T0004039,P0146,PL07,M00039,1624.86,1609.99,916.68,279.9,294.8,118.61,1491.38,2026-06-19,1.3552
T0004040,P0049,PL08,M00040,523.77,507.92,295.42,97.83,74.39,40.28,467.64,2026-09-21,0.5347
T0004041,P0134,PL01,M00041,1343.1,1305.82,815.27,274.6,153.25,62.7,1243.12,2025-08-28,1.2425
T0004042,P0009,PL02,M00042,299.22,302.9,167.14,59.82,56.64,19.3,283.6,2025-09-06,0.5428
T0004043,P0058,PL03,M00043,41.69,43.52,25.88,9.12,5.91,2.61,40.91,2026-05-04,0.1085
T0004044,P0077,PL04,M00044,407.97,427.58,247.27,102.63,62.27,15.41,412.17,2026-05-31,0.4529
T0004045,P0098,PL05,M00045,94.06,91.34,49.37,19.83,13.95,8.19,83.15,2026-01-11,0.9717
T0004046,P0045,PL06,M00046,325.59,317.21,157.7,76.04,59.76,23.71,293.5,2026-11-08,1.1493
T0004047,P0095,PL07,M00047,275.54,267.6,140.73,66.02,38.51,22.34,245.26,2026-11-15,0.3148
T0004048,P0146,PL08,M00048,135.98,135.27,77.9,26.96,20.25,10.16,125.11,2025-01-27,1.2186
T0004049,P0084,PL01,M00049,41.3,41.37,23.83,8.5,6.36,2.68,38.69,2025-10-23,0.1257
T0004050,P0016,PL02,M00050,171.81,168.69,103.49,26.58,25.39,13.23,155.46,2025-08-14,0.1706
T0004051,P0106,PL03,M00051,763.12,734.08,419.28,163.15,122.57,29.08,705.0,2026-11-24,1.4226
T0004052,P0094,PL04,M00052,382.11,376.18,218.53,61.27,58.23,38.15,338.03,2025-07-10,0.4521
T0004053,P0042,PL05,M00053,855.4,833.81,468.53,204.31,129.26,31.71,802.1,2025-10-25,0.9729
T0004054,P0018,PL06,M00054,64.28,65.88,36.13,15.56,9.24,4.95,60.93,2025-02-10,0.2827
T0004055,P0029,PL07,M00055,638.51,651.38,383.45,132.16,92.6,43.17,608.21,2025-05-12,0.6533
T0004056,P0044,PL08,M00056,186.98,184.85,111.46,40.77,21.52,11.1,173.75,2025-03-05,1.1849
T0004057,P0015,PL01,M00057,47.32,48.64,27.39,11.29,6.12,3.84,44.8,2026-03-01,0.2629
T0004058,P0003,PL02,M00058,93.43,97.38,51.52,22.16,15.93,7.77,89.61,2025-12-23,0.5125
T0004059,P0030,PL03,M00059,114.29,110.63,72.64,21.05,13.01,3.93,106.7,2026-01-02,0.4479
T0004060,P0118,PL04,M00060,154.83,150.27,80.49,28.22,27.88,13.68,136.59,2025-05-15,1.3067
T0004061,P0112,PL05,M00061,933.65,951.86,531.53,206.84,170.37,43.12,908.74,2025-03-23,0.9773
T0004062,P0084,PL06,M00062,1071.99,1059.69,602.24,223.45,164.47,69.53,990.16,2026-03-08,1.9956
T0004063,P0020,PL07,M00063,33.81,34.36,20.13,6.17,5.42,2.64,31.72,2025-07-24,0.1116
T0004064,P0006,PL08,M00064,720.96,689.95,408.7,150.87,103.27,27.11,662.84,2025-07-01,0.6454
T0004065,P0010,PL01,M00065,67.75,66.32,43.24,9.88,9.01,4.19,62.13,2025-08-29,1.658
T0004066,P0069,PL02,M00066,87.46,88.22,53.81,15.66,12.25,6.5,81.72,2025-04-11,1.4229
T0004067,P0035,PL03,M00067,1125.97,1144.88,638.52,246.82,213.66,45.88,1099.0,2025-04-24,1.073
T0004068,P0092,PL04,M00068,192.34,184.6,107.29,25.38,35.83,16.1,168.5,2025-06-03,0.4592
T0004069,P0101,PL05,M00069,568.39,580.87,324.73,131.85,84.47,39.82,541.05,2026-12-28,1.0015
T0004070,P0120,PL06,M00070,248.79,238.15,128.92,54.76,45.15,9.32,228.83,2026-12-17,0.4215
T0004071,P0003,PL07,M00071,11.65,12.01,6.58,2.73,1.92,0.78,11.23,2026-06-04,0.7506
T0004072,P0057,PL08,M00072,393.79,404.51,215.35,88.14,70.4,30.62,373.89,2026-12-13,1.9448
T0004073,P0042,PL01,M00073,113.61,110.56,59.74,23.05,20.82,6.95,103.61,2026-12-29,0.6211
T0004074,P0103,PL02,M00074,1925.21,2021.64,1166.03,413.96,366.13,75.52,1946.12,2026-10-22,1.7413
T0004075,P0062,PL03,M00075,86.87,90.77,52.8,15.26,15.12,7.59,83.18,2025-10-05,1.3965
T0004076,P0136,PL04,M00076,431.13,452.53,258.41,87.33,62.97,43.82,408.71,2026-02-26,0.9467
T0004077,P0127,PL05,M00077,28.2,27.47,15.64,5.66,3.84,2.33,25.14,2026-02-19,1.0174
T0004078,P0014,PL06,M00078,81.48,82.18,52.32,14.29,12.42,3.15,79.03,2026-11-27,0.1802
T0004079,P0095,PL07,M00079,289.1,275.84,136.0,69.81,54.37,15.66,260.18,2025-12-26,0.4493
T0004080,P0013,PL08,M00080,38.25,38.35,19.99,8.48,6.66,3.22,35.13,2025-03-09,1.0653
T0004081,P0130,PL01,M00081,525.16,523.12,278.95,107.38,112.58,24.21,498.91,2025-05-01,0.811
T0004082,P0114,PL02,M00082,1490.42,1437.61,758.07,345.41,243.1,91.03,1346.58,2025-04-06,1.2351
T0004083,P0011,PL03,M00083,481.71,503.74,287.03,103.17,73.68,39.86,463.88,2026-12-11,1.2753
T0004084,P0034,PL04,M00084,148.65,155.27,87.78,30.15,26.19,11.15,144.12,2026-11-12,0.2321
T0004085,P0075,PL05,M00085,760.78,767.29,421.03,183.89,109.22,53.15,714.14,2026-03-11,0.8631
T0004086,P0081,PL06,M00086,522.66,550.01,312.03,109.37,87.7,40.91,509.1,2025-03-18,1.0204
T0004087,P0118,PL07,M00087,109.32,110.16,64.68,17.21,19.61,8.66,101.5,2025-06-24,1.0907
T0004088,P0002,PL08,M00088,469.25,476.02,284.29,83.24,90.42,18.07,457.95,2025-05-27,1.4829
T0004089,P0126,PL01,M00089,1487.47,1448.73,744.88,345.65,284.96,73.24,1375.49,2026-04-21,1.3111
T0004090,P0013,PL02,M00090,477.17,481.43,235.21,114.96,94.87,36.39,445.04,2025-11-16,1.0309
T0004091,P0044,PL03,M00091,358.31,361.52,208.44,72.57,53.15,27.36,334.16,2025-05-25,0.3934
T0004092,P0047,PL04,M00092,922.73,925.75,510.97,207.81,172.92,34.05,891.7,2026-01-26,1.4718
T0004093,P0130,PL05,M00093,626.73,658.9,355.98,159.39,87.04,56.49,602.41,2026-01-28,1.2623
T0004094,P0017,PL06,M00094,28.14,28.36,15.63,5.15,5.25,2.33,26.03,2025-07-14,0.2924
T0004095,P0113,PL07,M00095,944.21,945.99,557.13,157.44,153.48,77.94,868.05,2025-08-18,1.2082
T0004096,P0079,PL08,M00096,884.26,852.25,517.84,163.77,122.8,47.84,804.41,2026-04-25,1.0483
T0004097,P0043,PL01,M00097,1550.25,1622.57,853.47,307.75,316.74,144.61,1477.96,2025-10-20,1.4618
T0004098,P0110,PL02,M00098,859.32,876.35,530.61,127.08,162.46,56.2,820.15,2025-06-13,1.0495
T0004099,P0115,PL03,M00099,464.19,469.97,272.72,81.97,76.98,38.3,431.67,2025-11-21,1.3946
T0004100,P0011,PL04,M00100,608.19,630.11,377.07,135.71,87.73,29.6,600.51,2025-12-04,1.0279
T0004101,P0100,PL05,M00101,35.44,34.43,20.11,6.4,4.74,3.18,31.25,2025-09-17,0.6148
T0004102,P0047,PL06,M00102,688.17,704.28,373.3,149.99,128.05,52.94,651.34,2025-12-05,1.5113
T0004103,P0011,PL07,M00103,1187.49,1180.4,692.54,248.85,178.84,60.17,1120.23,2025-04-17,1.0839
T0004104,P0062,PL08,M00104,119.26,124.57,80.78,20.42,15.87,7.5,117.07,2025-08-20,0.1882
T0004105,P0052,PL01,M00105,1252.34,1276.15,723.64,237.39,228.42,86.7,1189.45,2026-06-05,1.103
T0004106,P0135,PL02,M00106,117.41,112.74,63.24,24.14,16.75,8.61,104.13,2025-11-12,1.0946
T0004107,P0086,PL03,M00107,1.99,1.96,1.01,0.46,0.38,0.11,1.85,2026-04-03,0.1782
T0004108,P0016,PL04,M00108,977.36,978.84,541.89,182.46,198.56,55.93,922.91,2026-01-28,1.204
T0004109,P0024,PL05,M00109,161.45,156.46,87.49,27.8,31.26,9.91,146.55,2025-12-31,0.3343
T0004110,P0068,PL06,M00110,409.66,416.28,252.11,72.31,62.37,29.49,386.79,2026-12-09,0.4824
T0004111,P0100,PL07,M00111,798.13,837.94,465.85,179.08,129.87,63.14,774.8,2025-07-27,1.5432
T0004112,P0040,PL08,M00112,1016.28,1002.63,624.29,161.15,150.55,66.64,935.99,2025-03-03,1.174
T0004113,P0134,PL01,M00113,1157.21,1112.6,598.58,201.76,215.31,96.95,1015.65,2025-05-10,0.9675
T0004114,P0089,PL02,M00114,257.37,249.41,127.28,60.11,43.85,18.17,231.24,2025-05-05,0.6158
T0004115,P0111,PL03,M00115,274.89,273.41,163.99,46.84,47.91,14.67,258.74,2026-10-23,0.7195
T0004116,P0067,PL04,M00116,515.06,523.84,278.52,116.31,105.35,23.66,500.18,2026-11-22,1.0712
T0004117,P0085,PL05,M00117,792.79,807.47,473.85,139.38,128.17,66.07,741.4,2026-09-28,0.9764
T0004118,P0067,PL06,M00118,508.39,492.37,274.31,129.84,67.41,20.81,471.56,2025-09-21,0.5975
T0004119,P0144,PL07,M00119,807.05,773.58,465.48,148.22,105.28,54.6,718.98,2025-03-11,0.9694
T0004120,P0133,PL08,M00120,183.38,178.68,100.18,36.17,33.41,8.92,169.76,2025-05-31,1.2948
T0004121,P0150,PL01,M00121,1535.48,1472.88,879.35,250.52,213.74,129.27,1343.61,2025-01-26,1.5279
T0004122,P0067,PL02,M00122,12.58,12.08,7.76,2.01,1.8,0.51,11.57,2026-09-23,0.4832
T0004123,P0012,PL03,M00123,510.16,501.25,311.74,82.41,77.0,30.1,471.15,2026-10-14,0.5367
T0004124,P0029,PL04,M00124,737.27,746.67,477.44,115.18,104.16,49.89,696.78,2026-04-22,0.8098
T0004125,P0017,PL05,M00125,218.77,223.27,134.47,45.16,34.64,9.0,214.27,2026-02-18,0.504
T0004126,P0056,PL06,M00126,1380.67,1340.47,715.52,301.42,243.16,80.37,1260.1,2026-12-17,1.1408
T0004127,P0102,PL07,M00127,781.07,760.74,483.33,120.15,128.84,28.42,732.32,2026-11-22,0.675
T0004128,P0047,PL08,M00128,1181.88,1158.29,692.1,199.29,214.34,52.56,1105.73,2026-05-30,1.2053
T0004129,P0011,PL01,M00129,167.82,161.08,88.07,35.78,28.82,8.41,152.67,2026-03-10,0.7355
T0004130,P0095,PL02,M00130,575.49,586.41,378.29,94.63,82.07,31.42,554.99,2026-04-13,1.4551
T0004131,P0114,PL03,M00131,213.87,216.16,128.5,35.01,38.73,13.92,202.24,2025-03-13,0.4125
T0004132,P0048,PL04,M00132,145.82,143.18,79.36,29.16,27.55,7.11,136.07,2025-11-19,0.9874
T0004133,P0117,PL05,M00133,1425.52,1473.13,836.12,308.88,227.07,101.06,1372.07,2025-01-27,1.6646
T0004134,P0063,PL06,M00134,123.51,123.15,67.81,21.33,21.92,12.09,111.06,2025-11-01,0.2989
T0004135,P0045,PL07,M00135,18.39,18.87,11.25,3.77,2.98,0.87,18.0,2025-09-06,0.2451
T0004136,P0092,PL08,M00136,726.3,699.46,365.82,178.1,122.81,32.73,666.73,2026-08-17,0.7529
T0004137,P0051,PL01,M00137,19.55,18.8,11.75,3.41,2.75,0.89,17.91,2026-01-14,0.2
T0004138,P0121,PL02,M00138,850.74,871.4,538.04,152.5,105.27,75.59,795.81,2026-02-10,0.826
T0004139,P0080,PL03,M00139,719.22,754.42,432.89,165.44,117.08,39.01,715.41,2025-11-04,0.6308
T0004140,P0050,PL04,M00140,301.0,307.34,178.23,63.79,43.37,21.95,285.39,2026-04-05,1.0418
T0004141,P0036,PL05,M00141,204.31,210.2,134.76,40.32,26.38,8.74,201.46,2026-09-23,1.0891
T0004142,P0124,PL06,M00142,57.38,54.76,31.32,7.78,10.84,4.82,49.94,2026-03-18,0.1534
T0004143,P0039,PL07,M00143,343.32,344.25,203.29,69.77,50.78,20.41,323.84,2025-08-09,0.3297
T0004144,P0095,PL08,M00144,782.26,783.11,420.46,160.18,144.23,58.24,724.87,2026-11-14,1.0802
T0004145,P0009,PL01,M00145,60.97,60.74,36.62,8.62,11.13,4.37,56.37,2026-02-02,0.6902
T0004146,P0005,PL02,M00146,115.52,117.33,69.42,22.1,17.95,7.86,109.47,2026-03-07,0.2794
T0004147,P0027,PL03,M00147,408.2,426.57,230.96,93.37,72.08,30.16,396.41,2025-07-20,1.6728
T0004148,P0122,PL04,M00148,200.64,207.83,126.1,35.19,29.38,17.16,190.67,2025-03-25,0.9036
T0004149,P0017,PL05,M00149,552.57,553.13,293.92,136.08,99.81,23.32,529.81,2026-01-24,0.6417
T0004150,P0102,PL06,M00150,1360.01,1424.71,969.82,208.09,181.36,65.44,1359.27,2026-10-12,1.2105
T0004151,P0107,PL07,M00151,380.68,382.48,201.8,81.8,71.46,27.42,355.06,2026-11-09,0.4793
T0004152,P0016,PL08,M00152,148.05,151.89,90.99,25.54,24.97,10.39,141.5,2025-08-01,0.1772
T0004153,P0089,PL01,M00153,555.86,553.06,339.46,83.81,92.45,37.34,515.72,2025-08-14,1.5236
T0004154,P0077,PL02,M00154,171.43,173.22,109.14,28.17,25.36,10.55,162.67,2026-07-07,0.1692
T0004155,P0054,PL03,M00155,87.24,88.15,47.92,20.2,13.62,6.41,81.74,2026-02-19,0.1497
T0004156,P0145,PL04,M00156,266.61,266.32,153.95,57.6,46.44,8.33,257.99,2025-04-13,0.3477
T0004157,P0113,PL05,M00157,311.04,311.06,173.12,71.82,54.93,11.19,299.87,2026-02-14,0.4164
T0004158,P0049,PL06,M00158,167.75,164.41,88.77,42.22,19.84,13.58,150.83,2025-02-13,0.3028
T0004159,P0084,PL07,M00159,1025.78,1060.08,668.91,191.01,132.86,67.3,992.78,2026-07-07,0.9982
T0004160,P0022,PL08,M00160,72.21,73.53,45.42,12.79,10.68,4.64,68.89,2025-07-31,0.6394
T0004161,P0065,PL01,M00161,1138.55,1117.09,669.2,197.47,186.12,64.3,1052.79,2025-03-05,1.1771
T0004162,P0082,PL02,M00162,93.35,95.3,56.64,16.06,15.44,7.16,88.14,2025-10-08,0.607
T0004163,P0092,PL03,M00163,283.66,290.41,176.44,58.51,34.43,21.03,269.38,2025-10-10,1.2464
T0004164,P0084,PL04,M00164,405.91,391.22,230.07,63.02,75.15,22.98,368.24,2026-08-20,0.5919
T0004165,P0040,PL05,M00165,730.62,702.36,390.11,129.89,127.25,55.11,647.25,2025-04-14,0.6271
T0004166,P0128,PL06,M00166,75.68,74.61,42.73,16.49,12.75,2.64,71.97,2025-09-19,0.3188
T0004167,P0088,PL07,M00167,1134.96,1118.8,543.59,280.53,206.92,87.76,1031.04,2026-02-20,1.3131
T0004168,P0016,PL08,M00168,31.82,33.37,19.91,6.65,4.2,2.61,30.76,2026-12-21,0.1998
T0004169,P0100,PL01,M00169,181.64,182.4,100.37,37.4,27.57,17.06,165.34,2025-12-12,0.3556
T0004170,P0073,PL02,M00170,96.13,94.63,51.3,14.27,19.92,9.14,85.49,2025-09-04,0.2651
T0004171,P0147,PL03,M00171,757.41,767.69,398.35,182.88,147.87,38.59,729.1,2026-06-09,1.0797
T0004172,P0140,PL04,M00172,264.34,267.66,155.79,64.63,35.47,11.77,255.89,2025-03-12,0.3252
T0004173,P0013,PL05,M00173,275.17,268.96,133.22,68.25,50.86,16.63,252.33,2025-05-06,1.5637
T0004174,P0087,PL06,M00174,196.88,188.18,108.64,36.9,30.71,11.93,176.25,2025-03-28,0.9601
T0004175,P0036,PL07,M00175,410.25,430.62,251.99,102.08,55.68,20.87,409.75,2025-11-22,0.4302
T0004176,P0042,PL08,M00176,294.18,283.24,160.33,59.47,48.97,14.47,268.77,2026-07-02,0.8662
T0004177,P0009,PL01,M00177,810.32,788.35,521.92,127.34,109.08,30.01,758.34,2025-09-27,1.1311
T0004178,P0096,PL02,M00178,49.72,48.69,26.32,10.88,9.34,2.15,46.54,2026-01-24,0.3634
T0004179,P0078,PL03,M00179,68.49,67.56,42.63,11.67,8.03,5.23,62.33,2025-10-16,0.1741
T0004180,P0036,PL04,M00180,1535.32,1501.6,808.63,321.92,288.12,82.93,1418.67,2025-12-10,1.5183
T0004181,P0150,PL05,M00181,861.61,827.4,456.25,194.07,106.44,70.64,756.76,2026-10-29,0.8887
T0004182,P0115,PL06,M00182,578.73,551.59,292.36,112.25,100.36,46.62,504.97,2025-01-16,0.9147
T0004183,P0011,PL07,M00183,386.21,388.33,198.04,86.09,78.9,25.3,363.03,2025-01-27,1.6113
T0004184,P0025,PL08,M00184,314.92,315.09,193.15,55.02,49.97,16.95,298.14,2025-05-12,1.0365
T0004185,P0146,PL01,M00185,404.59,425.47,230.73,101.68,63.64,29.42,396.05,2026-12-18,0.8648
T0004186,P0104,PL02,M00186,362.39,366.3,211.84,73.62,58.63,22.21,344.09,2025-03-18,0.3757
T0004187,P0149,PL03,M00187,221.3,214.83,125.06,44.42,30.78,14.57,200.26,2026-06-24,1.4418
T0004188,P0083,PL04,M00188,816.79,835.5,504.72,154.63,126.85,49.3,786.2,2026-05-22,0.7838
T0004189,P0074,PL05,M00189,1333.18,1365.18,778.0,248.0,230.39,108.79,1256.39,2026-06-06,1.1386
T0004190,P0092,PL06,M00190,27.79,26.92,16.42,5.77,3.51,1.22,25.7,2026-11-18,0.1869
T0004191,P0067,PL07,M00191,184.29,190.97,115.28,41.99,22.23,11.47,179.5,2026-05-15,0.3583
T0004192,P0138,PL08,M00192,257.29,255.78,152.22,51.01,35.88,16.67,239.11,2025-10-21,0.2695
T0004193,P0115,PL01,M00193,589.38,597.24,345.4,138.33,81.91,31.6,565.64,2025-08-14,0.9954
T0004194,P0027,PL02,M00194,326.35,312.61,175.83,56.52,58.96,21.3,291.31,2025-09-06,0.2911
T0004195,P0088,PL03,M00195,1301.13,1246.74,685.76,230.66,228.79,101.53,1145.21,2026-10-11,1.3193
T0004196,P0096,PL04,M00196,45.85,47.79,23.76,11.3,8.73,4.0,43.79,2025-11-13,0.1084
T0004197,P0045,PL05,M00197,324.7,328.17,187.49,54.6,62.08,24.0,304.17,2025-12-26,0.8524
T0004198,P0042,PL06,M00198,177.12,172.89,101.67,29.29,25.68,16.25,156.64,2026-10-24,0.7718
T0004199,P0070,PL07,M00199,398.06,406.71,246.08,66.25,72.24,22.14,384.57,2025-06-09,0.4489
